Gender,Married,Dependents,Education,ApplicantIncome,CoapplicantIncome,LoanAmount,CreditHistory,PropertyArea,Loan_Status
1,0,0,1,3912,1134.0,157,1,0,1
1,1,0,1,2496,1474.0,132,1,2,1
1,1,0,1,10424,0.0,290,0,1,0
1,0,0,1,5768,1000.0,161,1,0,1
0,1,2,1,10816,0.0,239,1,2,1
1,1,2,1,7680,1231.0,232,0,0,0
1,1,3,1,9571,0.0,224,1,2,1
1,1,0,1,4104,1000.0,124,1,1,1
0,1,0,1,9739,0.0,249,1,0,1
1,1,0,0,6598,0.0,207,1,1,0
1,1,2,1,5921,5955.0,271,0,2,0
1,0,1,0,5013,0.0,172,0,1,0
0,1,3,1,7284,0.0,174,1,2,0
0,1,0,0,8941,2150.0,283,1,1,0
1,1,2,1,4340,1000.0,174,1,1,1
0,1,2,1,12275,2752.0,342,1,2,1
1,1,1,1,8598,0.0,281,1,0,1
0,1,0,1,7189,3064.0,248,1,1,1
1,1,1,1,7399,0.0,230,1,1,1
1,0,3,1,6157,0.0,164,1,2,1
1,1,3,1,4328,0.0,151,1,1,1
1,1,0,1,15660,4817.0,436,1,1,1
1,1,0,0,6780,0.0,145,1,2,1
1,0,0,0,8417,0.0,205,1,2,1
1,0,0,1,3898,0.0,81,1,0,1
1,1,2,1,3032,1132.0,124,1,1,1
0,1,1,0,2590,2218.0,162,0,0,0
1,1,1,1,2925,1403.0,146,1,0,0
0,1,0,1,2638,3775.0,187,1,2,1
0,1,0,1,8268,0.0,238,1,2,1
1,1,0,0,8196,1257.0,250,1,1,1
1,1,0,1,6332,0.0,179,1,2,1
1,0,0,0,13098,4276.0,417,1,2,0
1,0,3,0,5249,1473.0,165,1,1,1
1,0,2,0,7296,1000.0,187,1,1,1
1,1,0,0,3630,3772.0,212,1,1,1
1,0,0,1,10858,1140.0,266,1,2,1
0,1,0,1,9448,4987.0,335,1,0,1
1,1,2,1,4474,1913.0,229,1,0,1
0,0,1,0,5290,1193.0,170,0,0,0
0,1,0,1,1706,2729.0,136,1,0,1
0,1,2,0,9257,1000.0,252,1,1,1
1,0,1,0,4715,2635.0,184,1,1,0
1,1,0,1,4050,0.0,159,1,0,0
1,1,1,1,6432,1000.0,219,1,1,1
0,1,1,0,6978,1657.0,246,1,2,1
1,0,0,1,4872,1180.0,185,1,1,1
1,0,0,1,6563,1900.0,225,0,2,0
0,1,1,1,5749,1583.0,181,1,1,0
1,1,0,1,4017,1000.0,136,1,0,0
1,0,0,1,4714,0.0,161,1,1,1
0,1,0,0,9999,3555.0,348,1,2,0
0,1,2,0,3130,2083.0,122,0,2,1
1,0,3,1,4010,2738.0,224,1,2,1
0,0,3,1,3115,4827.0,221,1,1,0
1,1,0,1,6549,0.0,210,1,1,1
1,1,0,0,7194,2247.0,226,1,2,1
1,1,0,1,4379,1574.0,158,1,2,1
0,1,3,1,15320,0.0,362,1,0,1
1,1,1,1,2205,1000.0,131,1,2,1
1,0,1,1,8422,0.0,249,0,1,0
1,0,2,1,8281,0.0,196,1,0,1
1,1,3,1,7946,1000.0,254,1,0,1
1,1,0,1,7137,1403.0,264,1,2,1
0,0,0,1,8780,6287.0,331,1,2,1
1,1,1,1,8891,0.0,207,0,2,0
1,0,0,0,3237,1000.0,102,1,0,1
1,1,1,1,6302,1622.0,242,1,2,1
1,1,0,1,9520,1845.0,299,1,0,1
0,0,1,0,6441,1000.0,206,1,2,1
0,1,2,1,3463,0.0,149,1,1,0
0,0,0,1,7863,0.0,220,0,1,0
1,1,1,1,12873,0.0,292,1,2,1
1,0,0,1,6111,0.0,133,1,1,1
0,0,0,0,4680,0.0,192,1,1,0
1,1,3,1,3077,1227.0,175,1,1,1
1,0,2,1,10137,0.0,281,1,0,1
1,1,3,0,5381,0.0,144,1,2,1
0,1,0,0,9339,0.0,214,1,2,1
1,0,0,1,4270,3394.0,203,1,0,1
0,1,0,0,7171,1000.0,241,0,1,1
1,1,0,0,3814,0.0,153,1,1,1
1,0,0,0,6572,2909.0,244,1,1,0
0,1,0,1,7064,1000.0,210,1,2,0
1,1,0,1,6437,0.0,182,0,2,0
1,1,0,0,3010,2712.0,152,1,0,1
1,1,0,1,9393,0.0,258,1,2,1
0,1,0,1,6555,0.0,179,0,1,0
0,1,0,1,8627,0.0,217,1,0,1
0,1,0,1,3335,1184.0,123,1,2,1
0,1,0,0,7410,2295.0,204,1,2,1
1,1,3,1,6232,3494.0,233,1,1,1
1,1,0,0,5253,0.0,146,1,0,1
1,1,0,1,6569,0.0,162,1,0,1
1,1,1,1,20264,0.0,472,1,1,1
0,1,0,1,5692,0.0,202,1,1,1
1,1,1,1,9827,1680.0,289,1,0,1
1,0,0,1,6781,2175.0,242,1,0,1
1,0,0,1,2976,0.0,117,1,2,0
0,1,2,1,7028,2324.0,235,1,0,1
0,1,0,1,6219,0.0,178,1,1,1
1,1,0,1,7081,1000.0,192,1,1,1
0,0,1,1,9227,1084.0,237,1,2,0
1,0,1,1,8171,1268.0,201,0,0,0
1,0,1,1,6136,0.0,162,1,2,0
0,1,1,1,7809,1000.0,253,1,0,0
1,1,1,1,4419,1659.0,159,1,0,1
0,1,1,1,9014,1245.0,283,1,1,1
1,1,1,1,14459,0.0,319,1,1,1
1,1,1,1,9270,1798.0,241,1,2,1
1,0,0,0,3512,1000.0,156,1,0,1
1,1,2,0,8383,1934.0,283,1,0,1
1,0,0,1,10271,0.0,227,1,0,1
0,0,0,1,2182,0.0,72,1,1,0
1,1,1,0,8585,1131.0,236,0,2,0
1,0,1,1,2292,0.0,106,1,1,0
1,1,2,1,4141,1508.0,141,1,1,1
1,1,0,1,10832,2628.0,234,1,1,1
0,1,3,1,6477,1234.0,201,1,0,1
1,1,0,1,8268,0.0,199,0,0,0
0,1,1,1,4682,0.0,125,1,2,1
0,1,1,1,4461,2926.0,144,1,1,1
0,1,2,1,4738,0.0,157,1,2,1
0,1,0,1,5036,1439.0,157,1,1,1
0,1,2,1,7597,2547.0,255,0,2,0
0,1,1,0,9874,3009.0,276,1,2,1
0,1,1,1,7582,2149.0,251,1,2,1
0,0,0,0,7587,0.0,190,1,1,1
1,1,2,1,2324,0.0,92,1,1,1
0,1,0,1,13782,2058.0,356,0,1,0
1,0,0,1,6004,3143.0,213,1,2,0
1,1,2,1,14076,2175.0,393,1,0,1
0,1,2,1,3914,0.0,168,1,0,0
1,1,2,1,2936,2438.0,151,0,1,0
0,1,0,0,8838,2460.0,267,1,0,1
0,1,3,1,8217,1605.0,215,1,0,1
0,0,1,1,5457,0.0,178,0,2,0
0,1,0,1,2053,0.0,60,1,0,1
1,1,0,1,4822,0.0,113,1,0,1
1,1,2,0,22325,1410.0,514,1,1,1
0,1,2,1,10796,2775.0,326,1,1,0
0,1,0,1,4021,2411.0,146,1,1,0
0,1,0,1,8211,2966.0,195,1,0,1
1,1,1,0,3925,0.0,107,1,0,1
0,1,1,0,5374,1732.0,203,1,0,0
1,1,2,1,16528,2028.0,442,1,1,0
0,1,0,0,9208,0.0,247,1,0,1
1,1,3,1,3038,3280.0,178,1,2,1
1,1,1,0,13322,0.0,294,1,0,0
1,0,1,1,3653,1000.0,148,1,0,1
0,0,2,1,5113,1000.0,181,1,2,1
0,1,0,0,5089,2693.0,206,1,1,0
0,1,2,1,3289,0.0,150,1,0,1
1,0,2,1,4571,1566.0,145,1,2,1
1,0,0,1,3018,0.0,142,1,0,1
1,1,1,1,3941,3870.0,214,1,0,1
1,1,2,1,3379,8755.0,292,0,2,0
0,1,2,1,3309,0.0,139,0,2,0
1,1,0,1,7632,1000.0,238,0,2,0
1,0,0,0,6614,0.0,193,1,1,1
1,1,2,1,4200,4648.0,217,1,1,1
1,1,0,1,5604,4350.0,223,1,1,1
1,0,0,0,8124,2160.0,250,1,1,1
0,0,0,1,4417,4906.0,229,0,2,0
0,1,2,1,7838,2087.0,226,0,2,0
1,1,0,1,7360,4520.0,275,1,2,1
1,0,1,0,4594,1512.0,202,0,0,0
1,1,0,1,7516,0.0,188,1,2,1
0,1,0,1,6153,0.0,167,0,2,0
1,1,0,1,5251,0.0,137,1,0,1
0,1,1,1,5776,0.0,204,1,1,1
1,1,0,1,7455,1622.0,192,1,1,1
1,0,0,1,7813,1370.0,242,1,2,1
0,0,0,1,5311,0.0,186,1,1,1
1,0,0,1,2596,3523.0,195,1,2,0
1,0,2,1,9354,1980.0,260,1,2,1
1,0,2,1,6826,0.0,183,1,1,1
1,1,0,0,11608,1981.0,305,1,0,1
0,1,1,1,20831,1168.0,505,1,2,1
0,1,0,0,7630,0.0,212,1,0,0
1,0,3,1,9171,1000.0,240,1,1,1
0,1,0,1,1763,1000.0,85,1,2,1
1,1,0,1,8844,1293.0,249,1,2,1
0,1,1,1,12980,1365.0,398,1,2,1
1,1,3,1,9778,1864.0,318,1,1,1
1,1,0,1,9998,0.0,206,1,2,1
1,1,1,1,11572,0.0,338,1,1,1
1,1,1,1,7320,1133.0,225,1,2,1
1,1,3,1,12224,1000.0,301,1,1,1
1,0,0,1,9384,0.0,257,0,0,0
0,1,0,1,3471,1113.0,162,0,0,0
0,1,2,0,9360,0.0,224,0,0,0
0,1,0,1,21167,2545.0,539,1,1,1
1,1,1,1,3716,1187.0,130,1,1,1
1,1,1,1,2530,4055.0,175,1,1,1
0,1,0,1,5143,5455.0,236,1,2,1
1,0,1,0,3481,1000.0,96,1,1,1
0,1,0,0,3000,2565.0,141,1,1,1
1,1,3,1,7886,0.0,194,1,1,1
0,0,1,1,4278,0.0,128,1,1,1
1,1,1,0,4659,2187.0,164,0,1,0
0,1,0,1,7959,0.0,198,1,0,1
1,1,0,1,7255,2143.0,210,1,2,1
0,0,2,0,9681,1804.0,285,1,1,0
0,0,0,1,2139,1000.0,95,1,1,0
0,1,1,1,8224,0.0,193,1,1,1
0,1,0,1,9631,2024.0,318,1,1,0
1,0,1,1,8527,0.0,237,1,1,1
1,0,0,1,2789,1097.0,80,1,1,1
0,1,0,1,5444,0.0,179,1,2,1
1,1,1,1,7562,3535.0,286,1,2,1
0,1,1,1,4078,0.0,127,1,1,0
1,1,0,1,2941,0.0,106,1,1,1
0,0,0,1,8543,0.0,228,1,1,1
0,0,1,0,9815,0.0,240,1,1,1
0,0,1,0,7414,0.0,242,1,2,0
0,1,3,1,4310,3939.0,273,0,1,0
0,1,1,1,3832,1724.0,152,1,2,1
1,1,1,1,7104,0.0,213,1,1,0
1,1,1,1,3732,0.0,142,1,2,0
1,0,1,1,3267,1144.0,105,0,1,1
0,1,0,1,11853,2862.0,321,0,1,0
0,1,2,1,15579,1182.0,383,1,1,1
1,1,3,1,3005,1000.0,101,1,1,1
1,1,0,1,5079,1000.0,172,1,2,1
0,1,0,1,8361,5901.0,357,1,0,0
0,0,0,1,6724,0.0,196,1,1,1
0,1,0,1,3180,2838.0,148,1,0,1
1,0,3,1,5719,0.0,182,1,1,1
0,1,0,1,5440,2425.0,231,1,1,1
0,0,1,1,7683,0.0,218,0,2,0
0,1,0,1,4899,3709.0,237,1,1,1
1,1,0,1,15992,1993.0,379,0,0,0
0,1,1,1,1949,0.0,92,1,2,1
1,1,0,1,2537,0.0,71,0,2,0
1,1,1,0,10172,1000.0,287,1,0,1
1,1,0,0,8399,3095.0,307,1,1,1
1,0,0,1,6643,0.0,212,1,1,1
1,1,3,1,9171,0.0,271,1,2,1
1,1,3,1,4521,0.0,143,1,0,0
0,1,1,1,4847,3776.0,230,1,0,0
1,0,0,0,3263,0.0,85,1,2,1
1,1,0,1,6541,4496.0,326,0,1,0
1,1,1,1,3078,1578.0,144,1,0,1
0,1,3,1,4012,0.0,103,1,1,1
1,1,0,1,11664,1734.0,323,0,2,0
1,0,2,1,12714,2204.0,393,1,0,1
1,1,1,0,13330,4772.0,411,1,0,1
0,1,0,1,3676,2827.0,183,1,1,1
1,1,0,1,4559,0.0,141,1,0,0
1,1,0,1,7956,4155.0,304,1,1,1
0,0,2,1,9849,0.0,205,1,2,1
1,1,0,1,6753,1000.0,229,1,2,0
0,1,0,1,9774,1224.0,305,0,0,0
1,0,3,1,5479,0.0,132,0,1,1
0,1,3,1,2481,1954.0,133,0,1,0
0,1,0,1,6200,3307.0,240,1,1,0
1,0,0,1,4704,0.0,168,0,0,0
1,1,1,0,9844,0.0,274,1,1,1
1,0,0,0,7009,2908.0,255,1,0,1
0,0,2,1,5114,1133.0,193,1,1,1
1,1,2,1,18941,7833.0,542,1,0,0
1,0,3,1,16153,0.0,417,1,0,1
1,1,1,1,6911,0.0,252,1,2,1
1,1,2,1,6260,0.0,175,1,1,1
0,1,2,0,1752,2372.0,111,1,2,1
1,0,0,0,5200,1000.0,155,1,0,1
1,0,1,1,6908,2880.0,254,1,1,1
1,1,2,1,4873,0.0,149,1,1,1
1,1,0,1,6899,0.0,187,1,1,1
1,0,1,0,5296,0.0,160,1,1,1
1,1,0,1,11809,0.0,278,1,2,1
1,0,0,1,6506,2742.0,264,1,1,0
1,1,0,1,7147,2421.0,258,1,1,1
1,1,0,1,5527,1269.0,212,1,1,1
1,1,0,1,3168,3732.0,187,1,1,1
1,0,1,1,8057,1969.0,275,1,2,1
0,0,0,1,10250,1000.0,284,1,2,1
1,0,0,1,5268,0.0,126,1,1,0
1,1,3,1,6230,0.0,158,1,1,1
0,0,1,1,3816,0.0,109,1,0,1
0,0,0,1,3252,0.0,131,1,0,1
1,0,1,1,4734,1328.0,170,1,2,0
1,0,0,1,3300,0.0,103,1,1,0
0,0,2,1,2348,0.0,96,1,1,1
0,0,0,1,3681,1205.0,137,1,2,0
0,1,0,1,7993,0.0,179,1,2,1
1,1,1,1,14184,1417.0,349,0,2,1
1,1,1,1,4355,0.0,183,1,2,0
1,1,1,1,5126,0.0,158,1,0,1
1,1,3,1,3471,0.0,122,1,2,0
1,1,0,1,5862,1518.0,205,0,0,0
1,1,0,1,8725,2367.0,312,0,2,0
0,1,0,1,4777,3011.0,203,0,2,0
1,1,0,0,13963,0.0,362,0,2,0
1,1,2,1,3768,0.0,133,1,1,1
1,1,2,1,9587,0.0,268,1,1,1
0,0,3,1,6338,0.0,189,1,2,0
1,1,0,0,6223,1000.0,227,0,2,0
0,0,2,1,5836,0.0,214,1,0,1
1,1,0,1,12168,0.0,258,1,2,1
0,1,0,1,9039,0.0,258,1,1,1
1,1,1,1,5778,2485.0,233,0,0,0
0,0,0,0,3002,1483.0,117,0,0,0
1,0,2,1,3202,2704.0,189,0,0,0
0,1,0,1,9689,0.0,219,1,0,1
0,0,0,0,8942,0.0,197,1,2,1
1,1,0,1,10398,3393.0,327,1,1,1
1,1,1,1,5034,1000.0,159,1,2,1
1,0,3,1,5099,2752.0,239,1,2,1
1,0,0,1,9127,0.0,198,1,1,0
1,1,0,1,3645,0.0,141,1,0,1
1,1,3,1,4903,1000.0,225,1,0,1
1,0,0,1,3032,1271.0,141,1,1,1
0,1,3,1,6944,0.0,200,1,1,1
1,0,3,1,4750,2106.0,180,0,1,0
1,1,2,1,9834,3320.0,326,1,1,1
0,1,2,0,2699,1106.0,136,1,0,1
1,0,3,1,8092,2710.0,250,1,2,1
1,1,0,0,4467,0.0,85,1,0,1
1,1,1,1,2655,0.0,133,1,1,1
0,1,0,1,7671,1768.0,272,1,1,1
0,0,1,1,3758,2196.0,130,1,2,1
1,0,2,0,5596,2690.0,214,1,2,1
0,0,0,1,8526,0.0,240,1,0,0
1,1,0,1,6293,0.0,194,0,2,0
1,1,0,1,3293,1520.0,161,1,2,1
1,0,0,0,6581,2240.0,177,0,2,0
1,1,0,1,13537,1164.0,353,0,1,0
0,1,1,1,5137,0.0,192,0,2,0
1,1,2,0,13979,2907.0,419,0,0,0
1,1,2,1,2854,4032.0,156,0,1,0
0,1,2,1,2808,0.0,125,1,0,0
0,1,3,1,5506,1273.0,135,0,1,1
0,0,0,1,5151,0.0,151,1,1,1
0,1,1,0,8436,2689.0,314,0,1,0
1,1,2,1,4416,0.0,132,1,1,1
0,1,0,1,5259,0.0,122,1,2,1
0,0,0,1,4996,1000.0,228,1,1,1
1,0,1,1,5205,2402.0,192,1,0,1
1,1,0,1,3931,0.0,132,1,2,0
1,0,2,1,6112,1391.0,176,1,1,1
0,0,1,0,10622,0.0,263,1,1,1
1,1,2,0,8658,0.0,253,0,2,0
1,1,0,1,2232,1753.0,152,0,0,0
1,1,3,1,7527,0.0,193,1,1,1
1,0,0,1,5363,0.0,183,1,0,1
1,1,2,1,6318,1262.0,187,1,2,1
1,1,0,1,3429,0.0,111,1,1,1
1,1,1,1,5315,0.0,174,1,2,1
1,1,0,0,3439,3735.0,183,1,0,1
1,0,0,1,8623,3299.0,280,1,2,1
0,1,3,1,10417,0.0,251,0,2,0
1,1,3,1,4523,1378.0,130,1,1,1
1,1,0,0,24865,0.0,555,1,2,1
1,1,3,1,3561,1000.0,157,1,2,1
1,1,0,1,3960,1423.0,166,1,1,1
1,0,0,1,2801,1000.0,96,1,0,0
1,0,0,1,9553,1320.0,268,1,2,1
1,1,2,1,19066,0.0,431,1,0,1
1,1,0,1,4878,0.0,130,1,1,1
0,0,0,1,6374,8963.0,359,1,0,1
0,1,0,1,3974,2502.0,154,0,2,0
0,1,0,1,6774,0.0,194,1,0,1
1,0,0,0,4251,2262.0,194,1,1,1
1,1,1,0,4090,0.0,111,1,2,1
0,0,1,1,10174,0.0,259,1,0,1
1,1,2,1,7189,0.0,132,0,2,0
0,1,2,1,8945,1798.0,301,1,0,1
1,1,1,0,10758,0.0,252,1,0,1
1,1,2,1,5008,0.0,161,1,1,1
0,1,3,1,6477,0.0,167,1,0,1
1,1,0,1,7224,2713.0,229,1,1,1
1,1,2,0,3436,0.0,84,0,1,0
0,1,0,1,13263,2385.0,317,1,0,1
1,1,2,1,7775,1350.0,269,1,2,1
0,1,0,1,8996,0.0,186,1,0,1
1,1,0,1,5459,1152.0,229,1,1,1
1,1,0,1,3028,0.0,77,1,1,1
0,1,1,1,7148,2888.0,247,1,1,1
1,1,0,1,4216,0.0,168,1,0,0
0,0,1,1,7910,0.0,213,1,2,1
1,1,0,1,2678,1000.0,76,1,0,1
0,1,1,0,6457,0.0,164,1,2,0
1,1,0,1,5294,2392.0,197,1,2,1
0,0,2,1,10386,1675.0,243,1,2,1
1,1,2,1,10138,5496.0,355,0,2,0
1,1,1,0,8530,2383.0,244,0,2,0
0,0,3,1,6141,0.0,163,1,2,1
1,1,3,1,11693,0.0,268,1,1,0
0,1,0,1,12269,1109.0,318,1,2,0
1,1,2,0,6894,1509.0,179,1,0,1
1,0,0,1,2952,0.0,128,1,1,1
0,0,0,1,7570,0.0,242,1,0,1
1,1,0,1,3550,3806.0,208,1,1,1
1,1,0,1,12493,0.0,331,1,0,1
1,1,0,1,6240,1000.0,150,1,1,1
0,1,2,0,5341,1433.0,206,1,1,0
1,1,2,1,4167,3282.0,228,1,2,1
0,1,2,1,5482,0.0,135,1,2,1
0,0,2,0,4226,0.0,131,0,2,0
0,0,0,1,5293,0.0,123,1,1,1
0,1,0,0,3889,2115.0,176,0,1,0
0,1,0,0,6065,2277.0,204,0,2,0
1,0,0,1,7803,1060.0,206,0,1,0
0,0,3,1,3918,0.0,98,1,1,1
0,1,1,1,6110,2505.0,188,1,1,1
1,0,0,1,5982,2397.0,222,1,1,1
1,0,0,1,5999,1000.0,220,0,1,0
1,1,0,1,3302,1866.0,173,1,1,1
0,1,2,1,6689,4098.0,286,1,1,1
1,1,2,1,3892,5297.0,227,1,0,0
0,1,1,1,6141,1067.0,219,1,0,1
1,0,3,1,10441,4054.0,371,1,2,1
0,0,1,0,4438,0.0,123,1,1,1
1,1,0,1,6045,0.0,166,1,1,1
1,0,0,1,3291,2322.0,152,1,2,1
1,1,0,1,5881,0.0,164,1,2,1
1,0,0,1,6035,1736.0,166,1,1,0
1,1,0,1,6007,4703.0,264,1,1,1
0,1,0,0,7564,1654.0,266,1,0,1
1,0,1,1,10948,1000.0,296,1,0,1
1,1,1,1,3113,0.0,127,1,1,1
1,0,2,0,8571,0.0,250,1,1,0
0,0,3,1,7371,3097.0,186,1,1,1
0,0,0,1,7335,0.0,180,1,0,1
0,1,0,1,5404,0.0,170,1,1,1
1,1,2,1,6778,2646.0,285,1,0,1
0,1,0,1,5373,1194.0,113,1,2,1
1,1,1,1,13078,1927.0,392,1,1,1
0,1,0,0,11445,1628.0,299,1,1,1
1,0,1,1,4588,0.0,198,1,1,0
1,1,0,1,13669,2006.0,326,1,0,1
0,1,0,1,7906,0.0,197,1,0,0
0,0,0,0,7995,0.0,183,1,1,0
