Gender,Married,Dependents,Education,ApplicantIncome,CoapplicantIncome,LoanAmount,CreditHistory,PropertyArea,Loan_Status
1,0,0,1,5113,6318.0,294,0,1,0
0,1,0,1,5145,1616.0,179,1,2,1
1,1,0,1,1909,0.0,80,1,0,1
1,1,0,0,2726,0.0,138,1,0,1
1,1,0,0,17634,1428.0,428,1,2,1
1,1,0,1,3816,0.0,146,1,2,1
1,0,1,1,6409,0.0,172,1,1,0
1,0,3,1,3212,1371.0,183,1,1,1
0,1,1,1,1563,4176.0,147,1,2,0
0,1,0,1,4084,0.0,116,1,2,1
0,1,0,1,3894,0.0,165,1,0,1
0,1,3,1,3641,0.0,111,1,0,1
0,1,0,1,4199,0.0,174,1,1,1
0,0,0,1,5075,1255.0,198,1,2,0
1,1,1,1,4125,1391.0,156,1,2,1
0,0,1,0,2363,2000.0,91,0,2,0
0,1,1,1,5670,0.0,162,1,2,0
1,1,0,1,1677,1480.0,115,1,1,1
0,1,0,1,1595,1466.0,140,1,1,1
1,0,3,1,6435,0.0,218,1,2,1
0,1,0,0,5730,1000.0,167,1,2,0
1,1,1,1,4321,1794.0,192,1,1,1
1,1,1,1,2213,5627.0,225,1,0,1
0,0,1,1,3121,2149.0,182,1,2,1
0,1,0,1,3899,0.0,140,1,1,1
1,1,0,1,2002,0.0,41,0,1,1
1,0,1,1,3073,1338.0,134,1,1,1
1,0,2,1,6162,0.0,144,0,1,0
1,0,3,1,9078,0.0,226,1,0,1
0,1,0,0,3605,1254.0,171,1,2,1
0,1,0,1,6491,1236.0,212,1,0,1
0,1,3,1,1707,1481.0,142,1,0,0
1,0,2,1,6184,5692.0,296,1,1,1
1,1,3,1,2975,8458.0,246,0,2,0
0,1,0,1,5185,2276.0,136,1,2,1
0,1,1,1,3928,0.0,132,1,2,1
0,1,1,1,8605,0.0,216,1,2,1
0,0,1,1,2872,0.0,83,1,0,1
1,1,0,1,6086,0.0,129,1,0,1
1,1,0,0,3867,0.0,108,1,1,1
1,1,1,1,4108,0.0,127,1,0,1
1,1,0,1,4056,2987.0,207,1,2,1
0,1,0,1,2913,3609.0,185,1,1,1
1,1,3,0,4415,0.0,178,1,2,1
1,0,0,1,4309,2221.0,154,1,0,1
1,0,2,1,5017,2619.0,224,1,1,0
1,1,0,1,4638,0.0,143,1,1,1
1,1,1,1,6627,1243.0,224,1,0,1
1,0,3,1,7056,3675.0,253,1,1,1
1,0,0,1,2629,0.0,129,0,1,0
0,0,0,1,6866,1000.0,214,1,1,1
0,1,0,1,2457,0.0,82,1,1,0
0,0,0,0,5966,4257.0,254,1,0,1
1,0,2,1,6062,0.0,165,1,1,1
0,0,3,1,1710,2106.0,138,1,1,0
1,1,0,1,4658,0.0,113,1,0,0
1,0,0,1,3518,1454.0,148,1,1,0
0,1,0,1,3043,0.0,120,1,0,0
1,0,1,1,8737,1542.0,256,1,1,0
1,1,0,0,3207,1000.0,167,0,0,0
0,0,1,1,2971,1284.0,154,1,1,1
0,1,1,1,4618,1658.0,175,1,2,1
0,1,1,1,6265,2881.0,238,1,1,1
0,1,0,0,4143,1950.0,179,1,2,0
1,1,1,1,7967,3219.0,283,1,1,1
1,0,0,0,5799,4489.0,210,1,1,1
1,0,0,1,1500,3770.0,147,1,2,1
1,1,2,1,3412,0.0,81,1,1,0
1,1,2,1,3357,0.0,149,1,2,1
0,1,0,1,5651,0.0,161,1,1,0
1,1,0,1,1500,3114.0,137,1,1,1
1,1,0,1,15906,0.0,390,1,2,1
1,1,0,1,5799,2453.0,225,1,0,1
1,0,0,1,4790,6312.0,243,1,1,1
0,1,0,0,8028,0.0,208,1,0,1
0,1,0,1,14354,1000.0,348,0,1,0
0,0,2,1,6873,0.0,143,1,0,1
1,1,1,1,7146,0.0,175,1,1,1
1,0,1,1,4747,4395.0,228,1,2,1
1,1,0,1,4143,0.0,129,1,2,1
0,0,3,1,3505,0.0,83,1,1,1
1,1,2,1,2942,1757.0,172,1,2,1
1,1,2,0,3154,0.0,110,1,1,1
0,0,2,1,2263,1015.0,116,1,1,1
0,1,3,1,4281,3581.0,217,1,2,1
0,1,0,1,1915,0.0,68,1,2,0
1,1,0,0,4892,0.0,159,1,2,1
0,0,1,1,4367,1000.0,148,1,0,0
1,1,2,1,4786,1611.0,155,0,1,0
1,0,2,1,3425,0.0,132,1,2,0
0,1,0,1,20711,4047.0,582,0,1,1
1,1,0,1,8778,0.0,243,1,2,1
1,1,0,1,2386,1041.0,141,1,1,1
0,1,3,1,4996,0.0,136,1,2,0
1,1,1,1,3281,0.0,75,1,0,1
0,1,0,0,2677,0.0,140,1,1,1
0,0,0,1,2275,1285.0,172,1,0,0
0,1,0,1,5519,1000.0,218,1,2,1
1,0,3,1,3163,1000.0,124,1,2,1
1,1,1,1,7214,0.0,165,1,0,1
0,1,2,1,7309,0.0,169,1,1,1
0,1,0,0,8839,0.0,184,1,1,1
1,0,1,0,2903,4078.0,186,1,0,1
0,0,0,1,5640,2981.0,262,1,1,1
0,0,1,1,6101,1964.0,207,1,0,1
1,1,0,1,3508,0.0,127,1,1,1
1,0,0,1,3023,2973.0,204,0,1,0
0,1,1,0,9944,0.0,238,1,2,1
1,1,3,1,4982,1071.0,221,1,2,1
1,0,0,1,6111,0.0,222,1,1,1
0,1,2,0,2948,2534.0,156,1,0,1
1,1,0,1,2417,0.0,83,1,2,1
0,1,0,1,3345,0.0,134,1,2,1
1,1,0,1,4179,2877.0,182,1,0,0
1,1,0,1,2612,0.0,73,0,2,1
1,1,0,1,4425,0.0,170,1,0,1
0,1,0,1,1911,4760.0,213,1,1,1
1,1,0,1,2540,1344.0,131,1,1,1
0,0,3,0,6219,1000.0,162,1,1,0
0,1,0,1,6014,0.0,139,1,2,1
0,0,2,1,3655,3628.0,198,1,1,1
1,1,0,1,2673,2328.0,137,1,0,1
1,1,1,1,2660,0.0,94,1,2,1
0,1,0,1,3689,1472.0,178,1,2,1
1,1,0,1,6138,0.0,191,0,2,0
0,1,0,0,7073,0.0,225,1,1,1
1,1,0,1,3469,0.0,94,1,0,1
0,0,0,1,2498,0.0,91,1,2,1
1,0,1,0,5084,1166.0,193,0,0,0
0,1,3,1,2946,1363.0,147,1,0,1
1,0,2,1,3431,1595.0,188,1,1,1
0,1,1,1,8626,1940.0,271,1,0,0
0,0,0,1,6724,0.0,230,0,0,0
0,1,0,1,4812,1000.0,179,0,1,0
1,1,0,1,2354,1230.0,148,1,0,1
1,1,0,1,4942,0.0,140,1,0,1
0,0,0,1,7565,4929.0,300,1,0,1
1,1,0,1,3685,1045.0,167,1,0,1
1,1,0,0,8739,2203.0,309,1,2,0
1,1,0,0,8487,4900.0,335,1,2,0
1,1,2,1,10217,0.0,252,1,1,1
0,1,2,1,5180,0.0,188,1,1,1
0,0,0,1,5965,0.0,114,1,0,1
1,1,3,1,9019,1476.0,224,1,0,1
1,1,3,1,5561,1234.0,202,0,0,0
1,0,0,1,3461,1288.0,145,1,1,1
0,1,0,1,3553,0.0,136,0,2,0
0,0,0,1,5010,0.0,151,0,1,0
1,0,3,1,2332,3870.0,188,1,1,1
1,0,2,1,4139,2684.0,166,1,0,1
1,1,0,0,7694,0.0,218,0,2,0
1,1,0,1,1500,2532.0,155,1,1,1
1,1,1,1,9578,3803.0,348,1,2,1
0,1,0,0,7794,1197.0,280,1,1,1
0,0,0,1,3533,3565.0,198,1,2,1
1,1,2,1,5835,0.0,173,1,2,1
1,1,1,1,4454,6070.0,222,1,2,1
0,0,2,1,8225,1555.0,232,1,1,1
0,1,2,1,7268,0.0,190,1,1,1
1,0,2,0,2208,0.0,120,1,0,0
0,1,0,1,5964,4728.0,248,1,2,1
0,1,1,1,4012,0.0,150,1,1,1
1,0,0,1,4635,0.0,142,1,0,1
1,0,1,1,3089,2108.0,149,1,1,1
1,1,0,1,10658,0.0,269,0,0,0
0,1,1,1,7480,2007.0,229,1,1,1
1,0,0,1,3072,0.0,100,1,1,1
0,1,0,1,2281,1434.0,81,1,1,1
0,0,0,1,3667,0.0,117,1,0,1
1,1,0,1,5526,0.0,148,1,2,1
1,1,1,1,5014,0.0,137,1,2,1
1,0,2,1,8321,1058.0,248,1,2,1
1,0,0,1,6600,3874.0,275,1,1,1
1,0,0,0,7221,0.0,200,1,2,1
0,0,0,0,5236,1923.0,218,1,1,1
0,0,0,1,2220,2669.0,162,1,0,1
0,1,0,0,4032,3828.0,199,1,0,1
0,0,3,0,7555,0.0,189,1,1,0
1,1,0,1,4333,4973.0,243,1,0,1
0,1,0,1,5718,0.0,178,1,2,0
1,1,0,1,3791,0.0,160,1,0,0
1,1,0,0,2657,1207.0,157,1,1,0
1,0,0,0,4181,4552.0,211,1,1,0
1,1,1,0,5190,0.0,151,1,1,1
1,1,0,1,3204,0.0,130,1,1,0
1,1,0,1,3952,2974.0,215,1,0,1
0,0,0,1,2780,3414.0,197,1,2,1
1,1,0,0,7782,0.0,204,1,1,1
0,1,0,1,3838,1077.0,116,1,1,1
0,0,3,1,9194,0.0,208,1,2,0
1,1,1,1,9550,0.0,247,0,2,0
0,1,1,1,4270,1949.0,182,0,2,0
1,1,0,1,2685,0.0,76,1,1,1
1,1,0,0,1567,0.0,82,1,1,0
1,1,0,0,2130,2442.0,157,1,1,1
0,0,1,1,2237,1679.0,99,1,2,0
0,1,1,1,8859,0.0,254,1,2,1
1,1,0,0,4712,1279.0,160,1,0,1
1,0,0,0,5403,1756.0,224,1,1,1
1,0,0,0,1500,0.0,66,1,2,1
1,1,2,1,2443,1311.0,99,1,1,1
1,0,1,1,6929,0.0,177,1,1,1
0,1,0,1,5132,0.0,150,1,1,1
0,0,0,1,4131,1232.0,147,1,1,1
1,0,1,1,5898,1756.0,197,0,2,0
0,0,0,1,10075,0.0,259,1,1,1
0,1,0,1,3981,0.0,125,1,0,1
1,1,0,1,4604,3433.0,209,1,0,1
1,1,1,0,4896,0.0,105,1,0,1
1,1,0,1,14706,0.0,353,0,1,1
1,0,0,1,1556,0.0,78,0,1,0
0,1,3,1,6257,1776.0,250,1,0,1
1,1,0,1,4198,0.0,110,1,2,1
1,1,0,1,5904,0.0,122,1,2,1
0,0,0,1,3201,4894.0,227,1,0,1
1,1,0,1,4339,1815.0,181,0,1,0
1,0,2,1,6346,2895.0,209,1,2,1
1,0,0,1,21087,0.0,433,0,1,0
1,1,0,1,6660,3710.0,295,1,2,1
1,1,1,0,2910,0.0,143,1,1,0
0,1,1,1,3597,0.0,59,1,2,0
0,1,1,1,3544,3329.0,176,1,2,1
1,1,0,0,1811,0.0,127,1,1,0
1,1,0,1,3770,0.0,113,1,2,1
1,1,1,1,6415,0.0,166,1,2,1
1,1,0,1,2351,0.0,89,1,1,1
1,1,2,1,7511,0.0,172,1,0,1
1,0,2,1,5675,1669.0,154,1,1,1
1,1,2,0,3080,0.0,137,1,2,1
1,1,0,1,4143,0.0,86,1,1,1
1,0,0,1,9888,0.0,253,1,0,1
1,1,2,1,6417,1180.0,224,0,0,1
1,0,0,0,4466,2439.0,151,1,2,1
0,1,0,0,3948,0.0,105,1,0,0
0,1,2,1,4620,1722.0,207,1,1,1
0,1,3,1,3443,0.0,132,1,2,0
1,1,0,1,1552,0.0,65,1,1,1
0,1,0,1,12346,0.0,326,0,0,0
1,1,0,1,4806,0.0,176,0,0,0
1,1,2,1,5426,0.0,165,1,0,1
0,0,3,1,4320,1669.0,147,1,0,1
1,1,0,1,3079,0.0,101,1,1,1
0,0,0,0,4052,1802.0,174,1,1,1
0,1,2,1,1998,0.0,85,1,0,1
1,1,0,0,13884,0.0,351,1,0,0
0,1,0,1,2398,0.0,59,1,0,1
0,0,3,1,2654,5336.0,172,1,2,1
1,0,0,1,3568,0.0,125,1,1,1
1,1,1,0,8467,1000.0,227,0,2,0
0,0,0,1,4479,0.0,123,1,2,1
1,0,0,0,2396,0.0,53,1,1,1
0,0,2,1,8326,0.0,217,1,2,0
0,1,0,0,6409,0.0,176,1,0,0
1,1,3,0,5820,0.0,182,1,2,1
1,1,1,1,6360,0.0,178,1,0,1
1,0,0,0,14723,2000.0,381,1,2,0
1,0,0,1,13260,0.0,344,0,0,0
1,1,0,1,3154,1000.0,100,1,2,1
1,1,0,0,10016,0.0,263,1,0,1
0,0,0,1,5386,2729.0,170,1,2,1
1,0,0,1,5707,2266.0,188,1,1,1
0,0,0,1,1908,0.0,57,1,1,1
1,1,1,0,4083,0.0,151,1,1,1
0,1,1,1,2961,1836.0,144,0,1,0
0,0,1,0,6727,1368.0,211,1,1,0
1,0,0,1,7597,0.0,174,1,2,1
1,0,0,1,1576,0.0,74,1,0,1
1,1,1,1,4398,1229.0,143,1,2,1
1,0,0,1,7792,0.0,215,1,1,1
0,1,0,1,4050,2382.0,153,1,2,1
0,1,2,1,6403,0.0,211,1,1,1
0,1,2,0,5300,0.0,114,1,1,1
1,0,0,1,5275,2024.0,175,1,2,1
1,0,0,1,3882,2416.0,217,1,1,0
1,1,2,1,2420,0.0,87,1,1,1
0,1,1,1,2538,1293.0,93,1,0,1
1,1,2,1,6340,2064.0,223,0,0,0
1,1,2,0,4490,2154.0,170,1,1,1
1,0,2,1,4149,0.0,112,1,2,1
1,1,0,0,3597,8027.0,255,1,1,1
1,1,0,1,3817,1000.0,215,1,0,0
0,0,1,1,7505,1000.0,213,1,1,1
0,1,1,1,3760,4396.0,164,1,1,1
1,1,2,1,2274,0.0,132,0,1,0
0,1,0,1,6449,1079.0,215,1,2,1
0,1,0,0,4014,2876.0,168,1,2,1
0,1,3,1,4517,0.0,117,1,0,1
0,1,2,0,9934,0.0,265,1,2,0
1,0,3,1,4401,0.0,131,1,1,0
1,0,2,1,5138,1000.0,124,1,2,1
1,1,1,0,2466,0.0,144,1,0,0
0,0,1,1,3984,4023.0,199,1,1,1
1,1,3,1,6031,3411.0,276,0,0,0
1,1,1,1,2043,1767.0,158,1,1,1
0,1,1,1,4916,1678.0,156,0,0,1
1,1,0,0,4676,2608.0,221,1,0,1
0,1,0,0,4539,0.0,124,1,0,0
1,0,1,1,7469,2868.0,210,1,0,1
1,0,0,1,5256,0.0,144,1,0,0
0,0,0,0,9311,1084.0,267,1,2,0
0,1,0,1,2705,0.0,92,1,0,1
1,1,0,0,4759,1136.0,160,1,1,1
1,0,0,1,4638,1584.0,203,1,0,0
1,1,0,1,2605,3674.0,178,1,2,1
1,1,3,1,7173,0.0,172,0,2,0
0,1,0,1,14219,0.0,351,0,0,0
0,1,0,1,4409,2244.0,188,1,1,0
1,0,0,0,5724,0.0,101,1,0,1
0,1,1,0,4639,2129.0,196,1,2,1
1,1,0,1,3112,0.0,122,1,1,0
1,1,2,1,1789,1930.0,124,1,0,1
1,1,1,1,3124,0.0,134,1,1,0
0,1,2,1,2217,2139.0,120,1,0,1
1,1,0,1,10425,1241.0,291,1,1,1
1,0,1,0,4198,0.0,94,0,1,0
1,1,0,1,3740,0.0,134,0,1,0
1,1,3,1,6936,0.0,237,1,1,1
0,1,1,1,2537,4089.0,157,1,0,0
1,0,0,1,3030,1000.0,111,1,0,1
1,0,0,0,4601,1649.0,157,0,0,0
0,0,0,1,7438,2178.0,245,1,2,1
0,1,1,1,5714,0.0,137,1,0,1
0,1,0,1,5034,0.0,161,0,1,1
0,0,1,0,4624,0.0,163,1,1,1
0,1,0,0,5432,0.0,171,1,0,1
1,1,1,1,4918,2242.0,148,1,1,1
0,1,2,1,2657,1814.0,164,1,1,1
0,1,2,1,4550,0.0,164,1,1,1
1,1,2,1,2599,2583.0,174,1,1,1
0,1,0,1,4631,5618.0,264,1,1,1
1,0,0,1,3497,0.0,125,1,1,1
0,1,1,1,15830,0.0,392,1,1,1
0,1,0,0,4359,0.0,185,0,1,0
1,1,0,1,2203,1795.0,106,1,0,1
1,1,0,1,4158,2193.0,203,1,1,1
1,1,0,0,5765,1573.0,194,1,0,1
1,0,0,0,10266,0.0,252,1,0,1
1,1,2,1,3311,0.0,77,1,1,0
0,0,0,1,2015,1411.0,111,0,2,0
0,0,1,1,6690,1166.0,182,0,2,0
1,1,0,0,2229,1526.0,113,1,0,1
1,1,1,1,3575,2299.0,140,1,1,0
1,0,0,1,3909,0.0,116,1,1,1
1,1,3,0,4294,3334.0,192,1,0,1
0,1,3,1,6276,1485.0,207,1,2,1
1,0,0,1,3159,0.0,72,1,2,1
0,1,3,1,3878,3559.0,162,1,2,1
1,1,3,0,4415,0.0,147,0,0,1
1,1,2,0,4792,0.0,125,1,0,1
1,0,2,1,4669,0.0,170,1,2,1
1,1,0,0,5530,0.0,166,0,1,0
1,1,1,1,6781,0.0,200,1,2,1
0,1,0,0,5411,0.0,193,0,0,0
1,0,0,1,5579,3123.0,216,0,1,0
1,1,3,0,2016,2937.0,134,1,1,1
1,0,0,1,4560,0.0,162,1,0,0
0,1,2,1,5651,0.0,175,1,1,1
1,0,2,0,6402,1218.0,197,1,1,0
0,1,2,1,3145,0.0,147,1,0,0
0,1,3,0,3198,0.0,108,1,0,0
1,0,0,1,3337,1693.0,151,1,1,1
0,0,0,1,5815,1608.0,198,0,1,0
0,0,0,1,7457,1924.0,214,1,2,1
1,1,0,1,3627,1527.0,155,1,1,1
1,1,0,1,7002,0.0,224,1,0,1
1,1,0,0,4730,1576.0,187,0,2,0
1,1,2,0,4179,0.0,134,0,2,0
1,1,1,1,4001,0.0,125,1,0,1
0,1,0,1,6459,0.0,187,1,2,1
0,1,1,1,5233,2083.0,215,1,0,1
1,1,0,1,13875,0.0,342,1,0,1
1,1,0,1,2904,1642.0,132,1,0,1
1,1,2,1,5762,6643.0,306,1,0,1
1,0,1,1,3413,1661.0,163,1,2,0
0,1,2,1,2879,2480.0,132,1,2,1
1,1,0,1,4422,2764.0,197,1,2,1
0,1,2,0,4763,1096.0,113,1,2,0
1,0,1,1,19131,0.0,444,1,1,1
1,1,1,1,4055,1000.0,167,1,2,1
1,1,1,1,2527,1174.0,142,1,2,0
0,1,2,1,5097,1000.0,162,1,2,0
0,0,1,1,1576,2770.0,144,1,2,1
0,1,1,1,4247,6853.0,307,1,2,1
1,1,3,1,4482,2183.0,218,1,0,1
1,1,2,1,6616,1000.0,201,1,2,1
0,1,0,1,7235,1358.0,225,1,2,1
0,1,1,1,3457,0.0,146,0,2,0
1,1,0,1,4124,1085.0,116,1,0,0
0,0,0,1,3031,3347.0,169,1,1,0
1,1,1,1,2529,3249.0,198,1,2,1
1,1,3,1,5192,1000.0,198,1,0,1
0,0,3,1,2352,0.0,106,1,1,1
0,0,0,1,3614,4994.0,184,1,0,1
1,0,0,1,2703,6257.0,227,0,1,1
0,1,0,1,5853,11149.0,375,1,1,1
0,1,3,1,10945,0.0,277,1,1,1
1,1,3,1,2319,10878.0,293,1,1,1
1,1,1,1,1760,1615.0,91,1,1,1
1,1,2,1,4177,0.0,81,1,0,1
1,0,1,1,4482,0.0,170,1,0,1
0,0,1,1,4960,0.0,139,1,0,1
0,1,0,1,3557,2538.0,175,1,0,0
1,0,0,1,4022,0.0,130,1,1,1
1,0,1,0,5344,0.0,130,1,2,1
1,1,1,1,7481,4321.0,254,1,0,1
1,1,0,1,1673,0.0,58,0,0,0
0,1,3,1,3697,0.0,105,0,2,0
1,1,0,1,4948,2657.0,211,1,1,1
0,1,0,1,2810,4033.0,166,1,2,1
1,1,1,1,10567,1000.0,325,1,2,1
0,1,1,0,3236,0.0,140,1,1,0
0,1,1,1,4356,1701.0,191,1,0,1
0,0,0,1,5872,2208.0,208,1,1,1
1,1,0,0,3308,0.0,154,1,0,1
1,1,1,1,1766,0.0,79,1,0,0
1,1,1,1,3589,0.0,120,1,0,1
1,1,0,1,7440,0.0,203,1,2,1
0,1,1,0,3757,1437.0,171,1,1,0
0,0,0,1,2912,4439.0,212,1,0,1
1,1,1,1,7064,0.0,179,1,1,1
0,0,2,1,3769,0.0,112,1,1,1
1,0,0,1,3445,0.0,134,1,1,1
0,0,0,1,4792,1000.0,183,1,0,1
1,1,2,1,6537,0.0,170,1,1,1
0,0,1,1,14630,2523.0,353,1,2,1
1,1,1,1,6725,0.0,179,0,0,0
1,0,2,1,7941,3895.0,302,1,0,1
1,1,2,1,3453,1914.0,202,1,0,1
0,0,3,0,2662,0.0,73,1,0,0
1,1,0,0,4587,1690.0,164,0,1,0
1,1,0,0,4691,3177.0,197,1,2,1
1,1,0,0,2593,0.0,135,1,2,0
1,0,0,1,4073,2443.0,179,1,0,1
1,1,1,1,5429,0.0,135,0,1,1
1,1,0,1,5325,1759.0,205,1,1,1
1,1,3,1,5722,0.0,154,1,1,1
1,0,1,1,5143,1631.0,154,1,1,1
1,0,1,0,3451,2000.0,136,1,0,1
0,1,0,1,3439,1694.0,196,1,1,0
0,1,0,1,2441,1518.0,138,0,1,0
1,1,0,1,10855,1321.0,296,1,2,0
1,1,0,1,4477,0.0,133,1,2,0
1,1,0,1,3974,4386.0,224,1,0,1
1,0,1,1,2795,4034.0,193,1,0,1
0,1,3,1,19299,1000.0,463,1,2,1
0,0,3,1,2600,4330.0,191,0,1,0
1,1,1,0,3588,1650.0,176,1,2,1
0,1,0,1,5474,2865.0,217,0,0,0
1,1,2,0,6003,1160.0,168,1,1,0
0,0,3,1,7179,0.0,178,1,1,0
1,0,0,1,10979,0.0,220,1,2,1
1,0,2,1,5727,0.0,215,1,0,1
1,0,0,1,2622,2878.0,181,1,0,1
1,0,2,1,3910,0.0,107,0,1,0
0,1,3,1,5187,0.0,146,1,2,1
1,0,0,1,12507,4519.0,374,1,2,1
1,0,3,1,2210,0.0,132,1,2,0
0,1,1,0,8113,3326.0,243,1,2,0
1,1,3,1,4865,0.0,150,1,0,1
1,1,0,1,6760,0.0,182,1,0,1
1,0,2,0,4225,4901.0,253,1,0,1
1,1,0,1,2918,1684.0,139,1,1,1
1,0,0,0,6473,1000.0,155,1,2,1
1,0,0,1,6168,0.0,167,1,2,1
1,1,3,1,7230,1000.0,190,1,0,1
1,0,2,1,4417,0.0,140,1,1,1
0,1,2,0,3294,0.0,151,1,2,1
0,1,3,0,2039,0.0,47,1,1,1
0,0,0,0,6698,0.0,163,1,0,0
1,1,0,1,5496,0.0,146,1,1,0
1,0,0,1,2743,0.0,95,1,1,1
0,1,0,1,3397,2008.0,176,1,1,1
1,1,0,1,3521,0.0,116,1,1,1
0,1,0,1,2118,0.0,102,1,0,0
1,1,0,1,2954,0.0,93,1,2,1
1,0,0,1,2522,1000.0,126,0,1,0
1,1,0,1,3618,0.0,141,1,1,1
1,0,0,1,3073,7041.0,233,1,2,0
1,1,3,1,1971,1949.0,147,0,0,0
0,1,2,0,12225,0.0,295,1,0,1
0,0,3,1,8318,2110.0,284,1,2,0
1,1,0,0,3012,0.0,105,1,0,1
1,0,0,1,5095,1368.0,188,1,2,1
1,1,2,1,5479,0.0,158,1,0,1
1,1,0,1,8067,0.0,208,0,0,0
1,1,0,1,2953,0.0,115,1,1,1
1,1,0,0,7677,1428.0,245,1,0,1
1,0,0,1,3381,0.0,86,1,2,1
1,0,0,1,2280,0.0,131,1,1,0
0,0,0,1,6387,1590.0,163,1,2,1
1,0,1,1,8479,1567.0,233,1,2,1
0,0,0,1,16219,3942.0,450,1,0,0
1,1,0,1,2440,0.0,109,1,2,1
1,1,2,1,6307,2941.0,274,1,1,1
0,1,0,0,3623,1349.0,102,0,1,1
1,0,0,1,6579,0.0,168,1,2,0
1,1,2,1,2131,2096.0,81,0,1,1
0,1,0,1,2365,0.0,98,1,1,1
0,0,0,1,3017,1104.0,139,1,1,0
1,1,0,1,4626,0.0,182,1,0,1
1,1,0,1,3227,2103.0,159,0,0,0
1,0,1,1,6182,0.0,199,1,1,1
1,1,2,0,7431,1144.0,236,1,0,1
1,1,0,1,6001,0.0,159,1,0,1
1,0,1,0,9990,1912.0,252,1,0,0
1,1,0,0,5474,6207.0,290,1,1,0
1,1,0,1,2420,0.0,61,1,1,1
1,1,1,1,8792,1206.0,282,1,2,1
0,1,0,1,3285,2281.0,157,1,1,1
0,1,0,1,7010,0.0,220,1,1,1
1,1,0,1,9768,0.0,233,1,1,1
1,1,0,1,5587,2830.0,225,1,1,0
1,0,0,1,2104,0.0,97,1,1,1
0,1,2,1,2809,0.0,105,1,2,1
0,1,0,1,8615,0.0,211,1,2,1
0,1,0,1,4086,0.0,141,0,2,0
0,0,0,1,4627,0.0,119,1,2,1
1,1,1,0,6499,0.0,149,1,1,1
0,0,1,1,6299,2431.0,255,1,1,1
1,0,1,1,5112,1210.0,194,1,2,1
1,0,2,1,4006,0.0,131,1,2,1
0,0,2,0,3803,6951.0,306,0,2,0
1,1,0,1,6829,1958.0,219,1,2,1
1,1,0,1,5865,1477.0,229,1,2,0
0,0,2,1,3910,0.0,132,1,1,1
1,1,3,0,7639,0.0,177,1,2,1
1,1,3,1,4169,4301.0,265,1,2,0
1,1,0,1,2904,2813.0,189,1,2,1
0,0,0,1,3042,2123.0,150,1,1,1
1,1,0,1,2726,4908.0,220,1,2,1
1,1,2,1,3880,0.0,117,1,2,1
0,1,0,1,8240,3709.0,309,1,0,1
1,0,0,0,2973,0.0,49,1,1,1
1,0,2,0,4886,0.0,122,1,1,0
1,1,0,1,3202,1866.0,175,1,2,1
0,1,2,1,3904,0.0,121,0,1,0
1,1,0,0,2090,1593.0,128,1,0,0
0,1,0,1,3982,4477.0,185,1,1,1
0,0,0,1,4036,0.0,176,1,1,0
0,1,2,0,5826,1281.0,221,0,0,0
0,1,0,1,4972,7133.0,287,1,1,1
