Gender,Married,Dependents,Education,ApplicantIncome,CoapplicantIncome,LoanAmount,CreditHistory,PropertyArea,Loan_Status
0,1,0,0,6651,2428.0,266,1,0,1
1,1,0,1,3589,3922.0,183,1,2,1
0,1,0,1,3198,1015.0,127,1,1,0
0,1,0,1,4447,0.0,155,1,0,1
1,0,0,1,3327,0.0,120,1,2,1
1,1,1,1,7234,1000.0,237,1,2,0
1,1,0,0,9771,1437.0,245,1,0,1
1,1,1,0,3134,0.0,128,1,1,1
1,1,2,0,6271,1109.0,183,1,0,1
1,0,2,1,8476,0.0,202,0,2,0
0,0,0,0,6027,0.0,172,1,2,1
1,1,2,0,7005,0.0,172,0,0,0
1,1,3,1,6825,1165.0,211,1,2,0
1,0,3,1,10666,1011.0,280,1,0,1
1,0,3,0,3321,0.0,106,0,0,0
1,0,0,1,8952,3124.0,292,1,0,0
1,1,0,1,1500,0.0,43,0,2,0
1,1,1,1,3628,1749.0,115,1,0,1
0,0,3,1,4393,0.0,164,1,0,1
0,1,3,1,6000,1215.0,196,0,0,0
0,0,0,1,6358,2481.0,206,0,2,0
0,0,0,1,3170,0.0,81,1,2,1
1,1,0,1,5302,1324.0,135,1,2,1
1,1,0,0,4480,0.0,180,1,1,1
0,0,3,0,2846,0.0,90,0,0,0
0,0,0,1,9534,1178.0,278,0,1,0
0,1,3,1,7088,2576.0,180,1,1,0
1,1,0,1,4342,2974.0,217,0,2,0
1,0,1,1,3508,4721.0,223,0,1,0
1,1,1,1,5503,1000.0,125,1,0,1
0,1,0,1,6744,0.0,178,1,2,0
0,1,1,1,10208,1481.0,266,1,2,1
0,1,0,0,13722,0.0,335,1,1,1
1,1,3,1,9321,1000.0,310,0,1,0
1,1,0,1,2788,2268.0,117,1,0,1
1,0,1,1,10810,0.0,281,0,1,0
1,1,0,1,2967,0.0,105,1,1,1
1,1,1,1,6492,0.0,214,1,0,1
1,0,0,1,4780,0.0,121,0,0,0
1,1,2,1,5680,0.0,149,1,0,1
0,1,1,1,7026,1963.0,225,1,0,0
1,0,0,1,3128,0.0,109,0,1,0
1,0,1,1,8285,0.0,201,0,0,0
1,1,0,1,9959,0.0,248,0,1,0
1,1,3,0,4892,0.0,163,1,2,1
1,0,3,0,7535,2363.0,266,0,1,0
0,1,0,1,4260,0.0,139,0,0,0
0,1,1,1,3987,2229.0,192,1,2,1
1,0,3,1,5876,1808.0,224,1,1,0
1,0,0,0,5333,5684.0,243,0,0,1
1,1,2,1,21605,1447.0,519,0,2,0
1,1,2,1,2036,3874.0,180,0,2,0
0,0,0,0,13561,0.0,304,1,2,1
0,1,0,1,7435,2626.0,265,1,2,1
0,1,0,1,16645,1000.0,375,0,1,0
1,1,0,1,5902,0.0,184,0,2,0
0,1,0,0,6675,0.0,226,1,0,1
1,0,1,1,5702,2036.0,204,1,1,1
1,1,3,1,4033,0.0,98,1,1,1
1,1,1,1,5097,0.0,124,0,2,0
0,0,1,1,4394,0.0,130,0,0,0
1,1,1,1,3767,1185.0,191,0,1,0
1,1,0,1,3052,0.0,98,1,0,1
1,1,0,0,3944,1285.0,152,1,1,0
1,0,0,1,7193,1916.0,207,0,2,0
0,0,0,1,3893,1349.0,130,1,2,1
1,0,1,1,6687,1000.0,195,0,1,0
1,0,2,1,3948,2213.0,177,1,0,1
1,0,0,0,3300,2100.0,201,0,2,0
0,1,0,0,5240,3144.0,247,0,0,0
0,1,0,1,9424,0.0,242,0,2,0
1,0,1,1,9483,7151.0,379,1,1,1
1,1,3,1,1500,0.0,113,0,0,0
1,1,2,1,6600,0.0,162,0,2,0
0,1,0,0,4542,0.0,141,1,2,0
0,1,1,1,9071,0.0,234,1,1,0
1,1,0,1,8848,1071.0,256,1,2,1
1,1,2,1,12376,3265.0,427,0,2,0
1,0,1,1,1745,0.0,30,1,1,0
0,1,0,1,6919,2736.0,258,1,2,1
0,1,0,1,9009,1322.0,304,1,2,0
1,1,0,1,7269,0.0,166,1,0,1
0,1,1,1,2960,1000.0,138,1,1,1
1,1,1,1,6678,2075.0,158,1,2,1
0,0,3,1,5199,1000.0,128,0,2,0
0,1,0,1,7443,2379.0,225,0,2,0
0,1,0,1,9181,0.0,220,0,1,0
0,0,0,1,4283,0.0,147,0,0,0
1,1,0,1,3345,1219.0,182,0,0,0
0,1,0,0,6470,0.0,146,1,0,1
0,1,1,0,6848,0.0,151,1,1,1
1,0,0,0,4817,0.0,115,0,2,0
1,1,3,1,3639,0.0,109,1,2,1
1,0,0,1,8226,1143.0,233,1,1,1
1,1,0,1,12037,2158.0,301,1,2,1
1,0,0,0,6948,1405.0,191,1,2,0
1,0,2,0,6437,1857.0,190,1,1,1
0,1,2,1,8003,2060.0,231,0,1,0
1,1,0,0,7490,0.0,203,0,1,0
0,1,0,1,4431,2427.0,173,1,1,0
1,1,0,1,2717,0.0,99,1,2,1
0,1,0,0,6289,2274.0,207,1,2,0
0,1,0,1,4293,1312.0,132,0,0,0
1,1,1,1,7121,1742.0,252,0,0,0
1,1,0,1,9570,1928.0,290,1,0,1
0,1,3,1,5705,3054.0,207,0,2,0
1,1,3,0,5565,1151.0,163,0,0,0
1,1,3,1,17726,3486.0,460,1,1,1
0,0,0,1,2152,0.0,121,0,0,0
1,1,0,1,9930,1823.0,297,1,0,1
0,0,0,0,3015,0.0,128,1,0,1
0,1,0,1,7806,2489.0,291,1,0,1
1,1,0,1,5419,1340.0,152,0,1,1
1,1,0,0,3980,2956.0,214,0,1,0
0,0,1,1,2679,1640.0,157,0,0,0
0,1,3,1,13177,1520.0,303,0,1,0
1,0,0,1,4450,2083.0,160,0,1,0
1,1,1,1,4332,2781.0,207,0,1,0
0,1,0,1,3815,0.0,112,0,1,0
1,1,0,1,8482,0.0,220,1,2,1
1,1,0,1,5820,0.0,190,1,1,1
1,1,0,1,10959,1335.0,283,0,1,0
1,1,0,1,4609,2191.0,210,1,0,1
1,1,0,0,10209,1593.0,267,1,2,1
0,1,3,1,4433,3035.0,189,1,2,1
0,1,0,1,9542,0.0,264,1,1,1
1,1,0,1,7345,0.0,202,0,1,0
1,1,1,1,2698,1962.0,146,1,2,1
1,1,2,1,12625,0.0,286,1,0,1
0,1,0,1,9826,2022.0,291,1,2,1
1,1,0,0,4982,4166.0,250,1,2,0
0,1,1,1,13074,3031.0,365,0,1,0
1,1,0,1,5695,0.0,184,1,2,1
1,1,0,1,7532,1370.0,230,1,0,1
0,1,0,1,11162,0.0,198,1,0,0
1,0,0,1,3803,1677.0,194,1,2,0
0,1,2,1,13057,0.0,322,0,0,0
1,1,0,1,7975,1646.0,216,0,2,1
0,0,0,1,8140,5506.0,286,1,2,1
0,1,0,1,8769,0.0,198,1,2,0
1,1,2,1,4839,0.0,118,1,2,1
1,1,0,1,4283,0.0,106,1,0,1
1,1,2,1,6081,2231.0,211,0,1,1
1,1,3,0,6707,0.0,201,1,2,1
1,1,3,1,5386,0.0,164,1,2,1
1,0,0,1,9321,0.0,206,1,2,0
1,1,0,1,4885,0.0,196,1,0,1
1,0,1,1,7129,0.0,145,1,2,1
1,1,0,1,18041,4075.0,494,0,0,0
0,1,0,1,5652,0.0,133,0,2,0
0,0,1,0,7040,1408.0,217,0,0,0
1,1,0,1,3883,3355.0,175,1,2,0
0,1,0,1,2402,0.0,138,1,0,1
1,1,0,1,4383,0.0,123,0,2,0
1,1,2,1,4439,3671.0,245,1,1,0
1,1,2,1,4503,0.0,91,1,2,1
1,0,2,1,4378,0.0,104,1,1,1
1,0,3,0,15155,2927.0,423,1,1,1
0,1,3,0,7693,2164.0,208,0,1,0
1,0,0,1,5147,0.0,155,0,2,0
0,1,2,1,7222,1430.0,254,1,1,1
0,0,0,1,8599,2518.0,245,1,0,1
0,0,1,0,3869,3422.0,194,1,2,0
0,1,0,0,14157,0.0,322,1,1,1
1,1,1,1,4140,0.0,110,1,1,0
1,1,2,1,4169,2395.0,160,1,0,0
0,1,3,0,6182,1962.0,195,1,1,1
0,0,1,0,4774,3030.0,201,0,2,0
1,1,2,1,4672,0.0,153,0,2,0
1,0,2,1,5769,2068.0,171,1,0,1
1,0,1,1,7164,1395.0,219,1,2,0
1,1,0,1,2555,4068.0,129,1,0,1
1,1,0,0,1926,4330.0,172,1,2,1
1,1,2,1,2156,1086.0,108,1,0,1
0,1,3,1,8783,1876.0,245,0,2,0
1,1,0,1,7246,0.0,184,1,2,1
0,1,2,1,4114,4094.0,209,1,0,1
0,0,0,1,5010,1918.0,186,0,0,0
1,0,0,1,6622,0.0,163,0,2,0
0,0,3,0,5242,1000.0,179,0,2,0
1,1,3,0,6241,0.0,158,1,0,1
1,0,1,1,5057,0.0,141,1,2,0
1,0,0,0,5790,2297.0,185,0,1,0
0,1,1,1,4964,0.0,130,0,0,0
1,1,0,1,3796,2952.0,177,1,0,1
1,0,0,1,3566,0.0,109,1,2,1
0,1,0,1,7194,1821.0,255,1,1,1
1,1,2,0,10849,0.0,275,0,1,1
0,0,0,1,8823,0.0,219,1,0,0
1,1,2,1,6952,1562.0,252,0,2,1
1,1,0,0,14867,2045.0,416,1,2,1
1,1,1,1,4522,2887.0,164,0,0,1
0,1,0,0,5709,0.0,157,0,2,0
1,1,0,0,5795,1776.0,176,0,1,0
0,0,0,0,21332,0.0,496,1,1,1
0,1,3,0,8226,1458.0,248,1,1,1
1,0,0,1,4933,0.0,142,1,0,1
1,1,0,1,4130,1184.0,181,1,1,1
1,1,0,0,2914,0.0,104,1,2,1
0,0,0,0,4554,2379.0,146,0,1,0
1,1,1,1,4104,1379.0,173,1,0,0
0,1,0,1,11156,0.0,260,1,0,1
1,1,3,1,8408,0.0,212,0,0,1
1,1,0,1,2487,0.0,108,1,2,1
0,1,2,1,5110,2276.0,186,1,0,1
0,1,0,1,4607,2136.0,156,0,2,1
0,1,3,1,5027,1095.0,155,1,1,1
1,0,0,1,7604,0.0,209,1,1,0
0,1,0,1,6777,0.0,144,1,2,1
1,0,0,1,11242,1589.0,314,0,0,0
0,0,3,0,2798,0.0,91,0,0,0
1,0,0,1,11797,0.0,253,0,2,0
1,0,0,1,15097,1369.0,389,1,1,1
1,0,0,1,3104,2659.0,143,0,2,0
1,0,1,1,6274,0.0,172,1,2,1
1,0,0,1,6424,1668.0,203,1,0,1
1,1,0,1,9825,2100.0,263,0,1,1
0,1,3,1,10173,0.0,258,1,2,1
1,0,3,1,9054,1050.0,223,0,2,1
0,1,0,1,8601,1816.0,231,1,2,0
1,1,0,1,3474,0.0,135,1,1,1
0,0,0,0,4806,2122.0,153,1,1,0
1,0,2,0,5085,0.0,131,0,1,0
1,0,0,1,4280,0.0,132,1,2,0
1,1,3,0,3281,0.0,104,0,2,1
1,1,3,1,3323,2893.0,173,1,2,1
1,0,0,1,12078,2928.0,337,0,2,0
0,1,1,0,7400,0.0,233,1,1,0
0,1,0,1,4027,0.0,105,0,2,0
0,1,0,1,5929,1855.0,187,1,1,0
1,1,0,1,13440,0.0,324,0,1,0
1,1,0,1,9113,0.0,207,0,1,0
0,0,3,1,8755,0.0,216,1,1,1
1,1,2,1,4701,0.0,211,1,1,0
1,1,0,1,7689,2359.0,232,0,1,0
0,0,0,1,18103,0.0,408,0,2,0
0,0,3,1,7866,1605.0,247,0,2,0
1,1,0,1,4053,0.0,132,0,2,0
1,0,0,1,4303,2352.0,163,0,1,0
1,0,2,1,5629,1344.0,183,0,0,0
1,0,0,1,6886,1000.0,171,0,2,0
1,1,0,1,7568,1980.0,221,0,2,0
1,1,2,0,10827,3666.0,358,0,1,0
1,1,1,1,8077,0.0,195,1,0,1
0,1,0,1,5892,1305.0,183,0,2,0
1,0,3,1,9466,2102.0,245,1,1,1
1,1,0,1,9585,2115.0,297,0,0,1
0,1,0,1,4429,2072.0,222,1,1,1
0,0,0,1,5711,0.0,200,1,2,0
1,1,0,1,10605,1598.0,253,0,1,0
1,1,3,1,7587,7437.0,368,1,1,1
0,0,0,1,11495,1835.0,331,1,2,0
1,1,3,1,5858,1190.0,189,1,0,1
1,1,0,1,5116,0.0,118,1,1,1
0,1,2,1,3429,1000.0,140,1,1,1
0,1,0,1,4670,1747.0,188,1,0,1
0,0,3,1,7147,2036.0,220,0,1,0
0,0,0,1,7984,0.0,185,0,2,0
1,0,0,1,16273,1569.0,388,0,0,0
1,1,1,1,6212,3053.0,237,1,2,1
1,1,3,1,2770,2400.0,135,0,1,0
1,1,0,0,4030,1000.0,153,0,0,0
1,1,2,1,5292,0.0,162,1,1,1
1,0,0,1,5567,2290.0,251,1,1,1
1,1,2,1,3156,0.0,115,1,0,0
1,0,0,1,3307,0.0,116,0,1,0
1,1,0,1,5422,2033.0,172,0,1,0
1,1,3,0,6534,1000.0,181,1,1,1
0,0,0,1,12545,2578.0,372,1,2,1
0,1,0,0,2796,0.0,105,1,2,0
1,1,0,1,6487,0.0,199,1,1,1
1,0,1,1,3815,0.0,114,1,1,0
0,1,0,1,4395,3733.0,216,0,2,0
0,0,0,1,6206,0.0,161,0,1,0
1,1,3,1,5891,0.0,153,0,0,0
1,1,0,1,10829,0.0,255,1,0,1
1,1,0,0,4706,0.0,165,1,0,1
1,1,0,1,3362,2187.0,156,0,1,0
1,1,0,1,2722,4330.0,153,1,2,0
1,0,0,1,4059,0.0,170,1,1,1
0,1,0,1,5393,1000.0,192,0,2,0
0,1,0,1,2907,0.0,77,1,2,1
0,0,0,0,6085,0.0,197,1,0,0
1,0,0,1,5102,0.0,177,0,2,0
1,1,0,1,6619,0.0,222,1,1,1
0,0,0,1,18148,0.0,408,0,1,0
1,1,0,1,5808,1527.0,179,0,2,0
1,1,0,1,5711,0.0,122,0,1,0
1,0,2,1,15648,2579.0,474,1,2,1
0,1,0,1,4480,2812.0,227,0,0,0
0,1,0,0,6532,4979.0,283,1,0,0
1,1,0,1,5494,0.0,150,1,1,1
1,1,1,0,4137,6388.0,262,0,2,0
1,1,0,1,8301,1651.0,230,0,2,0
0,1,0,1,8203,0.0,195,1,2,0
0,1,2,1,7047,1592.0,137,0,1,0
1,1,0,1,14284,0.0,305,1,1,1
1,1,0,1,3599,2406.0,194,1,2,1
0,0,0,1,6750,2395.0,223,1,1,1
1,1,0,1,6792,1567.0,199,1,0,1
1,1,1,1,7871,2086.0,231,1,2,1
1,0,2,1,7703,1000.0,246,1,2,1
1,1,1,0,1500,2499.0,152,1,2,1
1,1,0,1,4751,2987.0,210,1,1,1
1,1,1,1,5445,0.0,107,0,2,1
0,1,0,0,6016,1237.0,207,1,1,1
0,0,0,1,4629,0.0,131,1,2,0
1,1,0,1,9155,1948.0,273,1,2,1
0,1,0,0,4816,5038.0,258,0,1,0
0,1,2,1,6849,0.0,199,0,0,0
1,1,1,0,9604,2745.0,316,1,1,1
0,0,1,1,3877,1748.0,143,0,0,1
1,0,0,0,6531,0.0,197,0,2,0
1,1,3,1,4274,3484.0,247,1,0,1
1,0,2,0,3091,1000.0,116,0,2,0
1,1,0,0,12675,1961.0,346,1,2,0
1,1,0,1,6675,0.0,218,1,1,1
1,0,3,1,3778,1000.0,134,0,2,0
0,1,0,1,5713,0.0,175,0,0,0
0,0,2,1,8682,1001.0,198,1,2,1
1,1,0,1,4504,2420.0,243,0,2,0
1,1,0,1,5122,1144.0,124,1,2,1
1,1,2,1,3858,1786.0,204,0,0,0
1,1,0,0,12486,0.0,319,0,2,0
1,1,0,1,7833,0.0,228,1,0,1
0,0,1,1,6082,1809.0,187,1,2,0
0,1,1,0,4554,2465.0,158,1,1,0
0,0,2,1,4978,1268.0,179,1,2,0
1,1,0,1,5165,0.0,153,1,2,1
0,0,1,0,6062,0.0,182,1,0,0
0,0,1,1,10939,2207.0,332,1,2,1
1,1,0,1,2758,1522.0,175,0,2,0
0,0,1,1,4678,0.0,123,0,2,0
1,0,0,1,1788,0.0,66,0,2,0
0,0,0,1,7115,0.0,167,0,0,0
1,1,3,1,11584,0.0,255,1,2,1
1,0,0,1,3815,0.0,143,0,0,0
1,1,0,0,7579,1000.0,200,0,1,0
1,0,0,0,7029,0.0,148,1,0,1
0,0,1,1,4880,0.0,101,0,2,0
1,1,3,1,9043,0.0,223,0,1,0
0,0,1,1,4797,1866.0,158,1,0,0
1,0,0,1,4877,1000.0,160,0,2,0
0,1,2,1,4691,0.0,172,1,0,1
0,1,2,1,7896,0.0,200,1,2,1
1,1,1,1,7520,2643.0,240,0,0,1
0,1,1,1,3651,0.0,88,0,0,0
0,1,2,1,10856,1998.0,301,0,2,0
0,1,0,0,8076,1000.0,202,1,0,0
1,0,0,1,18517,3716.0,481,1,2,1
1,1,1,1,7520,0.0,176,1,2,0
0,1,0,1,6714,0.0,151,0,0,0
0,0,0,1,4987,4308.0,262,1,1,0
0,1,0,1,4505,2043.0,195,0,2,0
1,0,2,0,7131,5598.0,337,0,2,0
1,0,0,1,3878,2083.0,171,1,2,1
1,1,0,1,9439,1000.0,281,0,1,0
0,1,2,0,9790,1130.0,278,1,0,1
1,1,1,1,4085,6042.0,234,0,2,1
1,1,0,1,8365,0.0,204,1,0,0
0,1,0,1,6780,0.0,175,1,2,1
0,0,0,1,2111,0.0,101,0,1,0
1,1,1,1,3900,2046.0,137,0,1,0
1,0,0,1,6449,0.0,151,0,2,0
1,1,0,0,8989,2520.0,297,0,2,0
1,1,3,1,7190,2272.0,255,0,2,0
0,1,0,1,6945,1309.0,220,1,1,1
1,1,0,1,2682,1000.0,137,0,2,0
0,1,0,1,9838,0.0,246,1,2,1
1,0,2,1,4328,2194.0,179,0,1,0
1,0,0,0,9431,0.0,210,0,2,0
1,1,0,1,6055,2749.0,245,0,2,0
0,0,0,1,16285,4167.0,416,0,1,0
1,0,2,1,4415,0.0,185,1,1,1
0,0,0,1,6327,0.0,193,1,0,0
0,1,0,1,3973,0.0,132,1,2,1
1,1,2,1,6099,0.0,154,1,1,1
0,1,1,1,8140,3245.0,296,1,0,1
0,1,2,1,4724,1834.0,201,0,1,0
1,1,0,1,4978,0.0,117,1,0,0
1,0,0,1,4847,0.0,162,1,0,1
0,1,0,1,3913,0.0,126,1,2,1
1,0,0,1,3480,0.0,122,1,1,0
0,0,2,1,4658,0.0,120,0,2,0
1,0,2,1,6610,1451.0,214,0,0,1
0,0,0,1,4973,3410.0,202,1,0,1
1,1,0,1,5464,0.0,147,0,1,1
1,1,0,1,4666,0.0,102,0,1,0
0,1,0,1,3528,0.0,141,0,2,0
0,1,3,1,5898,5656.0,294,1,0,1
1,1,0,1,6918,0.0,221,0,1,0
0,0,0,0,4874,1811.0,242,1,1,0
1,0,3,1,2804,1514.0,146,0,1,0
1,1,3,1,4424,3190.0,187,1,1,1
1,1,2,1,5835,4338.0,207,1,0,0
1,1,0,0,3735,1000.0,132,1,1,1
1,1,0,1,18074,4609.0,533,0,1,0
1,1,0,1,4440,0.0,133,0,1,0
0,1,0,1,2952,0.0,95,1,2,1
0,0,1,1,16593,2223.0,425,1,1,0
0,0,0,0,4444,0.0,159,0,1,0
1,1,0,1,8455,1682.0,291,0,1,0
0,0,0,0,1500,3886.0,181,1,1,0
0,1,0,1,5232,2904.0,213,1,1,1
0,1,0,0,4637,0.0,165,1,2,1
0,0,3,0,5456,2244.0,233,0,1,0
0,0,0,1,5996,0.0,109,1,1,1
0,1,0,1,19697,0.0,430,1,2,1
1,1,2,1,6508,0.0,200,0,2,0
1,1,0,0,10092,0.0,274,1,2,0
1,0,0,0,4549,0.0,146,1,1,0
1,0,2,1,4827,1871.0,167,1,2,1
1,1,0,1,3119,3834.0,236,1,2,1
0,1,3,1,6946,1560.0,234,0,1,0
0,1,2,1,1952,2450.0,117,0,0,0
0,1,3,1,9508,2391.0,267,0,1,0
1,1,0,1,6262,3683.0,231,1,0,1
1,0,0,1,4787,1000.0,134,1,0,1
1,1,0,1,4198,2291.0,238,1,1,1
1,0,0,1,8034,1000.0,269,1,2,0
1,0,1,1,3580,2066.0,109,0,1,0
0,0,0,0,5057,0.0,140,1,0,0
1,1,1,1,3925,0.0,117,0,2,0
1,0,0,1,9053,5808.0,321,1,0,1
1,1,0,1,9643,1124.0,193,0,1,1
0,1,0,0,3250,1648.0,179,1,2,0
1,1,0,1,11748,5026.0,361,1,0,1
0,1,1,1,10117,1245.0,246,0,1,0
1,0,0,1,4407,0.0,134,0,2,0
1,0,1,1,6467,1757.0,232,0,0,0
1,1,1,1,2607,1540.0,93,0,2,0
0,0,0,1,5396,4000.0,216,0,2,0
1,1,1,1,2739,0.0,110,1,0,1
0,1,3,1,7776,2372.0,239,0,0,0
1,0,1,0,5414,1478.0,144,0,0,0
0,1,1,1,2178,0.0,111,0,0,0
0,0,0,1,3526,0.0,125,1,1,1
0,1,2,1,7222,0.0,174,1,1,1
1,0,0,1,9943,2483.0,264,0,2,0
0,1,2,1,7586,0.0,210,0,1,0
0,1,0,0,5804,2559.0,242,1,2,1
0,1,0,1,9317,3328.0,284,0,2,0
1,1,0,1,7092,0.0,218,1,2,1
1,1,3,1,6286,2821.0,226,0,1,0
1,0,0,1,4035,5875.0,223,0,0,1
0,1,0,1,3654,0.0,156,0,1,0
1,1,0,1,6903,0.0,195,0,1,1
1,0,1,1,5891,2148.0,255,1,2,1
0,0,2,1,4940,1000.0,143,0,1,0
0,1,0,1,6207,0.0,196,1,2,0
