Gender,Married,Dependents,Education,ApplicantIncome,CoapplicantIncome,LoanAmount,CreditHistory,PropertyArea,Loan_Status
0,1,0,0,4701,1545.0,152,1,1,0
0,1,0,1,12630,1886.0,417,1,1,0
1,0,0,0,3892,3714.0,193,1,1,1
0,0,0,1,13949,0.0,325,1,1,1
1,1,0,0,4158,0.0,124,1,0,1
1,1,1,1,1708,0.0,59,1,2,1
0,1,0,1,4748,0.0,188,0,2,0
0,1,1,1,2995,2028.0,182,1,2,1
1,0,0,1,9868,3275.0,304,1,1,1
0,1,2,1,6802,0.0,195,1,0,0
1,1,2,1,7292,1278.0,250,1,2,1
0,0,0,1,5436,1578.0,198,1,2,1
1,0,2,1,11832,2547.0,310,1,0,1
0,0,0,0,5107,1962.0,156,1,2,1
1,1,0,1,3923,1810.0,220,1,2,1
0,0,1,1,9527,0.0,241,0,1,0
1,0,0,1,7704,1129.0,231,1,0,1
0,1,0,1,3072,1712.0,187,1,0,1
0,1,0,1,4984,4287.0,223,1,0,0
0,0,0,0,5752,0.0,169,0,1,0
1,1,0,1,2881,0.0,88,1,1,1
1,1,0,1,5140,0.0,173,1,2,1
0,1,1,1,1500,1000.0,143,1,2,0
0,1,0,1,2968,1753.0,117,1,2,0
0,1,0,0,7067,0.0,199,0,2,0
0,1,0,1,2427,1000.0,104,1,2,1
0,1,0,0,2787,0.0,128,1,2,1
1,1,0,0,2297,8734.0,261,1,1,1
0,0,0,1,1945,0.0,94,1,0,1
0,1,1,1,4927,1138.0,248,1,1,1
1,0,2,1,4832,0.0,111,1,2,1
1,1,0,1,5695,1774.0,129,1,1,0
1,0,0,0,6388,0.0,177,1,2,1
1,0,3,1,4054,2255.0,164,1,2,1
1,1,0,1,3785,1364.0,173,0,0,0
1,1,2,0,9807,0.0,230,1,2,0
0,1,0,1,4102,2993.0,215,1,2,0
0,0,1,1,2182,1695.0,138,1,1,0
1,0,1,1,3435,1768.0,101,1,1,0
1,0,0,1,1854,0.0,77,0,0,0
1,0,1,0,7590,0.0,163,1,2,1
1,0,0,1,3586,1000.0,141,1,2,0
1,0,0,1,5209,1422.0,167,1,2,1
1,0,0,1,5610,1401.0,165,1,2,1
0,0,2,1,4403,2327.0,248,1,0,0
1,0,2,1,3975,1048.0,144,1,2,1
1,0,0,1,3819,0.0,105,1,1,0
1,0,0,1,3875,0.0,93,1,0,1
1,1,2,1,13182,1105.0,355,1,0,1
0,1,0,1,5620,0.0,163,1,1,1
1,0,0,1,3129,1472.0,140,1,1,1
1,1,0,1,4069,0.0,146,1,2,1
1,1,0,0,2636,1672.0,127,1,0,0
0,1,0,1,4543,1742.0,166,1,1,1
0,1,2,1,9044,0.0,211,1,1,1
0,1,2,0,4582,1000.0,155,1,1,1
1,1,2,1,11452,1000.0,285,1,2,1
1,1,0,1,6421,5076.0,304,0,0,0
0,1,0,1,4025,8018.0,319,1,2,0
0,1,3,1,4246,2867.0,172,1,1,1
0,1,0,0,5975,0.0,170,0,0,0
0,0,3,1,4479,3298.0,203,1,1,1
0,0,0,1,2310,1000.0,82,1,1,1
1,1,2,1,4093,2971.0,220,1,1,1
0,1,2,1,3569,8496.0,330,1,0,1
0,1,2,1,4985,1083.0,157,1,2,0
1,1,3,0,3202,0.0,62,1,2,1
1,1,3,1,3450,1000.0,89,1,2,1
1,1,2,0,5637,1692.0,195,0,2,0
1,1,2,1,10577,1736.0,326,1,2,1
1,1,2,1,4680,0.0,143,0,2,1
0,1,0,1,3288,0.0,158,1,0,0
0,1,3,1,7976,0.0,161,1,1,0
0,1,0,0,4187,0.0,155,1,1,1
1,1,0,1,2327,2187.0,150,1,1,1
1,0,0,1,10218,0.0,228,1,1,1
0,0,0,1,4629,4450.0,260,1,0,1
1,1,0,1,3982,2556.0,203,1,1,1
1,1,0,1,2496,0.0,87,1,0,1
1,0,0,1,7737,0.0,227,1,0,1
1,1,0,0,2744,2481.0,158,1,1,1
0,0,0,1,4646,0.0,143,0,1,0
1,1,0,1,4044,0.0,143,1,2,1
1,1,0,1,3137,1994.0,143,1,1,1
0,1,0,1,3769,1358.0,155,1,2,0
0,0,1,1,6149,0.0,193,1,0,1
1,0,0,1,8361,0.0,242,0,1,0
0,1,0,1,2141,1689.0,84,1,2,1
0,1,1,0,6225,2687.0,236,1,2,1
1,0,0,1,3255,1404.0,140,1,2,1
1,1,0,1,11166,10334.0,450,0,2,0
0,0,0,1,3164,0.0,131,1,1,1
1,0,0,1,3864,2192.0,135,1,2,1
1,1,0,1,8783,1182.0,261,1,1,0
1,1,1,0,2854,4375.0,219,1,2,1
1,0,0,0,4239,0.0,178,1,1,0
0,0,3,0,6004,0.0,154,1,2,0
1,1,1,1,3722,0.0,125,1,1,1
1,0,0,0,5876,2218.0,224,1,2,1
0,1,0,1,2689,1064.0,136,1,0,1
1,1,2,0,8447,3534.0,272,1,1,1
1,1,0,1,7450,3232.0,210,1,1,1
0,0,0,1,2647,0.0,141,1,0,0
0,1,2,0,5354,0.0,191,0,0,0
0,0,3,1,7247,0.0,182,1,1,1
0,0,1,1,6110,2771.0,216,1,2,1
1,1,0,1,3381,2301.0,212,0,1,0
0,1,0,0,4759,2220.0,205,0,1,0
1,1,2,0,6139,0.0,197,1,1,0
1,0,2,1,3342,1000.0,118,1,1,1
0,0,0,1,4794,1439.0,196,1,0,1
0,1,0,1,6472,1276.0,178,1,0,1
1,0,0,1,1924,1350.0,73,1,1,1
1,0,1,0,6336,3307.0,287,1,2,0
1,1,0,1,6178,0.0,173,1,0,1
0,0,0,1,4638,2537.0,208,1,1,1
0,0,0,1,2269,2782.0,181,1,0,1
0,0,0,1,3063,2313.0,137,1,2,0
0,1,0,1,4271,2723.0,162,0,1,0
1,0,2,1,4050,0.0,176,0,0,0
1,1,1,0,1817,0.0,127,1,0,0
1,0,0,0,1992,0.0,98,1,1,1
1,1,0,0,5613,2942.0,199,0,1,0
1,0,1,1,4493,0.0,159,0,1,0
1,1,2,1,2818,0.0,142,1,0,1
1,1,1,1,4509,0.0,124,1,0,1
1,1,0,1,3768,0.0,142,1,2,0
1,1,2,1,1669,5619.0,183,0,2,0
1,0,0,1,4835,0.0,169,1,1,1
1,1,0,1,3854,0.0,129,1,0,1
0,0,0,0,21996,4066.0,532,1,0,0
1,0,0,1,3625,0.0,117,1,2,1
1,0,0,0,7722,1000.0,214,1,2,0
0,0,0,0,2313,0.0,61,1,0,0
1,0,2,1,11887,0.0,273,1,0,1
1,1,0,1,3243,0.0,120,1,0,0
0,1,1,1,6162,0.0,220,1,0,1
1,1,0,1,4523,1000.0,213,1,2,0
0,0,0,1,6574,2318.0,195,1,1,1
0,0,0,1,2089,0.0,115,0,1,0
1,0,2,0,12065,1820.0,339,1,1,1
0,1,2,1,12251,1080.0,313,0,2,0
0,1,1,0,3250,0.0,145,1,2,0
1,1,1,1,3601,0.0,131,1,1,0
0,1,1,0,7911,1135.0,241,0,2,0
1,1,1,0,3430,0.0,179,1,1,0
0,1,0,0,10170,0.0,218,1,2,1
1,0,0,1,5648,0.0,170,1,1,1
1,0,0,1,9017,2591.0,319,1,2,1
1,0,0,1,5729,0.0,184,1,1,0
1,0,0,1,2567,9648.0,319,1,2,1
1,1,0,1,1899,1000.0,101,1,1,1
1,0,0,1,8541,0.0,244,1,0,1
1,0,1,1,4342,0.0,166,1,2,1
0,1,0,0,3697,2040.0,162,1,1,1
1,1,0,1,7544,0.0,152,1,1,1
1,1,3,1,5127,1989.0,212,1,0,1
0,1,0,1,1800,1521.0,122,1,1,1
0,1,0,0,1767,0.0,103,1,2,1
0,0,2,1,7156,4451.0,265,1,2,1
0,1,1,1,4209,0.0,130,0,0,0
1,1,1,1,9433,0.0,249,1,2,1
0,0,0,1,7903,1000.0,209,1,2,1
0,1,3,1,3188,0.0,103,1,0,1
0,0,1,1,7566,1000.0,212,1,1,0
1,1,0,1,3244,0.0,133,1,2,1
0,1,1,1,8405,1960.0,265,1,1,1
0,1,1,1,4581,2791.0,228,0,0,0
1,1,1,1,10471,0.0,245,1,2,1
1,1,0,1,4925,0.0,140,1,0,1
0,0,3,1,6299,0.0,210,1,1,1
1,0,0,1,5094,0.0,129,1,2,1
0,0,2,0,3154,2366.0,139,1,0,0
1,1,0,0,7605,0.0,179,1,2,1
1,1,1,1,11319,3373.0,394,1,0,1
0,0,1,0,5774,1153.0,190,1,1,0
1,0,0,1,6360,0.0,207,1,2,0
0,1,0,1,3291,5863.0,275,1,2,0
1,1,2,1,1500,1212.0,97,0,1,0
1,0,2,0,7926,0.0,187,1,0,1
0,1,0,1,8013,1715.0,217,1,0,1
0,1,3,1,3174,6380.0,199,1,1,1
0,1,0,1,3552,1516.0,157,1,1,0
1,1,0,1,2170,0.0,72,1,2,1
0,1,0,1,4599,1082.0,203,1,0,1
1,0,0,0,7760,1000.0,235,1,0,1
1,1,3,1,5457,2078.0,222,0,2,1
0,1,3,1,4208,0.0,151,1,0,1
1,1,0,0,4604,0.0,106,0,2,0
1,1,3,1,2244,0.0,89,1,1,1
0,1,0,1,5355,0.0,180,1,2,1
0,0,0,0,2945,2071.0,135,1,2,1
0,1,2,0,7510,4665.0,264,1,2,1
1,0,2,1,6185,1000.0,168,0,0,0
0,1,0,1,6092,0.0,224,1,1,1
0,1,0,1,10795,2512.0,326,1,1,0
1,1,0,1,1500,1106.0,115,1,2,0
1,1,1,0,3402,0.0,123,1,1,1
1,0,3,1,8119,0.0,215,1,0,0
1,1,3,1,6703,3158.0,316,0,2,0
0,1,0,1,2979,7380.0,230,1,0,1
0,0,3,1,4570,5706.0,255,1,1,0
1,0,0,1,13771,0.0,333,1,1,1
0,0,1,1,5068,3676.0,195,0,1,0
0,1,0,1,4732,0.0,103,1,1,1
1,1,0,1,4000,1074.0,170,1,2,1
1,1,0,1,4783,1367.0,157,1,2,1
0,1,3,1,5625,2896.0,234,1,0,1
0,1,0,1,2328,2125.0,162,1,0,1
0,0,0,1,4023,1687.0,156,1,2,1
1,1,0,1,3778,2128.0,170,1,1,1
1,0,0,1,5176,0.0,162,1,1,1
0,1,0,1,2783,0.0,111,1,0,1
0,1,0,1,10307,0.0,229,1,1,0
0,1,0,1,5948,5674.0,320,1,2,1
1,1,0,1,4053,0.0,90,1,0,0
0,0,2,1,2242,0.0,127,1,2,1
0,1,0,1,3858,0.0,95,1,2,1
1,1,1,0,4955,0.0,126,1,1,1
1,1,0,1,4540,3856.0,245,1,0,1
0,1,0,1,3509,0.0,137,1,1,0
1,0,0,1,2042,1504.0,72,1,0,1
1,1,0,1,4315,1606.0,146,1,1,1
1,0,0,1,7163,0.0,187,1,1,1
0,1,0,0,1500,0.0,71,1,1,0
1,0,3,1,6976,1241.0,202,1,0,1
1,0,0,1,3482,3320.0,187,1,2,1
1,0,0,0,7679,1808.0,199,1,0,0
1,0,0,1,5123,0.0,195,1,1,1
1,1,2,1,3287,4018.0,175,1,2,1
0,0,3,1,3038,2493.0,178,1,0,0
0,0,3,1,13131,0.0,290,1,2,1
0,1,0,0,5581,0.0,167,1,2,1
1,1,0,1,5152,0.0,160,1,2,0
0,0,0,1,3014,5734.0,264,1,0,1
1,1,2,1,4621,1730.0,189,1,2,1
1,0,3,1,6350,1167.0,185,0,0,0
0,0,0,1,2640,0.0,108,1,0,0
1,1,2,1,11405,7072.0,441,1,0,1
1,1,2,1,6843,1668.0,200,1,0,1
1,0,0,0,4294,4837.0,218,1,2,0
1,1,0,1,1500,0.0,105,1,1,0
0,0,0,1,2065,0.0,73,1,2,0
0,1,3,1,5868,0.0,173,1,1,1
0,0,3,1,1500,0.0,54,1,1,0
1,0,0,0,3828,6413.0,249,1,2,1
0,0,0,0,4089,1064.0,143,1,2,1
1,1,0,1,7427,2658.0,248,1,1,1
1,1,0,0,10868,0.0,260,1,0,1
1,1,1,1,8342,2783.0,312,1,2,1
0,1,0,1,3866,0.0,117,1,2,1
0,1,0,0,6290,0.0,173,1,0,0
0,1,2,0,2918,1788.0,176,1,0,0
0,0,1,1,3363,2102.0,186,0,2,0
0,0,1,1,3967,0.0,119,1,1,1
0,1,0,1,5109,5139.0,273,1,1,1
0,1,1,1,4256,0.0,133,0,1,0
1,0,0,1,8068,1064.0,222,1,1,1
0,1,0,1,6915,7274.0,340,1,2,1
1,1,3,0,2316,5949.0,188,1,2,1
0,1,0,0,3070,1148.0,109,1,2,0
0,0,0,1,3753,2193.0,150,1,0,1
0,1,0,1,8425,0.0,208,1,2,1
1,1,0,1,4337,1000.0,135,1,1,1
1,1,0,1,4007,0.0,153,1,0,0
1,1,0,0,6699,0.0,183,1,0,1
0,1,2,1,5576,1988.0,213,0,2,0
1,1,1,0,2156,2884.0,214,1,1,0
1,1,0,1,11276,0.0,277,1,0,1
1,1,2,1,3018,0.0,141,1,0,1
0,0,0,0,10029,2389.0,290,1,0,1
1,1,3,1,6869,4222.0,294,1,2,1
1,0,3,1,4452,2518.0,199,1,2,1
1,0,3,1,6768,0.0,210,1,2,1
0,0,0,0,4788,0.0,113,1,1,1
0,1,0,0,1761,0.0,35,1,0,1
1,1,0,0,2013,2309.0,133,1,2,1
0,0,1,1,1500,3084.0,88,1,1,0
1,0,2,1,1978,0.0,106,0,1,0
1,1,0,1,4748,3896.0,192,1,2,1
1,0,0,1,3905,4349.0,282,1,1,0
1,1,3,1,2410,2125.0,110,1,2,1
1,0,2,0,3161,2375.0,114,0,1,1
1,0,0,1,2612,0.0,98,1,1,1
1,0,0,1,4165,4118.0,252,1,1,1
1,0,1,1,3419,3296.0,173,1,2,1
1,1,0,0,4948,0.0,165,1,1,0
1,0,0,1,2418,3211.0,155,1,1,1
0,1,1,1,2018,0.0,124,1,1,0
0,1,0,1,5181,0.0,166,1,1,0
0,1,0,1,4801,1253.0,189,1,2,1
1,0,0,1,2069,1000.0,82,1,0,1
1,0,0,1,2902,0.0,103,1,2,0
1,1,0,1,1782,6644.0,219,1,1,1
1,1,3,1,7591,0.0,181,1,1,1
0,1,0,0,12726,0.0,323,1,1,1
1,1,0,0,7933,0.0,216,1,2,1
1,1,0,1,4473,0.0,125,1,2,1
1,1,3,1,6882,2383.0,250,1,0,1
0,1,3,1,5675,1672.0,226,0,1,0
1,0,1,1,6213,0.0,185,0,2,0
1,1,1,1,1725,0.0,108,1,2,1
0,0,0,0,8615,0.0,252,1,2,0
1,1,1,0,2970,0.0,143,1,2,0
0,1,0,1,3093,1183.0,96,1,0,0
1,1,0,1,8766,4718.0,314,1,1,1
0,1,0,1,9620,0.0,249,1,0,1
0,1,0,1,2189,0.0,79,1,1,1
1,0,0,1,11141,0.0,266,1,2,1
1,1,0,1,7652,0.0,174,1,0,1
0,1,1,1,2661,1035.0,92,1,2,1
0,0,3,1,2472,1011.0,123,1,2,1
0,0,2,1,5569,2176.0,200,1,0,0
1,0,1,1,2314,0.0,154,0,0,0
1,1,2,0,14681,0.0,326,0,1,0
1,0,1,1,6733,0.0,190,1,0,1
1,0,2,1,8330,1444.0,262,1,2,1
1,1,3,1,4070,0.0,124,1,1,1
1,1,0,1,4659,3440.0,211,0,1,0
1,1,0,1,4600,0.0,143,1,0,1
0,0,0,0,6369,1029.0,205,1,0,0
1,1,3,0,4495,0.0,149,0,1,0
1,1,0,1,2399,1907.0,144,1,2,0
1,1,3,0,5092,1286.0,166,1,0,0
1,1,2,1,7163,0.0,187,1,2,1
1,1,0,1,3981,2509.0,195,1,0,1
1,1,0,1,3717,0.0,173,0,0,0
1,0,1,1,4670,2697.0,205,1,1,1
1,0,2,1,8007,0.0,160,1,2,0
1,1,0,1,3966,4263.0,233,1,0,1
1,1,0,1,8684,0.0,190,1,0,1
1,1,0,1,4117,0.0,136,1,1,1
1,0,0,1,2904,1518.0,90,1,0,1
0,1,1,1,3799,1755.0,165,1,0,1
0,1,0,1,5609,1000.0,161,1,0,0
1,0,1,1,4904,3260.0,213,1,2,1
1,0,0,1,4425,5248.0,269,1,2,1
1,1,0,1,6350,0.0,185,0,1,0
0,0,0,1,3682,2245.0,167,1,2,0
0,0,2,1,2478,0.0,94,1,1,1
1,0,0,0,6489,1000.0,178,1,1,0
0,0,0,0,3179,1000.0,149,1,1,0
1,1,2,1,5207,1961.0,144,1,1,1
1,1,0,1,2443,1578.0,73,1,1,1
1,0,1,0,4898,2313.0,157,1,0,1
0,0,0,1,2942,1682.0,124,1,0,1
0,1,0,0,5156,1807.0,177,1,2,1
1,1,0,0,3730,0.0,147,1,1,0
0,1,2,1,4811,1185.0,212,1,2,0
1,1,0,1,3794,0.0,131,1,2,1
1,1,1,1,2795,0.0,93,1,2,0
1,1,1,1,3784,2072.0,121,1,2,1
0,1,3,0,3695,1796.0,168,1,2,0
1,1,1,1,4851,1474.0,159,1,1,1
1,1,0,1,1573,1000.0,115,1,1,0
1,1,0,0,2201,0.0,139,1,0,0
1,0,3,1,5116,2735.0,196,0,1,0
1,1,1,0,3548,2229.0,176,1,2,0
0,1,1,1,1500,0.0,69,1,2,1
0,1,0,0,4757,0.0,147,1,1,1
1,0,0,0,5698,0.0,178,1,2,1
1,1,2,1,5529,0.0,153,1,0,1
0,1,0,1,2957,1819.0,176,1,0,1
1,1,0,1,7308,0.0,194,1,1,1
1,1,2,1,1859,0.0,55,1,1,0
0,1,0,1,4596,1000.0,188,1,2,1
1,1,0,1,6537,0.0,180,0,1,1
0,1,0,1,3087,0.0,106,1,0,0
1,0,2,0,3305,2320.0,159,1,2,1
1,1,0,1,1514,2476.0,147,0,0,0
1,1,0,1,4905,2486.0,181,1,1,1
1,0,0,1,3939,4302.0,258,0,1,0
1,1,0,1,7659,2630.0,243,0,1,1
0,1,0,1,8342,0.0,202,0,2,1
0,1,1,1,5676,1337.0,208,0,0,0
1,0,2,1,5991,7076.0,294,1,0,0
1,0,2,1,4135,1549.0,135,1,0,1
1,1,0,0,5722,2686.0,190,1,1,1
0,1,0,1,3803,1840.0,197,0,2,0
1,1,1,1,6043,1000.0,213,1,2,1
0,1,0,1,4833,1553.0,205,1,2,1
1,1,0,1,3876,0.0,121,1,1,1
1,0,0,1,5956,3710.0,239,0,0,1
1,1,0,1,4497,3607.0,248,1,2,1
1,0,0,1,2451,1425.0,135,0,2,0
1,1,0,1,1672,1000.0,107,1,2,1
0,0,3,1,5245,1715.0,199,1,1,1
0,1,0,0,3788,0.0,96,1,1,1
1,0,1,0,11619,0.0,296,1,0,1
0,0,0,1,19089,1000.0,429,0,2,0
1,1,1,1,9106,0.0,261,1,1,1
1,1,0,1,7263,0.0,193,1,1,0
1,1,0,1,2754,0.0,113,1,1,0
1,1,0,1,6250,0.0,140,1,1,0
0,1,2,1,3847,1000.0,150,1,0,1
0,1,1,1,5225,4505.0,257,1,0,1
1,1,2,0,1601,2214.0,142,1,2,0
1,1,0,1,1855,1528.0,88,1,0,0
1,1,0,1,2101,0.0,75,0,2,0
0,0,2,0,4773,4933.0,292,0,2,0
0,1,0,1,2946,1535.0,164,0,2,0
0,0,0,1,3783,2913.0,166,1,1,1
1,1,1,1,2179,5898.0,225,1,2,1
0,1,1,0,1888,0.0,106,1,1,0
1,1,0,1,3351,1211.0,138,1,1,1
1,0,0,0,1500,0.0,58,0,0,0
1,1,0,1,4533,0.0,147,1,0,1
1,0,0,1,3974,1519.0,161,1,1,0
0,1,0,1,5097,0.0,121,1,0,0
1,1,1,1,6820,0.0,222,1,1,1
1,1,0,1,13630,1966.0,362,0,2,0
1,0,1,1,3313,0.0,140,1,1,0
1,1,1,1,2531,9733.0,284,1,1,1
0,0,2,0,1855,0.0,55,1,0,0
1,0,0,1,2069,1182.0,135,1,1,0
1,1,0,1,3083,1635.0,140,1,2,1
1,1,1,1,3206,1709.0,169,1,0,1
1,1,0,1,3397,1517.0,146,1,0,1
0,1,3,1,2821,0.0,125,1,1,1
1,1,0,1,7491,1302.0,242,1,2,1
1,0,1,1,6090,0.0,192,1,1,1
0,0,1,0,4087,0.0,107,1,1,1
0,0,0,0,8256,2462.0,286,0,0,0
0,0,0,1,4361,2713.0,185,0,0,0
0,0,1,1,3222,0.0,96,1,2,1
0,0,0,1,2914,3685.0,171,1,1,1
1,0,0,0,7426,5210.0,280,1,1,1
0,1,1,0,2529,1000.0,181,1,1,0
1,1,2,0,1500,0.0,93,1,1,0
1,0,2,1,2732,0.0,98,1,0,1
1,0,0,1,5774,0.0,166,1,0,1
0,1,2,1,2861,1000.0,156,1,0,1
1,0,2,1,3138,0.0,113,1,0,1
1,1,0,0,3357,2251.0,183,0,2,1
1,1,1,1,10250,0.0,256,1,1,1
0,0,0,1,3430,2876.0,191,1,2,1
1,0,0,1,3846,1736.0,192,1,1,0
1,1,0,1,6393,1746.0,226,1,1,1
0,1,3,1,1747,1767.0,112,1,0,0
0,1,0,0,1596,2060.0,97,1,0,0
1,1,0,1,2474,0.0,111,1,0,1
1,1,3,1,2645,1019.0,109,1,1,1
1,1,1,1,13753,1125.0,339,1,2,1
1,0,0,1,2554,0.0,137,1,1,1
0,1,0,0,3721,0.0,110,1,1,1
1,1,0,1,6782,2126.0,211,1,2,1
0,0,1,1,4669,1606.0,180,1,0,1
1,1,0,0,4957,3033.0,258,1,1,1
0,1,2,1,1500,0.0,69,1,2,0
0,1,1,1,7531,0.0,213,1,2,1
1,1,0,1,2089,0.0,77,1,2,0
1,1,0,1,3970,3204.0,225,1,1,1
0,1,0,1,3242,0.0,156,1,2,0
1,1,0,1,4735,1521.0,170,1,1,1
0,0,1,0,3425,0.0,133,1,2,0
1,1,1,1,2350,1764.0,121,1,0,1
0,1,0,1,8113,1487.0,220,1,1,1
0,0,0,1,4713,1000.0,174,1,0,1
1,1,1,0,6429,1284.0,209,1,2,0
1,1,2,1,1996,0.0,102,1,1,0
0,1,0,1,7023,3992.0,262,1,1,1
1,1,0,0,3591,2097.0,145,1,1,1
1,1,0,1,5332,0.0,153,1,2,1
1,0,3,1,4279,0.0,134,1,1,0
1,1,0,0,3212,0.0,110,1,2,1
1,1,0,1,5095,0.0,131,0,1,1
1,1,0,1,2561,0.0,110,1,2,0
1,1,0,0,3030,0.0,127,1,0,0
0,1,3,1,5711,0.0,180,1,0,0
1,1,0,1,4865,0.0,145,1,2,0
0,1,0,1,7959,1737.0,235,1,1,1
1,1,0,1,4885,1369.0,176,1,1,1
1,1,2,0,5077,0.0,147,1,1,1
1,0,0,1,4318,0.0,145,1,2,1
1,1,2,0,2160,0.0,84,1,1,0
1,0,1,1,4529,2207.0,209,1,1,1
1,1,3,1,3305,2877.0,174,1,0,1
0,0,0,1,2273,5311.0,199,1,2,1
1,0,0,1,4165,1392.0,182,1,1,1
1,1,0,1,9606,2085.0,222,1,2,1
1,1,3,1,4826,0.0,163,1,0,0
0,1,2,1,2944,0.0,80,1,1,1
1,0,0,1,2120,0.0,114,1,2,0
1,1,0,0,3697,1475.0,158,1,2,1
1,0,0,1,4383,0.0,160,1,1,1
0,1,2,0,3992,0.0,158,1,0,1
1,0,0,1,2468,0.0,90,1,2,0
1,0,0,1,1837,2835.0,140,1,2,1
0,1,0,1,7590,5466.0,342,1,1,1
1,1,0,1,3776,3890.0,248,1,2,1
1,1,0,1,4452,2535.0,140,1,1,1
0,1,1,0,1578,2724.0,146,1,2,1
0,0,1,1,1635,0.0,77,1,2,0
0,0,0,1,6632,2696.0,330,1,1,1
1,1,0,0,4015,0.0,121,1,0,1
1,1,0,0,2637,2085.0,145,0,2,0
0,0,0,1,2556,1474.0,138,0,0,0
1,1,2,1,2062,6960.0,213,0,2,0
0,1,0,1,3122,5031.0,273,1,2,1
0,1,0,1,12975,1000.0,322,1,0,0
0,1,0,1,3514,0.0,97,1,2,1
0,1,1,1,4865,2017.0,218,1,0,1
1,1,0,0,2879,0.0,114,1,2,0
1,0,3,0,4640,0.0,142,0,0,0
