Age,Salary,Department,JobSatisfaction,Overtime,YearsAtCompany,WorkLifeBalance,DistanceFromHome,Attrition
44,136563,1,3,1,14,3,5,0
25,58311,1,2,1,5,4,1,0
39,85605,0,1,0,20,2,1,0
48,120305,1,4,0,6,2,4,0
22,83008,0,1,0,3,2,1,1
38,96309,0,2,1,5,1,1,1
39,58440,1,2,0,18,3,2,0
44,95707,1,3,0,12,3,7,0
25,80321,0,3,1,6,3,6,0
25,109643,0,1,0,3,1,1,1
41,114684,0,2,1,1,1,27,0
39,149739,1,2,0,4,2,17,0
39,99490,2,2,0,19,2,2,0
40,93144,0,3,0,12,3,1,0
30,89859,0,3,1,3,2,22,1
39,76170,1,2,0,20,1,4,0
39,93462,2,2,0,8,3,2,0
30,77614,1,2,0,11,3,5,0
53,89211,0,4,1,16,3,11,0
41,117939,0,4,1,9,4,1,1
26,59836,1,4,0,3,1,11,0
42,113496,1,2,0,5,3,11,0
28,117927,0,1,1,4,2,6,1
44,82048,1,2,0,14,2,16,1
47,31953,0,2,0,15,4,1,0
29,69804,1,3,0,6,2,7,1
45,117424,1,4,1,4,3,4,0
40,84428,0,4,0,8,2,4,0
44,60017,1,4,0,19,3,2,0
54,72380,1,2,0,5,3,3,0
34,106015,2,3,0,13,4,1,0
30,98668,1,2,0,1,4,2,0
28,79026,0,1,0,6,3,2,0
29,75829,1,3,0,5,2,10,0
36,75206,0,1,0,8,3,1,0
40,61939,2,3,0,8,3,8,0
39,125384,1,2,1,14,1,2,0
44,76941,1,3,1,13,3,1,0
37,115428,0,4,1,3,4,2,0
50,123032,1,2,0,4,3,2,0
34,109957,1,4,0,15,2,6,0
60,74209,1,2,0,20,4,3,0
42,95093,0,3,1,15,2,27,0
29,84395,0,3,1,5,2,26,1
27,62407,1,3,1,5,3,4,1
41,93108,2,4,0,9,3,12,0
34,55524,0,2,0,12,3,1,0
43,114691,1,3,0,10,2,6,0
41,73384,1,3,0,12,2,10,0
36,90028,1,4,0,14,2,1,0
29,92082,0,2,1,1,4,1,1
23,78527,0,4,0,2,3,1,1
32,99667,1,3,0,8,2,4,0
44,73127,0,2,0,16,1,5,0
38,106782,1,3,1,14,2,3,0
25,51350,1,2,0,1,3,4,1
38,88159,1,3,0,16,1,5,0
40,133473,1,4,1,18,3,11,0
29,59991,1,3,0,7,3,1,0
38,68056,0,3,0,15,3,11,0
37,97847,1,3,0,17,3,9,0
26,89489,1,1,0,7,3,10,0
40,93765,1,2,1,19,2,10,0
42,97229,0,3,1,13,3,5,1
46,100868,0,2,0,9,3,1,0
46,112742,0,2,0,15,2,6,0
24,95245,1,3,0,1,4,25,0
28,78968,1,2,0,3,1,7,1
41,101814,1,2,0,1,1,1,0
41,132497,0,3,0,16,2,1,0
41,81684,0,1,0,8,4,30,0
60,60636,1,4,1,13,3,1,0
42,112677,1,4,0,8,3,1,0
47,81990,0,3,0,17,2,3,0
45,30683,1,1,0,14,3,27,1
42,106185,0,4,1,7,3,3,0
34,71616,1,4,0,15,4,4,0
43,82736,1,4,0,15,1,8,0
30,93299,0,1,0,3,2,1,0
34,89762,0,3,1,6,2,18,0
32,102736,1,4,0,7,4,5,0
37,74112,0,3,1,1,3,5,1
57,97827,1,3,1,12,3,15,1
20,78511,1,3,1,1,3,24,1
43,103470,1,3,0,18,4,4,0
22,100384,1,1,0,1,4,1,0
32,61614,1,3,0,8,3,13,0
46,112149,0,1,1,1,2,4,0
37,71600,1,3,0,7,2,21,0
27,105201,1,2,0,7,4,23,0
30,94182,1,3,0,6,3,1,0
43,130954,0,1,0,13,2,25,0
30,79413,0,3,0,9,3,3,0
38,76267,2,4,0,15,4,8,0
37,84514,0,2,0,4,3,1,0
31,77420,2,1,1,11,3,17,1
56,104998,2,1,0,12,4,8,1
42,44592,1,4,0,5,3,8,0
18,58657,1,3,0,1,2,18,1
38,58304,1,3,0,7,4,5,1
31,108757,1,1,1,8,4,4,1
44,127765,0,3,0,5,4,16,0
29,82388,1,4,0,9,3,10,0
35,80779,1,4,0,14,2,23,0
41,86751,1,3,1,12,4,22,1
44,114046,1,1,0,4,2,3,0
26,61816,1,1,1,4,4,4,1
33,90959,1,1,0,13,4,2,0
32,109379,1,2,0,8,3,8,0
31,97527,0,1,0,1,4,3,0
52,89739,2,2,1,8,3,12,0
40,110026,1,2,0,1,2,1,0
25,25000,1,4,1,4,3,1,1
45,101946,1,3,0,2,1,1,0
56,68648,1,4,0,4,3,1,1
46,39234,0,3,0,1,2,7,1
23,97780,1,1,1,3,3,1,0
32,119341,0,3,0,1,4,1,0
48,81563,1,2,1,9,4,1,0
30,108821,2,3,1,3,2,12,0
40,125306,0,2,1,12,3,13,0
43,117872,0,4,0,19,3,1,0
28,125999,1,2,0,6,4,10,1
36,103553,0,2,1,16,3,4,1
18,86885,1,4,0,1,3,2,0
27,44950,0,1,0,2,4,7,0
34,78848,0,3,0,6,3,1,0
25,63918,2,3,0,5,4,11,0
51,139273,1,4,0,6,4,1,0
24,80602,1,4,0,5,4,25,0
33,88080,1,4,0,1,2,1,0
38,98787,1,1,0,17,3,6,0
49,86090,1,4,0,19,4,18,0
24,127376,1,3,0,2,3,1,0
47,69433,1,3,0,11,3,5,0
37,89865,1,1,0,7,2,3,0
28,66438,1,3,0,7,1,6,1
41,51999,0,4,0,5,3,2,0
38,69705,1,4,0,12,3,1,0
31,84074,0,3,1,9,3,7,0
37,74267,1,1,0,18,3,4,0
33,67689,0,2,1,3,3,7,1
38,49842,1,4,0,15,3,1,0
42,82922,1,3,0,5,3,3,0
51,47381,0,3,0,13,3,6,0
25,104001,0,1,0,3,3,7,0
56,87060,0,3,0,12,2,3,0
19,48561,1,3,0,1,3,2,1
35,77269,1,4,0,14,3,2,0
42,66196,0,3,0,5,3,1,0
39,92979,1,2,0,6,2,3,0
31,118511,1,3,1,7,3,1,1
35,38120,1,1,0,10,1,8,1
32,87875,2,4,0,10,4,6,0
31,80996,1,2,0,8,1,3,1
44,101783,1,3,0,9,4,3,0
40,90329,0,2,1,4,3,2,0
30,66200,0,3,0,5,3,6,0
45,77023,0,3,0,8,2,20,0
39,65099,0,3,1,7,1,9,1
44,111900,1,2,0,15,2,10,0
42,85532,1,2,0,3,2,14,1
29,132529,1,1,1,1,3,3,0
31,83483,0,3,0,11,2,1,0
43,67289,0,1,0,9,3,7,0
42,47157,1,3,0,5,2,1,1
36,39921,2,4,0,10,4,6,0
38,45396,0,4,0,15,3,10,1
48,91678,1,3,1,14,2,12,0
31,97718,1,3,0,4,3,2,0
41,45470,1,1,1,20,2,5,0
35,107375,1,3,1,2,2,7,1
35,72923,0,4,0,12,3,13,0
46,88669,0,2,0,1,3,11,1
44,125305,1,3,0,20,4,30,0
44,107420,1,4,1,5,3,1,0
48,78286,2,4,1,6,4,4,0
37,62720,1,2,0,11,4,2,0
43,31204,0,3,0,8,4,1,1
34,67021,1,2,0,7,3,19,0
39,79721,0,1,1,4,2,30,1
35,60320,1,4,0,6,2,1,0
37,81718,1,4,0,16,3,1,0
42,86921,2,4,1,20,3,2,0
29,79378,1,1,0,7,2,14,1
55,68749,1,4,0,12,3,2,0
27,89216,1,3,0,5,1,1,0
26,96048,2,2,0,4,3,1,1
47,57740,0,3,0,16,1,4,0
44,120273,0,1,1,15,3,21,1
42,82535,0,4,0,13,3,2,0
42,85471,0,3,0,11,2,4,0
36,102705,1,2,0,17,3,1,0
28,90830,1,2,0,5,3,5,1
37,108828,1,2,0,15,2,9,1
30,92178,0,1,1,10,2,2,1
45,69689,1,3,1,12,2,2,0
35,94037,1,4,0,16,3,14,0
29,56406,1,1,0,10,3,1,1
34,87713,1,1,0,15,2,8,0
40,84169,1,3,1,4,3,4,1
31,79797,0,4,0,11,2,2,0
29,81786,0,2,1,7,4,8,0
39,37953,1,2,0,9,2,14,0
39,71281,2,3,1,20,4,6,0
32,87321,1,2,1,9,3,1,0
32,88996,0,1,1,5,3,4,1
39,59308,1,3,0,20,3,4,0
23,116642,1,3,0,3,3,6,0
24,63345,1,3,0,3,3,8,1
30,109236,0,3,1,7,3,1,1
35,95679,0,3,0,5,3,5,1
39,68844,1,2,1,10,3,7,0
50,129382,1,2,1,4,3,3,0
44,55159,0,1,0,5,4,8,0
35,107978,0,1,1,5,3,2,0
36,110014,1,3,0,11,2,3,0
27,68234,1,4,0,7,3,26,1
36,119811,2,4,0,9,3,3,0
34,78748,1,3,0,12,4,3,1
39,92217,1,2,1,16,4,7,1
29,91508,0,1,0,9,3,28,0
41,81642,1,4,0,4,2,30,0
50,105270,1,3,0,2,3,6,0
36,104837,1,3,1,14,3,1,0
40,41286,1,4,0,3,4,18,0
43,117608,0,3,1,18,2,6,0
33,43437,0,4,0,5,1,3,0
39,110813,1,1,0,6,1,14,0
37,113167,0,3,0,11,3,4,0
37,57725,0,4,0,18,4,1,0
30,74729,2,2,1,5,1,13,1
37,57357,1,3,0,9,3,6,0
41,79626,1,2,1,20,3,3,0
50,77299,1,4,0,18,3,2,0
45,104491,2,1,0,19,3,7,0
56,117757,1,3,1,3,4,1,0
30,119892,1,2,1,9,1,3,1
44,70945,1,3,0,4,3,8,0
38,79769,1,2,0,17,2,17,1
56,42914,1,2,0,17,3,6,0
29,64853,1,3,0,7,4,11,0
29,109121,1,4,1,7,2,11,0
31,125389,1,2,1,2,2,8,0
18,54141,0,1,0,1,3,2,1
32,70188,1,4,1,9,3,16,1
30,84339,0,3,0,9,3,4,0
38,92004,1,4,0,5,2,1,0
40,64759,1,1,0,15,1,2,0
53,95601,1,3,0,15,3,11,0
45,73154,1,2,0,3,2,1,1
31,84638,1,2,0,3,4,1,1
28,98657,1,3,0,3,1,9,0
41,85160,1,3,0,6,3,17,1
25,74090,1,4,1,4,1,8,1
53,82259,0,2,0,13,1,2,0
47,82790,0,3,0,13,3,1,0
32,75749,0,3,1,11,3,7,0
21,78530,1,4,1,1,1,1,1
49,124966,1,2,1,5,1,7,0
35,99022,1,2,0,1,1,2,0
48,77612,0,2,0,9,3,18,0
22,102423,0,3,0,1,3,5,1
31,76654,2,2,0,6,1,2,0
37,114328,0,4,1,1,3,15,0
37,94241,1,2,0,3,3,2,0
32,82317,1,4,0,10,4,2,0
42,96192,1,1,0,10,4,14,0
27,45728,0,3,0,8,2,2,1
35,56830,0,4,1,12,2,4,1
38,55151,0,2,0,15,2,3,1
41,88573,1,4,0,9,3,1,0
43,128312,1,3,0,10,4,1,0
26,140782,0,4,0,4,3,10,0
23,100951,1,3,0,1,2,8,0
48,97521,1,2,0,15,3,2,0
39,39973,0,2,0,1,2,2,0
30,71433,1,2,1,2,2,23,0
50,65305,1,1,1,19,3,30,1
38,69478,0,1,1,14,1,5,1
47,80796,1,1,1,8,2,12,0
37,73197,1,3,0,6,3,10,0
55,35517,1,4,0,12,1,2,1
52,103697,1,1,0,15,1,1,0
34,58181,1,1,1,14,2,1,1
45,90981,1,3,1,1,4,14,0
42,136852,1,2,1,11,3,10,0
49,62015,1,1,0,3,1,8,0
28,25000,1,2,1,3,3,1,1
43,77849,0,4,0,18,2,8,0
46,112523,1,4,0,20,3,11,0
21,133958,1,2,0,2,3,15,0
26,54261,1,3,0,2,4,1,1
18,97417,2,3,0,1,3,9,0
34,73367,0,3,0,13,4,1,0
43,82351,1,3,0,7,4,9,0
50,151108,0,3,0,8,4,8,0
37,47425,1,2,1,15,3,1,1
51,91343,1,1,0,10,3,11,0
24,96692,1,3,0,5,3,1,0
21,112144,1,4,1,1,1,14,1
36,87449,1,3,1,6,2,2,0
40,92701,1,4,0,13,3,9,0
36,75208,1,4,0,14,3,20,0
18,91728,1,2,0,1,4,3,0
36,76420,2,3,0,3,1,5,0
25,100539,0,3,0,3,2,4,1
43,75759,0,4,1,3,3,1,0
40,94427,1,4,0,19,3,7,0
28,84268,2,3,1,8,2,10,1
32,113151,1,2,1,13,4,19,0
27,83715,0,4,1,8,3,15,1
36,40674,1,1,0,5,3,5,0
45,116548,1,4,1,4,4,10,0
28,62356,0,4,0,9,3,12,0
41,68655,1,2,0,17,3,5,0
32,70108,2,3,0,2,4,1,0
29,119360,1,3,0,8,1,4,0
36,31608,1,3,1,5,3,14,1
27,163443,1,2,0,8,1,7,0
32,111401,0,4,0,7,1,10,0
26,90580,1,4,0,1,4,1,0
54,83627,1,4,0,12,3,26,0
37,92138,1,2,0,11,3,4,0
30,98028,1,4,1,3,4,8,0
38,101130,1,3,0,12,4,1,0
35,98890,1,2,0,12,4,1,0
35,87239,0,1,0,14,3,12,0
42,80066,1,2,0,2,2,27,1
43,81218,2,4,0,2,2,3,0
32,80127,1,3,0,9,3,1,0
31,113344,2,3,1,4,3,3,0
34,99838,0,2,0,4,3,1,0
18,25000,1,3,0,1,3,1,0
23,101397,1,1,0,3,4,11,1
49,89868,1,2,1,16,3,22,0
51,84532,1,3,0,10,3,1,0
34,75287,1,1,0,13,2,6,0
42,113102,0,4,1,2,1,2,0
39,108688,1,2,0,3,2,1,0
60,65678,0,3,0,19,3,1,0
47,95176,1,3,0,6,2,6,1
35,60708,0,3,0,3,3,1,0
28,50509,0,1,0,5,3,4,1
22,69332,1,1,0,3,2,1,0
38,106559,1,4,0,8,2,2,0
30,108828,1,2,0,10,3,1,0
24,97827,1,4,0,3,3,17,0
31,103127,1,4,1,6,3,9,0
27,97904,1,2,1,5,3,16,1
52,68962,1,2,1,15,3,3,0
44,95798,0,3,0,18,4,3,0
36,105010,1,4,0,14,3,3,0
50,103857,2,4,0,19,4,1,0
37,114722,1,3,0,10,2,10,0
29,102707,0,4,1,4,3,3,1
50,93786,0,1,0,2,3,3,0
41,111753,0,4,0,3,2,7,0
27,84336,1,4,0,7,2,4,0
35,62953,1,2,0,7,3,30,1
29,80923,0,2,0,10,2,3,1
24,66377,2,1,0,3,2,7,1
45,68120,1,2,0,17,4,2,0
54,81387,1,4,1,19,4,30,0
24,65189,1,2,0,5,3,4,0
42,77300,0,1,1,20,3,8,0
31,37659,1,2,1,11,4,1,1
32,90332,1,4,0,11,3,10,0
31,85030,1,3,1,1,2,2,1
29,64572,1,3,0,6,4,4,0
37,101481,0,2,1,18,3,17,0
29,108439,2,4,0,3,3,28,0
39,44811,0,4,0,4,3,4,0
36,65931,1,2,0,5,3,14,1
34,65771,2,1,0,7,4,1,0
28,61502,0,1,1,2,2,15,1
31,105736,1,1,0,1,4,7,0
43,80154,0,3,0,12,4,5,0
41,78387,1,4,0,10,3,17,0
28,34903,1,3,1,8,3,14,1
37,100885,1,4,0,1,3,2,0
43,54018,2,3,0,12,1,12,0
21,86498,1,3,0,2,2,1,1
41,91934,1,3,1,10,3,13,0
31,119016,1,2,0,6,3,9,0
42,52279,2,2,0,17,2,1,0
30,25000,0,3,0,10,2,9,0
20,89596,2,1,1,1,4,6,1
22,130012,0,2,0,3,3,7,0
37,115973,1,3,0,7,4,2,0
39,90241,0,4,0,12,2,2,0
28,72709,0,3,1,8,3,11,0
42,105178,1,4,1,20,1,2,0
22,60661,1,3,0,3,3,4,0
36,96908,1,4,0,17,3,9,0
26,97636,0,3,0,4,2,1,0
31,111505,1,4,0,9,3,7,0
37,153991,2,3,0,10,3,7,1
29,94810,1,3,0,6,3,9,1
33,72275,0,3,0,6,3,3,0
46,84360,1,3,1,1,2,4,0
31,40773,0,1,0,6,3,3,0
44,67632,1,1,0,12,4,13,0
26,74767,1,1,0,5,4,1,0
41,71897,1,4,0,13,4,26,1
49,88808,1,2,0,15,3,8,0
18,64439,1,2,0,1,3,17,1
29,113025,1,3,0,6,3,4,0
42,85005,1,2,1,11,1,3,1
35,84767,1,3,1,8,4,18,0
40,76802,1,2,0,5,3,1,0
31,88879,1,4,0,2,2,1,0
37,105627,1,4,0,12,1,2,0
35,63321,2,4,0,12,4,25,0
47,68547,1,3,0,2,1,8,1
39,77406,1,4,1,16,1,6,1
40,51353,0,1,1,3,3,9,0
33,64518,1,1,1,10,2,4,1
32,73094,1,1,0,3,4,11,0
33,106859,0,3,1,8,3,3,1
40,91564,0,3,1,7,3,14,0
33,89839,1,3,0,1,4,2,1
39,106272,1,1,0,12,3,2,0
55,81565,1,3,1,5,3,5,0
44,94761,0,3,0,16,3,4,0
34,82419,1,3,0,9,3,8,1
47,91634,0,3,0,4,2,3,0
33,70431,1,2,0,1,3,2,0
18,25000,0,4,0,1,4,5,0
27,81643,0,3,1,8,3,6,0
20,120568,0,2,0,1,4,1,0
33,108155,1,2,0,5,3,6,0
37,109134,0,3,0,2,3,3,1
52,115903,1,4,0,12,4,3,0
39,87216,1,3,0,1,1,2,0
35,89932,1,2,0,14,3,21,1
44,69558,1,4,0,12,3,9,0
18,77098,1,3,0,1,3,2,0
39,100394,0,3,0,12,2,8,0
43,115097,1,3,0,12,2,15,0
23,81513,0,2,0,3,2,4,0
47,73745,0,3,0,17,3,14,0
40,85013,1,2,1,20,4,1,0
33,100030,1,4,0,8,4,13,0
42,48903,1,3,0,11,3,6,0
57,27595,1,3,0,13,4,2,0
38,71236,2,3,0,8,3,4,0
39,54482,0,4,1,10,3,30,0
32,72296,0,4,0,8,3,12,1
29,81305,0,3,0,4,3,6,0
44,73668,0,3,0,8,2,1,0
29,121311,1,3,0,9,3,4,0
37,93168,1,3,1,7,3,2,1
32,92511,0,2,0,12,3,1,0
41,100555,2,3,0,2,4,6,0
40,56529,1,2,0,11,3,17,1
46,110977,0,4,0,8,2,9,0
32,83105,0,2,1,13,3,2,0
34,101762,0,4,0,5,3,6,0
28,58203,0,3,0,3,2,22,1
33,46156,0,3,0,7,1,10,0
40,105447,1,3,0,14,3,9,0
43,94410,0,1,0,15,4,27,0
28,62448,1,2,0,2,3,12,1
44,63258,2,1,0,19,4,1,0
49,113135,1,3,0,12,4,3,0
40,55264,2,3,0,20,2,26,1
53,126066,0,4,1,4,3,5,1
30,62484,1,2,0,3,3,1,0
25,100959,1,2,0,5,2,4,0
20,76784,0,3,0,1,3,9,0
50,100079,0,4,0,3,3,30,0
42,71397,1,3,0,15,2,3,0
36,80930,1,3,1,2,4,5,0
39,86022,1,3,0,12,3,16,0
26,59945,1,1,0,5,4,3,1
59,103520,1,4,0,17,2,1,0
38,72169,0,3,0,14,4,23,0
37,79285,1,2,0,10,3,5,0
43,60141,0,3,1,3,1,5,0
41,25000,0,1,0,4,3,7,0
39,80224,2,4,0,6,3,1,0
29,145315,1,2,0,8,3,21,0
41,104615,1,3,0,16,3,3,0
53,84518,1,2,0,7,1,4,1
49,78427,1,3,0,15,3,1,0
51,85561,0,4,0,20,3,3,0
32,98677,0,3,0,10,3,13,0
28,55479,0,3,0,6,3,12,1
35,112858,1,4,0,5,4,21,0
37,102884,1,1,0,1,3,4,0
46,102954,1,2,0,5,3,9,0
21,95961,1,2,0,1,4,5,0
50,85490,2,4,0,14,3,13,0
35,101821,0,2,0,9,1,9,0
33,99795,0,3,1,1,1,3,1
27,76148,1,3,0,7,3,3,0
22,70659,1,2,0,1,2,2,1
44,87546,2,2,0,7,3,6,0
37,123725,0,2,0,12,2,26,1
25,54022,1,3,0,6,2,1,0
25,48311,1,2,0,5,3,1,1
33,89119,0,1,0,10,4,1,0
52,86272,1,4,0,5,3,12,0
34,89333,1,4,0,9,4,3,0
23,91098,2,2,1,2,4,2,1
34,79419,0,2,0,8,2,3,0
34,122246,1,1,0,14,2,8,0
18,44977,1,3,0,1,3,6,0
36,64287,1,4,0,12,4,10,0
34,82418,1,1,0,15,3,3,0
43,43920,1,2,0,10,4,4,0
53,80603,1,4,0,20,1,1,0
47,126536,1,3,0,20,2,1,0
34,85522,1,1,1,10,3,4,1
27,90767,0,3,1,5,3,2,0
60,53495,1,2,0,13,2,7,1
37,69590,0,2,0,15,3,1,0
37,75620,1,4,0,8,1,1,1
36,77057,1,4,0,10,3,16,0
38,117041,1,3,0,3,4,6,0
35,98942,1,4,0,15,4,9,0
31,57213,2,3,1,5,3,14,1
32,91162,0,4,0,3,3,4,0
36,97455,1,3,0,5,3,11,0
32,113503,1,4,0,1,2,5,0
30,124513,0,4,1,6,2,2,0
37,59622,0,1,0,16,2,3,0
34,64728,2,4,0,8,4,5,0
50,53560,1,4,0,2,4,3,0
18,79149,2,4,1,1,3,3,1
46,96658,2,2,0,20,3,3,0
48,109683,0,4,1,15,2,1,0
18,83101,1,4,0,1,3,1,0
33,77003,1,2,0,2,3,1,0
33,88793,1,4,0,1,3,1,0
24,64121,1,1,0,2,2,3,0
29,137238,1,1,0,3,4,7,1
27,44808,1,3,1,4,3,1,1
52,89618,1,3,0,8,4,17,0
45,135590,0,3,0,6,4,13,0
48,85169,1,1,0,12,4,5,0
43,80249,1,4,0,7,2,10,0
26,76063,1,1,0,2,1,3,0
32,80490,0,1,0,6,2,1,1
41,119321,1,1,0,14,2,18,0
26,29703,0,3,0,4,3,1,0
43,123335,1,4,1,14,3,23,0
34,49401,1,3,0,5,3,6,0
33,78333,1,4,1,9,2,2,1
43,74268,0,1,0,8,4,5,0
40,99713,1,3,0,2,1,5,1
33,45046,1,3,0,12,2,1,0
47,96554,1,3,0,16,3,3,0
27,135607,1,1,1,5,3,10,1
42,50920,1,3,0,7,3,5,0
42,89742,1,3,0,16,1,2,0
34,68450,0,4,1,7,3,3,1
39,95647,0,3,0,14,1,15,0
25,85478,1,1,0,6,2,5,0
45,68962,1,3,0,12,3,6,0
35,97196,1,2,1,1,2,26,1
32,130108,0,4,0,1,2,3,0
46,80227,0,3,0,12,3,5,0
30,102993,1,2,0,4,4,13,0
24,52668,0,4,1,5,4,11,1
22,61089,1,3,0,3,3,2,0
42,96810,0,1,0,4,2,1,1
25,122102,1,3,0,3,2,9,0
52,93890,2,2,1,7,2,2,1
18,77173,0,4,1,1,3,20,1
52,84982,1,4,1,6,3,1,0
38,53739,0,4,0,16,3,3,0
36,100112,1,3,0,8,3,1,0
32,107058,1,3,0,7,2,9,0
40,73697,1,4,1,6,3,17,0
36,73248,1,1,0,10,2,8,0
46,91646,1,3,0,16,3,22,1
38,74082,0,3,1,11,3,1,0
38,83346,0,1,0,13,3,1,0
33,137493,1,3,0,13,3,14,1
36,78824,1,4,0,6,3,15,1
39,76041,1,4,0,1,2,14,0
21,68811,1,1,1,1,1,12,1
24,103604,1,1,0,3,3,3,0
43,80469,1,2,0,12,2,1,0
38,68765,1,4,0,6,3,21,0
35,118032,2,1,0,14,3,2,0
37,120490,1,3,0,18,4,4,0
40,69989,0,1,0,13,4,9,0
32,38336,0,3,0,7,1,2,0
29,110187,0,2,0,7,4,13,0
