Age,Salary,Department,JobSatisfaction,Overtime,YearsAtCompany,WorkLifeBalance,DistanceFromHome,Attrition
50,60547,0,2,1,19,3,2,0
18,68885,2,3,1,1,2,1,1
25,49840,0,1,0,5,1,7,1
29,53140,1,2,1,7,1,30,1
47,80833,0,3,1,10,2,2,1
38,29628,1,4,0,3,4,12,0
41,79604,0,4,1,8,2,8,0
39,51074,1,2,1,9,4,1,1
40,64426,1,3,1,5,3,4,1
43,58538,0,3,1,13,3,8,0
27,63244,1,4,0,6,1,3,1
26,73140,0,4,0,1,2,6,0
35,75632,1,3,0,12,2,13,0
34,103446,0,2,0,3,3,8,0
24,48593,2,4,0,4,2,4,0
35,63432,1,4,0,8,3,2,0
34,97909,1,4,1,3,1,4,1
42,69372,1,2,0,12,3,7,0
47,82726,1,4,1,14,3,13,1
21,74836,1,1,0,1,3,9,0
26,67180,1,4,1,3,3,1,1
41,91409,1,4,1,14,3,1,0
26,54836,2,2,1,7,4,3,1
38,58131,0,3,1,14,1,1,1
24,31391,0,2,0,2,2,5,1
43,84752,1,3,1,2,3,16,1
44,68291,2,4,0,7,4,15,0
42,91782,2,4,0,13,4,10,0
39,69146,1,3,1,2,4,7,0
45,73852,0,2,0,8,2,12,1
51,97260,1,1,0,7,3,6,1
37,47211,1,4,0,16,1,28,1
45,62193,1,3,1,2,3,1,0
43,58782,1,1,1,9,3,11,1
37,66176,1,3,1,6,4,7,0
38,55349,1,3,1,5,4,7,1
32,68032,2,3,1,3,3,5,0
46,47302,1,3,1,4,4,2,0
46,40915,1,3,1,3,4,21,1
28,50031,2,3,1,3,3,4,1
29,27611,2,3,0,6,3,5,1
49,25000,1,4,1,19,4,3,1
52,67247,1,3,1,13,2,5,1
32,58004,0,3,0,9,3,7,0
42,61468,1,4,1,4,3,14,0
29,96211,2,4,0,4,2,1,0
34,54432,1,2,1,14,2,4,0
33,62600,1,3,0,11,2,1,1
41,69446,1,4,0,9,2,3,0
31,49598,1,1,0,6,2,5,1
36,85644,1,4,0,2,4,1,0
36,62490,1,2,1,12,3,1,1
44,70789,1,4,1,2,3,1,1
39,41543,0,3,0,18,3,18,0
36,82751,0,1,0,16,2,11,0
43,69678,1,4,0,4,4,5,0
40,93512,0,1,0,16,2,3,0
31,80979,0,3,0,3,2,1,0
24,62371,1,4,1,4,2,5,0
41,56334,0,2,0,17,2,9,0
35,72933,0,1,0,11,4,6,0
51,58522,0,4,0,9,3,3,0
46,63758,1,3,0,3,2,1,0
33,69726,2,2,1,3,4,3,1
32,65418,1,2,1,11,1,3,1
51,55260,1,1,1,13,2,13,1
36,42646,1,4,0,17,2,1,0
35,26908,2,3,1,3,2,14,1
23,51660,1,3,0,1,2,17,1
30,25000,1,3,0,2,2,10,1
49,83472,1,4,0,17,2,5,0
52,75614,0,3,1,20,1,15,1
46,70608,0,2,0,8,3,11,0
33,95105,2,2,1,10,2,6,0
42,47303,1,1,0,11,2,1,1
32,40648,0,4,1,2,2,1,1
56,75699,1,1,1,2,3,1,1
46,73423,1,4,0,14,2,11,0
35,25000,0,1,1,6,3,16,1
42,53625,2,4,0,7,4,26,0
38,70187,1,2,1,15,2,11,0
41,60495,1,4,1,11,4,5,1
38,55732,0,1,0,7,3,3,1
27,64805,0,1,0,5,3,12,0
46,57424,1,4,0,10,1,23,0
23,61961,1,2,0,4,2,5,1
31,103383,1,3,1,8,3,5,0
37,25000,1,4,0,5,2,10,0
49,86105,0,3,1,16,3,1,1
41,68650,1,4,0,6,2,3,0
29,58028,0,4,0,7,3,6,1
31,66047,2,3,0,2,3,13,0
42,59841,1,3,1,14,4,8,1
44,59680,1,4,0,10,3,15,0
36,76033,1,3,0,13,4,1,1
28,70183,2,3,0,3,1,1,0
45,61172,1,2,0,10,3,8,0
43,54868,0,4,0,17,2,3,0
20,74314,0,3,0,1,3,20,0
45,86036,0,3,1,9,3,1,0
35,63127,0,3,1,3,3,16,1
56,44647,1,3,0,3,2,1,1
24,95968,0,3,1,4,1,5,1
33,59824,1,4,0,14,3,1,0
42,90826,0,2,1,18,4,1,0
49,71890,1,4,1,1,2,3,0
36,48340,1,3,1,4,3,2,1
42,67738,1,4,0,11,3,2,0
37,71039,0,2,0,17,3,16,0
29,83192,1,1,1,9,1,11,1
44,62463,2,2,0,13,4,12,0
48,70308,1,4,0,15,2,17,0
45,53169,1,4,0,11,2,15,0
41,34481,0,1,0,12,1,6,0
38,62270,0,3,1,18,3,3,0
43,51462,0,4,0,15,3,5,0
30,72374,2,3,0,2,3,29,1
46,101057,2,4,1,3,2,1,1
38,73399,1,4,1,12,2,1,0
34,70411,0,3,1,9,4,20,1
41,53303,2,4,0,18,2,7,0
34,60518,0,1,1,1,3,10,1
36,66870,1,3,0,5,3,1,1
45,29860,1,4,1,19,4,1,0
28,44172,0,3,1,6,3,4,1
45,92004,1,3,1,13,3,3,1
46,38188,0,2,1,7,4,8,0
37,77093,1,3,0,9,3,1,0
22,83185,1,2,1,2,2,5,1
46,87368,1,2,0,20,2,4,0
34,36695,1,3,0,5,2,20,0
39,52948,2,4,0,8,3,1,0
43,57446,2,3,1,17,2,3,1
32,66739,0,3,0,4,2,1,0
47,32988,1,2,0,5,3,17,1
29,52725,2,4,1,6,4,9,1
36,69930,1,1,1,17,3,5,0
29,60037,0,2,0,7,4,2,0
30,25000,1,4,0,9,1,13,1
28,25000,1,4,1,8,3,12,1
47,58211,2,4,1,15,1,20,1
36,31946,0,1,0,6,3,2,0
30,86179,1,3,0,9,4,6,0
49,45820,1,4,1,1,4,21,1
22,49755,1,2,0,3,2,1,0
39,27246,1,4,1,14,2,2,1
45,68949,1,4,1,9,4,2,1
38,77273,1,2,1,19,2,1,0
33,52045,1,2,1,6,4,3,1
36,80686,1,3,0,7,3,1,0
41,63458,2,3,1,20,3,6,0
37,74879,2,2,0,17,3,3,0
36,67710,2,3,1,5,4,4,1
31,68927,1,4,0,10,4,23,0
33,51759,1,3,0,9,4,9,0
46,63506,1,4,0,17,1,3,1
46,52060,1,4,0,12,4,12,1
28,105895,1,4,0,5,3,1,0
53,70853,0,2,1,2,4,2,1
18,54444,1,1,0,1,2,5,1
37,46999,2,4,0,9,3,1,1
34,66961,1,3,0,10,4,1,0
39,52968,1,1,1,8,4,11,1
54,74590,1,4,1,12,4,14,0
32,60367,1,3,1,6,3,6,1
18,47518,1,3,1,1,4,4,1
35,65562,1,3,1,9,3,11,1
34,86229,1,4,0,8,4,1,0
45,78719,1,4,0,14,4,4,0
35,67818,1,2,1,13,3,4,1
44,25000,1,2,0,13,3,21,0
44,64380,0,1,0,17,3,6,0
32,26309,1,2,1,5,3,3,1
35,40580,0,3,0,13,2,2,0
32,68197,1,3,0,10,3,22,1
47,30188,1,3,1,1,4,1,1
18,26527,1,4,1,1,3,23,1
27,67261,0,3,1,6,3,3,1
20,57521,0,3,0,1,4,1,0
34,49427,1,3,0,13,4,17,1
42,39157,2,3,1,13,3,10,1
30,81185,0,2,0,11,4,30,1
35,53980,0,3,0,5,4,1,1
46,69792,1,3,1,14,3,9,1
51,57978,1,4,0,1,2,11,1
22,66451,1,4,1,1,2,1,0
33,85504,1,2,0,13,1,9,0
26,55068,1,3,0,1,3,6,0
49,70933,0,4,1,5,3,1,0
50,42522,1,3,1,3,2,5,1
39,35534,1,2,1,13,1,3,1
37,78075,0,4,0,4,4,5,0
29,28895,0,2,0,1,4,22,1
45,67684,1,3,0,15,2,3,0
31,46497,2,4,0,9,2,4,0
22,54644,1,3,1,3,3,13,1
47,45698,1,3,1,7,4,6,0
41,51463,0,3,1,19,4,12,1
29,55646,0,2,1,10,3,1,1
40,36609,1,3,0,11,4,14,0
44,26012,1,4,1,8,3,16,1
40,72640,1,3,1,19,3,11,0
37,59973,2,2,0,8,3,5,0
30,68044,2,2,0,6,3,9,0
27,82456,0,2,1,5,3,8,0
42,72597,1,3,0,16,2,5,0
34,47978,0,2,1,5,3,3,1
39,47471,2,1,1,4,3,5,1
34,71325,1,1,0,8,2,13,1
44,67186,2,1,1,17,4,6,1
35,34266,0,3,0,12,2,13,1
35,80620,1,2,0,1,3,1,0
27,63368,0,2,0,7,3,11,0
27,63851,1,1,0,7,4,1,0
39,67144,0,3,1,10,3,8,1
34,69584,2,3,0,10,3,6,0
56,31442,0,3,1,20,4,1,0
60,74900,1,3,0,17,2,2,0
42,63793,1,4,1,19,3,2,0
40,55811,1,3,0,8,4,10,0
29,67269,0,3,0,9,3,2,1
55,92186,1,4,0,16,2,16,0
18,64843,1,1,0,1,3,16,1
46,90519,1,4,1,18,1,2,0
34,76278,0,2,0,14,2,8,0
21,39663,1,3,1,1,3,4,1
41,33021,1,2,0,4,3,14,1
31,41954,1,4,1,4,4,1,0
44,43107,1,3,0,15,3,12,0
49,40938,0,2,0,19,3,1,0
43,45681,2,1,1,8,1,3,1
18,72237,1,3,1,1,4,11,0
30,63565,1,2,0,6,3,20,0
37,85948,0,3,0,3,4,1,0
52,83997,1,1,0,5,2,8,1
42,90933,2,1,0,14,3,1,0
47,55784,1,3,0,3,2,3,1
30,45134,1,2,0,5,2,1,0
43,61711,1,2,1,4,3,30,1
39,68754,0,3,1,15,3,6,1
40,101200,1,1,0,1,4,1,0
27,88695,1,3,0,3,2,5,1
31,55696,1,3,0,5,3,7,0
31,89179,1,4,0,11,4,15,0
29,52603,0,4,1,5,2,3,1
37,71154,1,3,0,11,1,18,0
36,64759,2,1,0,17,3,3,0
40,68550,1,3,1,3,2,30,1
50,79976,2,4,1,14,3,1,0
30,58754,1,4,0,9,4,1,0
31,39053,1,4,0,5,2,5,0
34,55078,1,4,1,7,3,4,1
60,25000,1,4,1,12,3,8,0
29,38181,1,2,1,4,4,3,1
41,50919,0,2,0,13,3,8,1
32,77610,0,4,0,13,2,24,0
35,62920,2,3,0,15,3,1,0
45,67300,1,1,1,9,4,1,1
38,64175,1,3,0,13,2,2,1
41,34251,1,2,0,4,4,1,0
24,67761,0,4,1,2,4,6,1
24,55388,2,4,0,3,4,2,0
42,69997,0,2,1,9,4,19,1
28,83129,2,1,0,8,4,9,0
32,82740,2,3,0,8,3,15,0
43,62002,1,2,1,13,3,1,0
54,25000,1,1,0,8,3,4,0
31,73126,2,2,1,10,3,10,1
43,40071,2,4,1,5,2,1,1
30,84907,1,2,1,8,3,1,1
23,99026,1,1,1,1,1,9,1
21,86668,0,3,1,2,3,1,1
47,62286,1,3,0,17,4,17,0
38,39746,1,3,1,2,1,18,1
33,71086,2,4,0,4,1,2,0
44,53938,0,3,0,20,2,2,0
41,61715,1,3,0,12,3,7,0
18,35747,1,3,0,1,3,5,1
36,45232,1,3,0,7,3,8,0
44,32044,2,1,1,13,3,6,0
41,31834,0,3,1,18,3,5,1
44,78971,0,2,1,1,3,4,1
38,68721,0,4,0,16,3,13,0
26,33328,1,2,0,6,1,15,1
27,39251,1,2,1,5,1,11,1
43,61473,1,4,0,15,3,13,0
32,57306,0,3,0,13,3,1,0
27,84356,1,1,0,6,3,1,0
38,52012,1,3,1,13,3,29,1
33,80613,2,3,1,3,2,3,0
52,75169,1,3,0,8,2,3,0
26,59691,0,1,0,2,2,1,1
41,100269,0,3,1,11,3,2,1
27,77117,0,1,1,6,2,1,1
48,37040,2,3,0,11,3,1,0
37,99771,1,1,0,12,4,6,0
29,62575,1,2,1,8,3,7,1
34,66937,1,3,1,3,1,12,1
41,56125,1,3,1,8,3,1,0
25,72740,0,3,1,3,4,2,1
28,45875,1,1,0,2,4,1,0
45,64217,0,4,0,18,3,2,0
34,74462,2,4,1,1,3,3,1
41,64337,1,2,1,17,4,3,1
49,56724,1,2,1,3,4,15,1
25,84216,1,1,0,6,1,13,0
30,48828,1,2,0,11,3,6,0
22,91323,0,1,1,3,3,13,1
30,67366,1,3,1,6,4,11,1
35,35090,2,1,0,9,3,2,1
29,38326,1,2,1,7,4,6,1
38,95245,1,2,0,14,2,1,0
50,70874,2,3,1,18,2,18,0
20,47325,2,4,1,1,1,5,1
50,53018,0,3,1,5,3,9,1
39,67296,1,4,1,13,2,1,1
29,57428,1,3,0,9,4,2,1
35,61821,1,3,1,3,1,2,1
32,78756,0,4,0,2,2,4,0
37,97959,1,4,0,11,3,1,0
44,73098,1,2,0,17,3,1,0
31,86869,2,4,0,1,4,2,0
18,54447,0,4,1,1,3,1,1
47,65503,1,4,0,12,3,1,1
33,74630,0,4,1,13,3,12,0
52,59973,1,3,1,14,2,6,0
37,25000,0,3,1,7,3,3,0
22,91715,1,4,0,3,2,14,0
46,31925,0,3,1,9,2,4,0
38,70478,1,4,1,16,1,5,1
20,44566,2,3,1,1,3,3,1
29,53803,1,1,1,2,3,2,1
29,76320,0,2,1,8,2,30,1
36,50739,0,3,0,14,3,12,0
38,25000,1,4,0,6,3,20,0
28,49921,2,2,1,4,3,1,1
40,63769,0,3,0,13,3,1,0
41,55748,2,2,0,8,4,1,1
34,97208,0,4,1,1,4,1,1
31,53585,0,3,1,7,3,5,1
23,38356,1,2,0,2,3,24,1
49,107076,1,3,1,4,4,1,0
44,84473,1,3,1,4,3,1,1
27,71370,1,3,0,6,2,1,0
36,37871,1,2,1,3,3,7,1
45,85552,1,1,1,4,2,10,1
36,66083,1,2,1,10,4,7,1
41,75884,1,3,1,6,4,5,1
51,54612,1,4,1,5,3,1,0
33,54618,1,4,1,12,3,3,0
41,86051,0,3,1,4,2,1,1
48,37215,1,3,0,9,4,8,0
38,98044,1,3,1,4,3,6,1
28,53843,2,3,0,6,2,20,1
32,46906,1,2,0,13,3,1,0
45,35891,2,2,1,12,3,20,1
38,41920,1,2,0,6,1,1,0
32,91210,1,2,1,11,2,5,1
47,57112,0,1,0,10,2,15,0
18,45775,1,3,0,1,2,4,1
41,91298,1,4,0,15,1,15,0
42,62572,0,3,0,18,3,8,1
26,61510,1,4,0,6,3,4,0
29,66955,0,3,0,6,3,6,1
28,32740,0,4,0,2,3,3,0
30,85897,1,3,1,7,4,7,1
29,47094,2,3,0,3,1,6,1
31,61308,1,3,1,9,3,1,1
40,75672,0,1,0,8,3,1,0
31,56834,1,3,1,11,3,19,1
43,52940,0,3,0,5,4,8,0
49,65872,0,2,0,17,2,1,0
31,102647,1,4,0,4,3,1,0
45,78429,0,4,1,2,2,3,1
40,58386,1,3,1,20,2,5,1
41,49188,1,2,0,8,4,8,1
38,60281,1,1,1,5,4,13,1
39,50818,0,4,0,17,3,4,0
31,68345,1,4,0,3,3,6,0
50,43245,1,4,1,14,2,6,1
37,74586,0,3,0,16,4,11,0
36,25000,0,1,0,9,4,4,1
42,62414,1,1,0,14,1,4,0
37,39078,1,3,1,1,2,8,1
41,31076,2,2,1,12,4,1,1
18,74637,1,3,0,1,2,1,1
21,46262,0,1,0,1,4,1,1
33,55920,1,4,1,2,1,1,1
34,31597,1,1,0,3,2,9,1
26,29634,1,2,0,1,4,18,1
18,95385,1,4,0,1,3,2,1
34,47767,1,2,0,10,4,1,0
37,88381,0,3,1,4,3,5,1
20,51551,1,3,1,1,2,11,1
33,50443,0,2,1,1,3,7,1
30,75119,2,2,0,6,2,1,0
36,80892,2,3,0,2,4,30,0
54,70188,1,3,0,12,3,1,0
38,26349,1,2,1,10,3,5,1
23,88756,1,4,1,3,1,2,1
30,41103,1,4,0,7,3,2,0
40,72979,1,4,0,20,3,1,0
51,97428,1,2,0,9,1,21,1
35,59151,1,2,0,12,3,3,0
56,45642,0,3,1,9,4,2,0
34,45358,0,4,0,12,1,19,1
31,71463,1,2,0,11,4,3,0
18,36219,1,2,0,1,2,7,1
48,66327,1,3,0,9,3,2,0
37,61169,0,4,1,5,2,8,1
40,25000,0,4,1,7,4,19,1
40,55376,0,3,0,18,4,3,0
51,55086,1,3,0,10,3,12,1
27,70800,1,4,1,1,1,27,1
53,89319,1,4,1,8,4,22,0
43,89564,1,2,1,2,1,4,1
31,43403,1,3,0,12,2,6,1
38,76448,1,3,1,14,3,1,1
36,89381,1,1,0,13,3,17,0
28,68885,1,2,0,1,3,3,0
45,55609,0,4,1,18,3,5,0
40,59781,1,1,0,8,4,10,0
49,55182,0,3,0,10,3,1,0
36,85384,1,3,0,12,2,10,0
32,72038,1,2,0,2,1,1,1
35,60922,2,3,0,4,3,1,0
34,33818,0,3,0,10,3,14,1
47,41593,1,2,1,9,3,11,0
29,54607,0,4,0,3,3,5,0
46,73474,2,1,0,6,1,8,1
21,74495,0,3,1,2,3,4,0
40,70212,1,2,1,16,3,2,1
34,74717,1,4,1,9,3,2,0
35,45895,1,1,1,10,1,10,1
35,25000,1,4,0,16,3,12,0
34,54583,0,2,1,3,3,9,1
41,35187,1,3,0,5,2,6,1
33,63626,1,3,0,13,2,3,0
46,59342,1,3,0,17,1,1,1
29,51115,2,3,0,1,4,3,1
31,53085,2,1,0,7,3,18,0
29,63975,2,1,0,6,3,12,0
25,34163,2,4,0,4,3,24,1
51,46473,1,2,1,13,3,13,1
42,39659,1,3,0,1,3,20,1
34,66350,1,3,1,12,3,7,1
47,91997,1,4,0,9,3,22,0
28,72034,1,4,1,6,3,15,0
31,45778,0,4,0,10,3,2,0
30,62318,1,3,1,3,2,1,1
34,81102,1,3,0,7,3,28,1
31,75126,0,2,0,5,4,6,0
38,31642,0,4,1,17,3,17,0
31,34167,0,1,1,2,3,7,1
58,94283,1,2,1,14,3,6,0
41,62014,1,1,0,1,4,9,0
48,48534,2,3,0,11,4,3,0
22,98503,1,1,1,1,4,30,1
43,97689,0,3,0,19,3,4,0
29,70208,1,2,1,4,2,1,1
48,59736,1,1,1,20,3,24,1
33,36414,1,2,0,8,3,8,1
47,41724,1,3,0,9,3,2,0
38,76516,0,4,0,11,2,12,0
37,65649,0,4,0,12,3,15,0
40,53837,0,1,0,18,3,14,0
24,65329,1,2,1,2,2,9,1
18,39500,1,2,0,1,2,15,1
21,51471,2,4,0,2,3,3,0
41,103848,1,3,0,10,2,18,0
31,75448,1,3,1,2,3,8,1
34,88065,1,1,0,1,3,1,0
50,55615,1,3,0,1,3,12,0
37,68540,1,1,0,12,4,30,0
38,80021,0,1,1,18,3,1,0
29,94532,0,1,1,9,3,1,1
28,100224,1,1,1,1,1,8,1
39,77455,2,2,0,8,2,11,0
32,59512,1,3,1,3,2,4,1
50,88657,0,4,0,13,3,11,0
45,53213,2,1,1,20,3,2,1
31,25000,0,3,0,10,3,3,1
31,68338,0,1,1,5,3,18,1
51,86173,2,3,0,11,3,1,0
34,127679,0,3,1,5,3,6,1
35,55451,0,2,0,8,4,3,1
35,57819,1,1,0,15,4,8,0
40,48222,0,3,0,10,2,1,1
18,38350,0,4,1,1,3,1,1
32,43779,0,2,0,7,2,6,0
31,79270,1,3,1,3,2,4,1
36,44653,0,2,0,3,2,1,0
34,97438,1,4,0,4,2,14,0
34,35292,1,4,0,5,3,1,0
43,73328,2,3,1,10,2,2,0
30,35690,1,2,1,2,4,5,1
38,25000,1,3,0,10,3,12,0
20,45930,1,3,1,1,2,9,1
34,50968,0,3,1,12,2,19,0
39,48405,0,4,0,18,3,19,0
56,73810,1,3,1,10,3,1,1
27,77816,1,1,1,7,3,1,1
23,71763,1,1,0,4,2,5,1
27,53056,0,3,1,8,4,2,0
28,48982,0,3,1,5,2,1,1
46,48570,1,4,1,15,2,7,0
18,65788,1,3,0,1,3,14,0
34,56503,1,3,1,11,4,6,1
31,57975,0,3,0,10,2,10,0
35,102173,0,3,0,15,2,6,0
34,56058,2,3,0,8,3,3,1
50,48955,1,3,1,1,3,9,1
39,26582,1,4,1,11,3,1,1
43,25596,0,3,0,10,4,7,0
32,36085,0,3,1,4,3,24,1
42,31661,1,1,1,19,3,2,1
30,25000,0,2,0,3,2,1,0
46,54206,0,3,1,15,3,1,1
35,58203,1,4,0,10,2,9,0
37,37201,1,3,1,7,3,10,1
33,81670,1,4,0,2,3,2,0
38,53429,1,3,0,19,4,2,0
38,45322,1,1,1,17,3,1,0
46,77826,0,3,0,12,2,3,0
29,55217,1,1,0,4,1,4,0
46,81187,1,3,0,6,3,16,0
33,49371,0,1,0,11,2,1,0
41,50192,1,4,1,11,4,7,1
37,51345,1,4,0,6,3,1,0
29,92506,0,3,0,10,3,8,0
39,71070,2,1,1,20,2,5,1
36,80889,0,1,1,5,4,1,0
44,65872,0,2,0,18,1,4,0
42,61473,0,2,0,5,3,1,0
40,83020,2,3,1,17,4,1,0
40,60161,1,1,0,3,3,2,0
40,49261,1,2,1,3,1,1,1
43,76098,1,4,1,15,4,3,0
47,45224,0,3,0,15,4,9,0
37,82567,1,3,0,6,3,1,0
48,49543,0,4,1,5,2,1,0
54,73237,1,3,0,8,4,1,0
50,45311,0,3,1,16,3,30,1
40,59701,2,4,1,13,3,9,0
48,27667,1,2,0,14,3,4,1
38,90172,2,4,1,4,2,16,1
40,57683,0,1,1,9,2,6,1
32,57702,1,4,1,9,3,13,0
31,52893,1,2,0,8,3,3,1
18,47516,0,4,0,1,3,1,0
44,82931,1,2,1,3,1,5,1
26,53115,1,4,1,5,3,5,1
44,67099,1,3,0,4,4,1,1
36,74981,0,2,1,15,3,1,1
39,43842,1,3,0,6,4,7,0
26,63435,1,1,0,1,3,6,0
35,60610,2,1,1,14,2,23,1
52,92134,0,1,1,13,2,2,0
39,82510,1,3,0,2,4,11,1
18,77867,1,2,0,1,2,1,1
60,86273,1,1,1,19,2,6,1
35,98095,2,3,1,1,4,6,0
45,77210,1,4,1,13,4,2,0
43,58981,0,3,0,12,1,7,1
18,46609,0,2,0,1,2,22,1
33,46214,1,3,0,12,4,11,0
37,54913,2,1,0,13,3,16,0
29,108234,1,3,0,2,2,4,0
46,57081,1,1,0,12,4,5,0
60,60228,2,3,1,13,3,5,0
20,73332,1,3,1,1,3,22,1
26,72397,1,4,0,2,2,30,1
44,42638,2,2,0,3,3,5,1
53,73367,2,2,0,6,4,30,1
31,66723,1,2,1,12,1,5,1
32,79363,0,3,0,2,1,8,1
24,46436,1,4,0,1,2,3,1
38,75597,1,2,0,3,1,1,1
18,90036,2,3,0,1,2,3,0
41,54510,1,2,0,12,2,2,0
33,65977,0,4,0,9,1,3,0
32,67244,1,3,1,9,3,3,1
18,71744,1,4,1,1,3,6,1
34,55237,1,3,0,12,2,30,0
33,66587,1,3,1,10,2,9,1
23,25000,1,4,1,3,1,2,1
48,93649,0,3,1,6,4,3,0
34,43009,0,3,1,5,4,5,1
40,85414,1,4,1,13,3,16,1
48,57329,1,3,0,5,3,26,1
32,58283,1,4,0,1,2,29,1
32,55171,1,2,1,5,1,10,1
