Age,Salary,Department,JobSatisfaction,Overtime,YearsAtCompany,WorkLifeBalance,DistanceFromHome,Attrition
35,59751,0,2,0,15,3,1,0
40,52732,0,4,0,5,2,1,0
44,77602,2,2,0,16,1,7,0
39,32154,2,2,1,1,3,3,1
29,61075,1,3,0,6,3,17,1
36,76114,0,4,1,6,3,6,0
49,79027,1,2,1,3,3,5,0
38,68818,2,2,0,8,1,1,1
25,48153,1,2,0,5,3,2,0
44,47904,1,3,1,12,3,2,0
41,65822,1,3,0,7,3,1,0
50,44292,1,2,0,6,3,6,1
39,61383,0,3,0,8,2,3,0
42,56289,1,2,0,18,3,1,0
36,84740,0,1,1,6,1,1,1
29,58546,1,2,0,3,3,19,0
33,90876,1,2,0,13,4,1,0
37,67091,1,3,1,4,2,5,0
28,62357,0,1,0,8,3,10,1
39,45607,2,3,0,6,3,4,0
45,52556,1,1,0,6,2,9,0
30,39227,1,2,1,7,3,2,0
40,72791,2,3,0,2,2,24,0
33,68325,1,3,0,14,3,4,0
35,73939,0,4,1,1,3,1,0
52,84170,1,3,0,17,3,1,0
31,83324,1,2,1,4,2,2,0
26,58079,0,1,1,6,3,2,1
38,92308,1,2,1,6,2,1,1
38,27486,0,2,1,15,2,13,0
39,87939,1,3,0,11,4,1,0
19,63182,1,2,0,1,2,28,1
52,28497,1,1,0,12,3,1,0
35,45834,0,1,1,1,3,1,1
48,58328,0,3,0,1,3,1,0
31,63310,0,3,0,7,3,10,1
39,78642,1,1,0,5,2,5,1
40,69594,0,1,1,7,3,1,1
48,60622,1,4,0,8,2,4,0
32,77933,0,4,1,9,3,3,0
38,54832,2,3,1,13,1,1,1
31,67798,1,4,1,9,1,8,0
40,81150,0,2,0,8,3,14,0
27,38467,0,3,1,2,2,15,1
31,69714,2,2,1,8,3,13,1
46,73586,1,4,0,12,3,7,0
37,49380,2,3,0,2,3,7,1
45,53665,2,3,0,16,4,3,0
44,63289,1,2,1,8,3,2,0
41,44506,1,3,1,1,4,14,1
35,86210,1,4,0,10,3,5,0
49,120134,0,4,1,6,2,2,0
20,74928,0,3,0,1,3,12,1
56,38932,0,4,1,7,3,4,1
18,26811,1,1,0,1,3,17,1
38,52282,1,4,0,14,3,1,0
31,73373,1,2,0,9,3,8,0
31,64219,1,2,0,4,3,10,0
27,56338,1,2,0,7,2,1,0
33,60849,1,4,0,8,3,30,0
54,61500,1,3,0,19,3,4,0
40,72161,1,3,0,4,3,18,0
37,25000,2,2,1,17,3,17,0
39,61270,1,2,0,2,1,12,1
37,42637,1,3,0,6,3,10,0
50,67627,1,1,1,5,2,1,1
38,90210,1,3,1,18,3,23,1
40,57648,1,3,0,4,2,7,0
44,61595,1,1,0,10,4,3,0
32,83001,2,1,1,4,3,1,1
30,75385,1,4,0,8,4,4,1
35,57726,2,3,1,4,2,1,1
30,29047,1,2,1,7,4,1,1
27,40069,2,3,0,8,3,29,0
27,41370,0,3,0,3,2,7,1
51,76219,2,3,0,9,1,17,0
27,71439,1,2,1,6,3,1,1
34,50540,1,3,1,6,2,1,0
31,62916,1,3,1,3,3,2,0
37,70074,0,1,0,11,3,10,0
36,67605,0,4,0,14,3,15,1
39,98667,2,4,0,8,2,9,0
52,49362,0,2,1,20,2,30,0
36,54092,0,3,1,10,3,16,1
47,71601,1,2,1,14,3,6,1
33,66980,2,4,0,10,2,18,0
52,35254,0,4,0,1,1,3,1
52,38881,1,4,1,13,2,7,1
47,44045,1,2,1,19,4,3,1
47,86993,1,3,1,13,3,12,0
36,57385,1,3,0,9,2,30,1
39,67367,1,2,0,8,2,8,0
40,66306,0,2,0,12,2,22,0
35,55092,0,3,0,8,1,9,1
32,37897,2,3,0,7,2,2,1
39,53807,1,4,1,12,3,20,0
25,47980,0,2,1,2,3,1,1
41,99075,1,3,0,11,3,6,0
42,57455,0,1,1,11,3,20,1
39,93716,1,3,0,2,3,1,0
27,83884,0,2,1,7,3,4,0
41,62130,1,4,0,14,2,27,0
43,25000,0,3,1,6,3,29,0
46,92741,1,2,1,4,2,3,0
35,51227,1,3,0,8,1,10,1
33,63431,0,2,0,1,4,17,0
42,70545,0,1,0,1,3,2,1
46,80014,1,3,1,14,2,7,0
23,25170,1,4,1,2,2,12,0
47,61882,0,3,0,16,3,2,0
46,54525,0,1,0,17,4,13,1
32,35369,1,3,0,1,3,7,0
35,82068,1,4,1,4,3,1,0
37,47033,2,4,0,9,3,1,0
40,44438,1,4,0,4,3,9,0
25,84591,1,4,0,1,2,1,0
41,66965,1,3,1,3,2,7,0
39,45967,0,2,1,7,3,2,0
33,58532,2,4,1,9,2,6,0
44,50444,1,1,1,20,2,2,1
33,67868,1,2,1,7,2,15,0
27,39385,1,3,1,8,2,1,1
28,87328,1,1,0,7,1,1,0
23,60711,1,2,0,1,4,29,1
31,67371,1,1,0,10,4,1,1
45,63137,1,4,0,2,3,6,1
27,25000,0,2,0,4,1,10,1
45,60231,2,3,1,4,3,3,1
38,60287,2,3,0,5,3,3,0
36,57509,1,3,0,9,1,2,0
18,71919,1,1,1,1,2,6,1
25,77430,2,3,1,3,3,1,0
37,82825,1,1,0,2,3,20,1
32,70648,1,4,1,4,2,15,1
39,58124,1,2,1,10,3,8,1
25,78261,1,3,1,5,4,4,0
45,50830,0,2,1,13,3,6,1
28,64463,0,4,1,6,2,20,1
19,92642,1,2,0,1,3,4,1
48,108690,1,3,1,12,4,1,0
36,53105,1,3,0,3,2,16,0
37,71748,0,2,1,13,3,15,1
33,49354,0,2,1,12,3,9,0
34,64595,0,2,1,1,4,5,0
33,26201,1,2,1,13,4,9,1
54,26137,0,2,0,11,2,1,1
46,69263,2,4,0,6,4,5,1
30,80376,1,2,1,4,4,1,0
29,64438,1,3,1,3,1,9,0
36,93291,0,3,1,3,4,18,0
55,81407,0,3,0,20,3,11,0
45,46249,0,2,1,3,3,7,1
32,46030,1,3,1,1,4,4,1
51,39997,2,2,0,18,3,8,0
44,38514,0,4,1,17,3,4,0
31,70975,1,3,0,9,3,11,0
50,63378,1,3,0,20,4,8,0
36,48739,2,3,1,17,2,11,0
36,44221,0,1,1,16,3,18,1
39,88510,0,4,0,16,2,2,0
40,59006,1,3,1,6,3,13,1
30,52617,1,2,1,9,3,3,1
40,83934,1,3,1,20,2,1,0
34,74242,1,4,0,14,3,9,0
43,87399,1,1,1,15,2,6,1
49,25000,0,2,0,17,2,11,1
37,56590,1,2,0,8,3,6,1
35,62622,0,1,0,13,3,8,0
30,45513,1,3,0,6,3,1,1
39,66043,1,3,1,3,3,8,1
34,66031,1,3,1,5,4,5,0
23,33746,0,3,0,3,1,19,1
28,47238,1,2,0,8,3,1,0
45,75293,1,3,1,1,2,6,1
45,53019,1,4,0,19,3,7,0
42,47907,2,2,0,19,3,18,1
48,67706,0,4,0,11,2,3,0
34,29794,0,2,0,3,3,7,1
50,83722,0,2,0,16,2,5,0
41,73790,1,3,0,9,1,7,1
45,38519,1,3,1,12,3,18,0
22,44861,1,3,0,2,4,1,0
30,43901,2,1,0,7,3,2,0
37,51481,1,2,0,10,3,2,0
26,71276,0,4,0,5,2,7,0
39,76062,1,4,0,12,3,9,1
36,67177,1,2,0,5,3,19,0
43,63678,1,4,1,2,4,24,0
39,54344,1,3,0,6,4,1,0
48,72709,1,2,1,17,2,5,0
37,53230,1,2,0,3,3,3,0
37,75363,1,4,0,6,3,5,0
23,51075,1,3,0,2,3,5,1
46,74290,1,2,0,12,1,9,1
40,64484,1,3,1,18,3,10,0
31,55661,1,1,1,4,3,14,0
34,46046,1,1,1,10,1,11,1
60,60062,0,2,1,14,2,1,1
43,70269,1,3,1,6,2,2,1
47,79418,1,3,1,18,2,9,0
41,83687,1,4,0,14,3,3,0
36,43289,0,2,1,6,3,8,1
52,63598,1,1,0,7,4,4,0
31,60686,1,1,1,4,3,2,1
27,59503,1,4,0,8,3,2,0
31,25000,1,2,0,9,3,1,0
41,48492,1,4,0,1,2,3,0
45,51030,1,2,1,19,2,1,0
18,37369,1,2,1,1,2,4,1
34,55249,1,3,0,2,3,2,0
42,49141,0,3,0,16,3,3,1
53,55246,0,2,0,3,4,1,0
49,62959,0,1,1,12,3,6,0
39,31462,0,4,0,19,2,2,0
27,60629,1,2,0,8,4,8,0
44,84282,1,4,1,2,3,7,0
33,27855,1,4,1,9,2,1,0
37,88258,2,1,1,8,1,3,1
39,66643,1,1,1,18,2,1,1
37,42232,1,2,1,15,3,1,1
20,105647,0,3,0,1,3,3,0
22,41420,0,2,0,3,1,30,1
24,56319,2,3,1,4,2,7,1
18,35388,2,3,0,1,2,10,1
50,25000,0,3,0,3,3,24,0
26,40877,2,2,0,2,2,3,1
46,56792,1,4,1,10,3,30,1
38,68111,0,3,1,16,3,4,1
42,67746,2,3,0,15,3,20,0
32,113888,1,3,1,12,3,30,1
32,55959,1,3,0,7,3,11,0
44,43778,0,2,0,5,2,4,1
29,56132,1,1,0,6,3,1,1
42,66003,1,1,0,13,1,2,1
29,25000,1,4,0,10,4,11,0
43,41238,1,4,1,19,4,12,1
22,64149,1,2,1,2,1,5,1
41,77473,1,3,1,5,4,23,0
58,78142,1,3,1,12,3,4,0
40,44903,1,4,0,10,4,14,1
45,67083,1,3,1,13,2,2,1
24,52394,1,3,0,1,2,5,1
36,45244,0,2,1,9,3,6,1
29,26386,1,3,1,8,2,2,0
43,67521,0,4,1,10,4,5,0
41,67768,1,2,1,20,3,4,0
39,47102,2,1,1,11,3,9,0
45,35869,1,2,1,12,1,5,1
48,72364,0,2,1,14,2,9,1
25,49440,1,3,1,4,4,1,1
34,42136,1,2,1,11,3,4,1
41,57363,1,4,1,16,2,7,1
50,70698,1,3,0,17,3,1,0
46,65927,1,2,1,5,3,13,0
32,63914,1,2,0,11,2,29,1
35,94667,1,2,0,13,3,9,0
38,60301,1,3,0,2,3,6,0
32,81507,1,1,0,7,3,9,1
23,27062,0,1,1,3,2,3,0
53,59599,1,3,1,11,2,10,0
32,76159,0,3,0,5,3,4,1
43,37881,1,2,1,5,3,25,1
41,69523,1,3,1,12,4,1,0
45,58675,0,2,1,4,1,8,1
41,66125,0,2,0,20,3,4,0
37,65813,1,3,0,7,1,8,0
24,67809,1,3,0,4,4,4,1
34,66889,0,1,0,4,3,10,0
42,90649,0,4,0,8,2,2,0
31,67791,0,3,1,6,3,21,0
26,59040,1,3,0,6,3,2,0
24,78764,1,4,0,3,3,2,0
31,78400,1,4,0,3,3,10,0
39,42069,1,4,1,13,3,7,1
51,43550,2,1,0,20,3,11,1
46,25000,1,1,1,19,2,7,1
59,72435,0,3,1,4,4,6,0
49,25000,2,2,0,8,4,1,0
34,45436,2,1,1,7,3,16,0
51,43251,0,1,0,14,3,1,0
57,51381,0,1,1,9,2,3,1
48,48586,1,3,0,15,3,1,1
40,66479,1,3,0,3,3,16,0
18,76779,1,3,0,1,4,8,0
36,52182,1,1,1,4,3,3,1
38,72836,1,3,1,16,2,1,0
38,121753,0,3,0,8,3,3,1
45,62914,1,3,1,12,4,14,0
48,62411,1,4,0,7,1,8,0
40,70327,1,1,0,14,1,1,0
37,25000,1,4,0,18,1,1,0
33,66411,1,3,1,14,3,3,0
30,54692,1,4,0,9,3,5,0
45,95309,1,2,1,20,4,2,0
31,45126,0,4,0,11,2,10,1
34,72012,1,4,1,11,4,3,0
44,72561,1,2,0,15,2,2,0
44,68024,0,3,1,20,3,1,0
41,57672,0,2,0,6,2,10,0
28,81695,1,1,0,1,3,17,0
36,59358,1,2,1,4,3,1,1
45,97311,2,1,1,10,3,5,1
23,35536,0,4,1,1,4,5,1
41,67667,1,2,0,20,4,8,0
40,33658,1,4,0,17,3,2,0
27,63080,0,4,0,7,3,2,0
28,55198,1,3,0,2,2,4,1
37,54396,1,2,0,8,3,2,0
34,69130,0,4,0,11,4,12,0
60,47410,1,4,1,7,3,5,0
21,43235,1,3,1,2,2,9,1
32,47548,0,2,1,13,2,13,1
40,73404,0,1,1,5,4,3,0
22,38697,0,4,0,3,2,23,0
31,47600,1,3,0,10,4,3,1
36,77803,0,3,0,8,3,23,0
42,72592,1,3,0,5,2,8,0
38,53125,1,3,0,2,4,1,0
47,63064,0,3,1,8,2,6,0
38,25000,1,2,1,14,2,1,1
40,62187,0,3,1,3,3,1,0
25,31842,1,1,1,3,3,6,1
27,84950,2,3,1,5,3,1,0
48,35375,2,3,1,5,3,1,0
36,44146,2,1,1,5,3,11,1
41,68378,2,2,0,1,3,2,1
41,56922,0,4,1,10,2,14,0
24,80330,1,3,1,3,4,12,0
43,54735,0,1,1,16,2,10,1
27,45896,2,4,0,8,4,4,0
39,36697,1,4,1,13,4,2,1
39,71771,1,3,0,14,3,5,0
27,36086,1,3,0,5,3,2,1
43,42634,0,3,0,14,2,1,0
23,56336,0,1,0,2,2,5,1
38,65080,1,2,0,10,3,30,1
32,51565,1,3,0,2,4,1,1
39,51094,0,2,1,12,3,1,0
38,49736,1,2,1,3,3,1,1
31,75643,2,3,1,9,2,8,1
37,60004,0,4,1,5,4,12,0
29,58647,1,2,0,3,3,5,0
47,58704,1,4,0,10,4,8,0
36,46467,1,1,0,10,2,1,0
18,45459,1,2,1,1,3,9,1
25,52773,0,1,1,2,3,22,1
27,70706,0,4,1,1,2,2,1
37,57517,0,1,1,15,2,1,0
22,63245,0,4,0,3,4,8,0
22,58097,1,2,0,1,3,2,0
30,83406,1,2,0,8,4,26,0
34,71392,1,3,0,6,3,1,0
29,29863,2,2,1,5,3,21,1
41,70553,1,3,1,15,2,4,0
36,73734,1,3,0,15,1,9,1
35,78373,1,1,0,3,2,7,0
49,25000,1,1,1,6,4,1,1
50,76197,1,3,0,5,2,11,0
41,78155,0,1,0,19,3,23,1
37,41149,1,3,1,4,2,13,1
18,48272,0,2,1,1,3,26,1
36,25000,1,2,1,17,3,26,1
29,45833,1,2,0,3,3,9,0
38,30929,1,2,0,13,3,2,0
23,70415,0,3,1,1,1,12,1
42,67690,1,3,0,14,4,9,0
45,83497,0,4,1,17,2,30,0
33,88698,0,4,1,1,3,1,1
25,70468,0,2,0,2,2,1,1
30,42474,1,4,0,5,2,6,1
36,61996,0,3,1,13,2,8,1
33,65312,0,1,0,13,3,7,0
34,80171,2,4,0,13,1,2,0
22,82383,1,4,1,1,3,13,1
46,33934,1,3,1,2,1,15,1
46,58415,0,3,1,11,3,3,1
51,69889,1,2,0,4,4,8,0
42,78594,1,3,0,19,4,7,0
45,57895,1,2,0,4,4,7,0
35,76719,1,4,1,3,2,1,0
25,83894,0,2,0,3,4,2,0
29,64098,1,4,0,3,3,1,0
24,47827,0,3,1,5,1,1,1
35,48288,1,2,0,15,1,1,0
35,80941,1,2,0,9,3,9,0
33,75515,0,2,0,2,3,8,0
18,114828,1,1,0,1,4,10,0
41,92025,1,2,0,11,3,1,0
45,55908,0,3,1,15,2,15,0
20,60717,1,1,0,1,3,15,1
40,69180,1,2,1,12,2,19,0
32,25000,1,3,0,6,3,5,0
26,90635,1,2,0,5,2,4,0
44,34526,0,2,1,12,4,5,1
39,53019,1,2,0,19,4,7,0
33,63308,1,3,0,6,1,17,1
40,58169,0,2,0,11,3,4,0
36,63773,2,3,0,9,2,20,0
42,60654,1,1,0,11,4,1,0
34,72794,1,4,1,3,3,1,0
38,59943,0,4,0,9,2,1,0
53,37078,1,2,1,20,4,2,1
40,66990,1,3,0,18,3,1,0
22,71818,0,2,0,3,1,10,1
35,74180,0,1,0,7,4,2,1
28,64865,1,2,1,4,3,1,0
35,25000,1,3,0,10,4,10,1
34,56476,0,2,1,12,4,1,1
60,45608,1,2,1,18,2,9,0
27,46389,1,2,1,1,3,21,1
41,79554,2,1,0,11,4,10,0
36,81197,1,3,1,5,3,1,0
43,53443,1,4,0,15,2,11,0
26,76778,0,3,1,4,3,8,1
23,52040,0,1,1,1,4,4,1
35,65811,1,2,0,11,3,1,0
37,50852,1,3,0,3,2,2,0
41,57147,0,3,1,17,4,14,0
34,53499,1,4,0,4,2,3,1
43,40629,2,3,1,10,1,30,1
23,72392,2,4,1,3,3,1,0
36,44032,1,1,1,4,4,19,0
44,55837,1,2,0,9,2,1,1
35,57008,1,2,0,7,3,3,0
29,74289,0,3,0,4,4,17,0
28,66368,1,1,1,2,4,12,0
32,73725,1,2,1,7,3,14,1
28,64257,1,2,1,7,3,13,1
42,77594,2,3,0,8,3,9,0
28,47930,1,3,1,2,2,12,1
24,47103,1,1,0,2,1,1,0
18,77232,1,3,1,1,4,1,0
41,25000,1,1,1,11,2,9,1
41,50917,0,2,1,2,3,4,1
27,74713,1,4,0,1,3,1,0
29,39561,0,2,0,10,2,8,0
40,114195,0,2,0,3,3,9,0
27,71961,1,1,0,5,2,9,1
41,72334,0,2,0,17,3,8,0
29,67156,1,2,0,8,4,9,0
43,31457,0,4,1,5,3,3,0
36,75374,1,1,0,9,4,7,0
31,79023,1,3,1,10,3,9,0
23,59289,1,3,1,1,1,8,1
45,51555,1,1,1,3,3,1,1
38,48845,1,3,0,7,3,2,1
48,68480,1,4,1,1,3,2,1
45,57175,1,4,1,17,1,9,0
45,89442,2,2,1,4,4,10,0
36,25000,1,1,1,4,1,8,1
34,63697,1,2,1,6,2,9,1
40,81223,0,4,0,7,1,3,0
30,25795,0,2,1,10,3,5,1
36,81287,0,1,0,15,3,6,0
41,76762,1,4,1,9,3,6,0
38,84936,1,3,0,3,3,1,0
41,68444,2,3,1,6,4,4,1
39,69151,1,2,1,11,3,3,0
34,58164,1,4,1,6,2,8,0
40,74377,1,2,0,13,4,2,0
27,64654,2,1,0,7,3,6,1
35,53573,0,4,1,14,4,9,0
40,57408,1,1,1,5,2,7,1
36,51625,1,2,0,14,3,19,1
39,56520,1,2,1,2,3,8,1
40,77447,1,3,0,14,3,12,0
35,61577,2,4,0,4,3,14,1
31,57651,1,3,1,10,2,12,0
20,53900,1,2,1,1,3,8,0
33,32853,1,3,0,9,1,15,1
39,89307,1,2,0,7,3,1,0
35,88775,1,4,1,4,2,3,0
24,68331,2,4,0,5,2,5,0
30,88414,0,3,0,6,1,1,0
28,58549,0,1,1,9,4,3,1
40,74865,1,2,0,7,4,7,1
47,56119,0,4,0,12,3,9,1
30,52974,2,1,0,8,2,2,1
42,63253,1,2,1,8,1,3,1
52,69736,1,2,0,9,2,1,0
44,44823,1,3,1,15,3,1,0
26,25000,0,4,1,2,3,5,1
31,48274,0,1,0,9,3,1,0
32,67303,0,4,1,3,3,8,1
35,49904,1,3,1,14,2,3,1
46,105874,1,3,0,11,2,7,0
31,53758,1,3,0,6,4,12,1
33,106111,0,4,0,14,4,4,0
48,71323,1,3,0,14,2,12,0
40,90813,0,4,0,12,2,1,0
43,75584,1,4,0,7,3,19,0
38,71455,1,1,0,2,3,1,0
34,52718,1,2,1,7,3,18,1
26,27142,0,4,1,2,3,2,1
40,59485,2,1,0,10,2,5,1
37,85902,1,2,0,3,3,7,1
19,27190,1,3,0,1,2,2,0
39,65186,1,3,1,15,1,24,0
18,64075,0,2,1,1,3,21,1
45,58664,1,4,0,18,3,3,0
32,72854,0,3,0,5,3,2,0
44,45998,1,3,1,14,4,4,1
54,83295,2,4,0,15,3,4,0
36,28658,1,4,0,11,1,1,0
33,64754,2,3,0,3,3,11,0
34,69299,1,3,0,1,3,12,0
37,28196,2,3,0,10,3,10,1
34,60555,0,3,1,5,3,20,0
28,97978,1,4,1,9,3,3,1
28,35560,0,3,0,4,2,6,1
42,81780,1,2,0,15,2,1,0
39,68788,2,4,1,12,3,2,0
36,85274,0,3,0,12,1,27,0
32,60718,1,3,0,1,2,18,1
23,67479,1,3,0,1,3,1,0
35,37286,1,2,1,10,4,8,1
43,26179,1,3,1,14,3,3,1
27,61906,1,4,1,3,1,2,1
37,62916,0,2,1,13,2,7,1
48,50359,0,3,1,20,3,13,0
24,86325,1,3,1,4,3,3,1
37,38965,0,4,0,13,3,4,0
36,76191,2,4,0,17,3,1,0
27,62516,1,2,1,2,3,1,1
31,103135,1,3,0,1,4,23,0
35,25000,1,2,0,10,3,11,0
21,92721,0,1,0,1,3,12,0
29,77858,1,3,1,4,3,9,0
26,90069,1,2,1,3,2,10,1
43,52841,1,3,0,1,3,5,1
34,63658,0,4,0,8,1,6,0
28,79945,1,4,0,6,3,1,0
33,67222,0,3,0,1,3,9,0
27,70139,1,3,1,4,3,9,1
44,55632,0,2,0,5,3,4,0
27,92006,0,2,0,2,3,1,0
47,67513,1,4,0,10,2,5,0
40,81221,1,3,1,11,4,2,0
30,70743,1,4,1,3,3,12,1
44,70571,0,2,0,15,2,8,0
43,68859,2,3,0,11,3,2,0
32,45636,1,4,0,2,3,3,0
31,36782,0,1,0,7,4,5,0
27,84495,1,1,0,8,2,2,0
55,59839,1,4,1,16,3,4,1
26,52204,1,2,1,1,3,5,1
21,67490,0,4,0,2,2,1,0
38,70703,1,1,1,11,3,3,1
33,93373,1,3,1,3,4,1,1
29,62037,1,4,1,4,4,4,1
37,60315,0,4,0,9,2,1,0
31,61000,2,2,1,3,1,4,1
39,85701,1,3,1,9,4,1,0
39,57819,2,2,1,11,2,4,0
40,91841,1,1,0,11,3,2,0
46,83122,0,3,1,12,2,3,0
38,55464,1,3,0,6,2,1,0
54,37185,1,3,0,9,4,3,1
26,37218,1,3,1,4,3,5,1
36,45881,1,1,0,9,4,5,1
27,60553,1,1,0,7,4,12,1
35,56321,0,3,0,2,3,1,0
29,77528,1,3,1,4,3,1,0
35,40379,0,2,1,12,3,21,1
53,33620,1,1,0,11,4,5,0
40,78124,2,2,0,6,2,2,0
29,84592,1,3,1,2,1,6,0
49,61756,0,3,0,8,4,3,0
18,63349,1,2,1,1,2,10,1
34,83356,1,3,0,4,3,8,1
34,66755,0,2,1,9,1,23,1
40,75649,0,4,0,19,3,1,0
38,67669,2,3,0,13,2,2,0
37,48186,2,3,1,18,3,1,1
23,48665,0,3,0,2,3,1,1
18,42091,1,4,0,1,2,11,0
33,50122,1,2,0,10,4,23,0
28,59760,1,3,0,7,2,7,0
42,72063,0,4,0,6,4,3,0
20,62063,0,4,0,1,3,3,1
30,59130,1,3,0,6,3,1,1
31,81574,1,2,1,9,3,4,0
45,40019,1,1,0,9,3,2,1
50,74822,1,4,1,11,3,11,1
46,83106,1,3,0,8,3,9,0
28,54070,1,2,0,9,2,8,1
35,45749,2,1,0,3,3,7,0
29,71808,1,4,1,5,4,3,0
41,26611,1,4,0,18,3,2,0
50,72826,0,2,1,17,4,2,0
23,36187,0,4,1,2,3,18,1
38,46427,0,2,1,7,4,4,0
49,50332,1,3,0,17,1,6,0
38,66678,1,3,1,1,2,7,1
35,57133,0,3,1,2,3,30,1
46,44531,0,4,0,2,3,1,0
18,25000,1,4,0,1,2,10,0
36,94345,1,4,0,16,2,23,1
37,63291,1,4,0,13,1,21,0
33,52372,0,3,0,12,3,12,1
35,38041,1,4,1,10,1,5,1
44,30883,1,3,1,19,3,6,1
29,41218,0,2,0,10,3,21,1
25,80245,1,2,0,2,3,11,0
43,25000,1,3,1,20,3,20,1
24,57917,1,3,1,1,3,2,1
39,55090,1,3,0,7,2,7,1
28,100493,1,4,1,7,3,1,0
42,67661,0,3,0,15,3,11,0
48,46678,1,3,0,8,3,4,0
42,96817,1,3,0,16,2,10,0
29,46622,1,1,1,3,3,10,1
40,75843,0,3,1,4,3,1,0
35,64689,1,3,1,1,3,14,1
30,63351,1,3,0,6,4,1,0
41,49227,1,3,1,9,2,7,0
28,58787,0,3,1,7,3,2,0
39,70337,1,4,0,16,1,18,0
46,31599,1,3,1,11,3,5,1
45,25000,1,2,0,2,1,4,0
32,47691,0,2,0,1,4,25,0
40,76956,1,4,1,3,1,2,1
54,41761,1,4,1,19,3,1,0
39,52734,1,4,0,13,3,6,0
29,76691,0,2,0,4,1,21,1
27,105759,1,4,1,1,2,4,1
28,62565,1,4,0,4,3,7,0
38,56768,1,2,0,11,3,22,0
18,25000,2,2,0,1,2,13,0
39,53336,1,2,0,18,3,5,0
30,65668,0,2,0,2,3,22,0
43,64766,0,1,1,3,3,10,1
39,70315,1,4,0,8,1,1,0
39,51825,1,2,1,19,2,5,1
47,63087,1,4,0,18,3,4,0
45,34575,0,2,0,19,3,7,0
42,76413,0,3,0,16,4,1,0
40,40311,0,4,0,6,3,5,0
28,73042,0,4,1,3,4,1,0
24,63709,0,4,0,5,3,13,0
36,67114,1,4,0,17,4,1,0
36,57044,0,3,1,2,3,4,1
33,67514,0,3,0,2,3,5,1
31,62177,1,2,0,9,2,1,0
51,42857,1,3,0,5,1,8,1
43,46012,0,4,1,2,4,1,0
52,84554,2,4,0,16,4,8,0
37,25000,1,3,1,7,3,2,1
46,58483,1,4,0,1,1,3,1
19,67959,1,3,1,1,4,5,0
37,52949,1,4,1,17,3,6,0
24,74161,1,3,0,2,2,5,0
40,70001,1,2,1,20,3,2,0
39,25000,1,4,0,18,1,3,0
18,69963,0,2,0,1,4,24,1
30,74368,0,1,1,5,3,4,0
44,58544,2,4,0,12,4,1,0
41,66463,1,3,0,18,2,12,0
20,53209,1,4,0,1,3,15,0
37,79921,1,2,1,2,3,12,1
38,54790,1,2,0,18,3,10,0
41,66571,1,4,1,18,2,1,0
33,67737,1,2,1,12,3,10,1
45,25000,0,1,0,5,3,6,0
35,53477,1,3,1,10,3,2,1
33,99534,1,1,0,6,2,25,0
28,65095,1,1,0,5,2,3,1
30,61211,1,1,0,4,3,1,0
21,62820,1,3,1,1,2,10,1
18,47163,1,2,1,1,4,1,0
20,45908,1,2,0,1,2,3,1
