Age,Salary,Department,JobSatisfaction,Overtime,YearsAtCompany,WorkLifeBalance,DistanceFromHome,Attrition
31,119197,1,2,1,1,3,8,0
32,63551,1,3,1,7,4,2,1
33,93806,0,3,0,1,3,9,0
31,44664,0,1,0,3,3,18,1
40,78069,1,2,1,12,2,24,1
32,86871,1,3,1,8,4,4,0
33,114639,1,3,1,5,3,17,0
22,60630,1,4,0,3,3,16,0
48,81476,1,2,1,17,4,1,0
39,99520,1,2,1,6,4,4,0
40,96843,1,1,1,19,2,7,0
33,61268,1,1,0,8,3,2,1
48,35538,0,3,0,1,4,2,0
29,94288,2,4,1,4,1,3,0
40,73632,1,2,1,8,2,1,1
39,73079,1,3,1,20,2,7,0
40,48344,0,4,1,5,3,4,0
36,74588,2,2,1,10,3,3,0
22,76716,1,4,0,2,2,2,0
21,89295,0,3,1,1,2,16,1
45,69898,1,3,0,7,3,5,0
46,91624,0,2,1,20,3,27,0
32,74247,1,3,1,2,2,5,1
36,67822,1,1,1,15,3,3,1
28,69090,1,3,1,6,3,15,0
19,82627,1,2,0,1,2,27,0
35,64194,0,3,1,16,2,4,1
36,85699,0,2,1,13,3,5,0
44,93102,0,1,0,15,4,11,0
30,89123,2,1,0,2,2,2,0
46,39817,1,2,1,3,3,2,0
45,79244,1,1,0,1,2,2,1
30,105743,1,3,1,5,3,1,0
47,54584,0,3,0,8,2,8,0
36,89473,0,1,1,3,2,15,0
38,82434,0,1,0,3,3,7,0
35,91323,0,2,1,13,3,4,1
32,75396,1,3,0,7,3,4,0
49,62397,0,3,1,11,2,1,0
46,45783,0,4,1,10,2,10,1
26,92302,1,3,0,4,3,3,0
45,59026,1,4,1,14,3,19,0
27,46212,2,3,1,2,4,2,1
41,111091,1,3,0,2,3,7,0
33,66747,1,2,1,10,3,17,0
45,72522,0,3,1,12,3,5,0
28,67705,1,1,0,2,2,6,1
21,80081,1,4,1,1,4,24,1
40,82181,1,4,1,19,2,1,1
39,80188,0,3,0,10,2,1,0
29,98571,1,3,0,1,1,2,0
47,86953,1,4,0,18,4,24,0
43,76907,2,3,1,8,3,6,0
29,44936,1,3,1,5,4,6,1
31,81682,0,2,1,1,4,3,0
35,44976,1,2,1,15,3,3,0
48,56139,1,2,0,14,3,6,0
50,94606,0,2,1,20,4,4,0
40,36213,1,3,0,1,3,12,0
37,96675,1,1,0,2,3,18,0
27,77450,1,3,0,5,4,2,0
46,83068,1,2,1,3,2,2,0
25,90821,1,2,0,1,2,18,1
55,64776,1,1,0,14,2,1,0
34,74120,0,3,1,12,3,6,0
36,28591,0,2,0,3,4,15,0
35,40439,1,3,1,7,3,5,0
56,98925,1,2,0,19,4,5,0
32,63905,1,1,0,11,4,13,0
41,75830,0,3,0,19,4,14,0
38,66764,1,1,1,17,3,16,0
32,120948,1,2,0,7,3,6,0
44,37103,0,3,0,18,3,13,0
29,91964,1,2,1,10,2,9,0
38,91944,2,4,1,18,3,19,0
33,67726,1,2,1,9,3,2,0
49,92645,1,2,0,6,3,6,0
46,73888,1,3,1,17,2,30,1
49,51778,1,1,1,2,3,3,1
31,98909,0,1,1,4,4,1,0
45,98670,1,3,1,19,3,1,0
51,70153,0,2,1,5,2,6,0
43,74721,0,4,1,13,2,26,1
56,85124,2,3,0,1,2,11,0
59,116940,1,3,0,1,4,1,0
27,63290,1,2,0,7,2,1,1
38,41667,1,2,0,11,4,15,0
35,110189,1,4,1,7,2,2,0
31,90510,0,3,0,4,2,16,1
34,67783,0,4,1,6,4,18,0
39,58896,1,4,0,2,1,7,1
29,86632,1,3,1,10,4,1,0
40,80940,1,3,0,12,3,13,0
33,97164,2,2,0,3,4,1,0
25,73416,0,3,0,6,3,3,0
46,86406,1,4,1,20,2,1,0
47,123174,1,3,0,6,3,13,0
41,66385,1,4,1,4,3,30,1
31,128383,1,3,0,12,3,3,0
47,89812,1,3,0,20,2,13,0
35,87349,2,2,0,6,3,1,1
40,75809,1,2,1,13,2,1,0
32,119727,0,2,0,10,2,4,0
55,56014,1,1,1,11,2,16,1
44,71366,1,3,0,10,3,21,0
46,97715,0,2,0,9,3,9,1
40,75240,0,3,0,13,2,1,0
38,92178,1,4,0,13,3,1,0
52,65172,1,3,1,9,1,7,1
24,83752,0,2,0,5,2,30,1
37,81053,0,2,0,12,2,7,0
27,38606,0,3,0,5,4,1,0
29,87236,0,1,0,2,3,10,1
39,110308,2,3,1,7,4,23,0
38,49445,1,2,1,12,2,26,0
37,89486,2,2,0,18,2,2,0
32,73834,1,2,1,12,4,3,0
45,67949,1,2,1,8,3,1,0
51,72726,0,3,1,16,2,1,0
54,108515,0,4,0,20,4,3,0
40,112457,0,3,0,15,3,18,0
30,43105,0,4,0,9,4,23,0
21,68798,1,4,1,1,3,1,1
19,64281,2,3,1,1,3,13,1
32,69593,0,2,1,11,3,2,1
25,81657,1,2,0,4,3,8,0
56,88517,1,4,0,4,3,13,0
35,96309,0,1,1,10,3,11,0
18,74553,1,4,0,1,3,1,0
22,56418,1,2,1,3,2,20,1
33,59920,0,3,0,12,4,10,0
19,42392,2,2,1,1,3,10,1
41,96854,0,4,1,4,3,3,0
38,30176,1,4,0,14,1,1,0
25,98898,1,1,0,4,4,30,1
30,103329,1,3,1,2,1,1,0
28,61360,1,3,0,9,2,4,1
48,47887,0,4,0,3,3,9,1
47,62589,0,3,0,3,3,4,0
41,95289,0,4,0,4,1,7,0
49,91173,1,2,0,5,2,1,0
22,57411,1,3,0,3,2,8,0
41,69841,0,2,1,14,1,25,1
30,65401,0,4,1,7,2,1,0
39,52907,1,4,1,11,2,1,0
57,83913,0,4,0,7,2,3,0
32,81573,0,1,0,2,4,11,1
49,58702,1,1,0,19,4,8,0
33,73457,0,1,1,13,4,17,1
36,52472,1,4,0,15,2,14,0
28,73568,1,1,1,6,2,9,1
49,55298,1,3,1,8,2,7,0
25,74342,1,4,0,5,2,1,1
32,83478,1,3,1,11,4,1,0
32,57493,2,4,0,10,2,3,0
31,64166,0,4,0,12,3,8,0
36,58660,1,2,1,7,2,12,1
31,96630,1,4,1,8,2,6,1
22,73394,1,3,1,3,2,12,1
33,81918,0,2,0,7,3,1,0
34,96780,1,3,0,3,2,9,0
28,61795,0,4,1,1,3,5,0
39,102793,1,2,0,12,3,1,0
28,41027,2,2,1,7,4,16,0
30,35847,0,3,0,9,2,2,0
39,58544,1,2,1,18,3,1,0
32,85813,1,2,0,9,3,17,0
34,73690,1,1,0,13,2,1,1
27,85105,1,4,1,7,3,1,1
51,66619,1,3,0,15,1,2,1
23,79624,1,3,0,2,3,1,0
44,100355,0,3,0,13,4,10,0
34,82091,1,2,0,11,3,7,0
34,107463,2,3,0,1,3,6,0
58,52937,0,1,1,5,4,1,0
31,71986,0,3,0,12,4,3,0
39,42905,0,4,1,12,2,30,1
39,93185,1,2,0,9,3,4,0
38,62049,0,4,0,6,3,1,0
28,55770,0,3,1,5,2,5,1
56,69421,1,2,0,4,3,2,0
34,52204,1,3,0,7,4,2,0
38,72255,1,4,0,8,4,8,0
37,104986,1,4,0,8,3,30,0
28,92760,1,4,0,6,2,11,0
27,80166,1,3,0,7,4,1,0
46,76187,1,3,0,15,2,10,0
36,81137,1,4,1,8,1,1,1
30,81035,1,4,1,7,3,8,0
37,59630,1,1,0,18,3,1,0
39,58816,1,3,0,12,2,26,0
47,68137,0,2,0,19,2,3,0
47,68746,0,4,1,6,3,1,0
21,69148,1,3,0,1,2,12,1
39,102578,1,4,1,14,3,29,0
40,81054,0,3,1,17,4,4,0
34,62897,0,4,0,9,1,3,1
38,87433,2,4,0,17,3,1,0
43,55758,0,1,0,15,3,9,0
28,63201,1,4,0,5,3,1,1
46,77629,2,2,0,3,2,13,0
32,69005,1,3,1,13,3,6,0
48,46103,1,4,1,10,3,2,0
32,88987,1,2,1,12,2,24,0
41,59920,0,1,0,11,3,9,0
53,80279,1,2,0,2,4,1,0
36,80333,1,2,1,15,3,1,0
52,78636,2,4,1,9,2,1,0
32,72868,2,3,0,8,3,18,0
40,90961,1,1,0,17,1,1,1
31,69186,1,4,0,1,3,12,0
32,74714,1,1,0,6,3,20,0
38,93413,0,2,1,16,2,12,0
46,94294,0,2,0,20,3,10,0
33,77374,0,2,1,13,4,11,0
26,62078,2,3,1,1,3,30,1
40,114553,1,1,1,17,3,1,1
29,110244,1,4,1,6,4,3,0
36,102356,0,2,0,6,3,3,0
19,62361,2,4,1,1,4,13,0
47,100406,1,4,0,5,2,15,0
24,40788,2,3,1,2,3,26,1
39,48952,1,3,0,5,2,4,0
51,48742,1,3,0,8,3,2,0
39,62316,1,1,0,12,3,6,0
30,78481,1,4,0,6,3,2,0
37,80461,1,2,0,15,3,9,0
29,69824,0,1,0,2,1,11,0
34,106752,1,4,1,10,4,6,0
34,74801,1,3,1,1,3,8,0
26,75012,1,3,0,3,3,14,0
32,107646,1,4,0,4,2,14,0
41,59552,0,4,0,13,1,17,1
27,92568,0,2,0,2,3,13,0
43,38407,1,4,0,17,3,8,0
56,105317,1,4,0,10,1,1,0
37,73175,0,1,1,11,3,7,0
53,87325,0,3,1,20,4,1,0
33,96486,1,2,0,14,2,1,1
30,111223,1,3,1,9,4,1,0
46,64467,0,3,1,4,4,11,1
33,62227,0,3,1,14,3,24,1
35,89517,2,2,0,16,2,16,1
33,94776,1,2,0,6,2,4,0
45,108937,1,2,0,11,4,8,0
34,46169,1,1,0,1,3,1,0
38,71310,0,1,1,17,4,3,1
25,103638,0,3,1,2,2,4,0
44,68995,2,2,0,19,3,4,0
37,76762,0,3,1,8,4,1,0
37,25000,1,4,1,5,4,2,0
18,75862,1,3,0,1,3,12,0
32,67441,1,3,0,1,3,6,1
38,96662,1,4,0,5,3,5,0
42,87769,0,4,0,8,3,13,0
18,84458,0,3,0,1,3,2,0
36,90529,0,3,1,6,4,5,1
33,73693,1,3,1,1,3,4,1
38,76379,0,4,1,8,4,8,1
24,47882,2,4,0,2,3,7,0
38,66953,1,1,0,9,2,3,0
52,67314,1,4,1,18,4,12,0
19,90772,1,2,1,1,2,9,1
53,58814,2,4,0,7,2,2,0
39,121139,2,3,0,6,4,6,0
40,103960,2,3,1,16,3,1,0
43,78166,2,3,0,5,2,13,0
42,64560,1,4,1,1,2,7,0
39,107221,0,1,1,20,4,2,0
41,97554,2,4,1,19,1,16,0
50,95065,0,3,1,2,3,5,0
18,56454,1,3,1,1,2,4,1
50,66431,0,3,1,2,3,6,1
29,76515,0,4,0,6,3,9,1
30,67268,1,2,0,10,4,1,1
36,25000,0,3,1,9,1,7,1
40,96669,1,1,1,4,2,5,0
34,77752,2,2,1,5,2,7,1
19,80626,0,2,0,1,2,2,0
34,65729,1,3,0,9,3,6,0
46,80187,1,3,1,1,1,1,0
46,89143,1,2,1,3,3,9,0
18,105751,1,3,1,1,2,1,0
57,78221,1,4,1,7,3,4,0
40,68544,2,3,1,12,1,1,1
40,59587,1,3,0,1,2,12,0
43,80290,1,1,0,14,2,1,1
32,54778,1,2,0,1,2,5,0
42,84149,1,2,0,15,3,30,0
40,38495,1,2,0,13,2,7,0
37,60135,0,1,1,13,1,12,1
32,82828,2,2,0,7,3,8,0
39,65374,1,3,0,11,3,6,1
28,75152,1,3,1,6,3,5,0
39,63350,0,3,0,19,3,1,0
24,119894,0,3,0,5,1,4,0
37,88796,1,3,1,9,3,1,1
39,58964,0,1,0,15,2,2,0
35,86637,1,1,1,2,3,20,1
44,96064,0,2,1,16,3,7,0
32,62296,1,4,0,2,3,1,0
49,64095,0,3,0,1,3,1,0
38,64093,1,2,1,7,4,2,1
37,63223,1,1,0,1,3,1,0
37,45279,0,2,0,8,2,17,0
19,115659,0,4,0,1,3,2,0
18,46939,1,1,1,1,4,1,1
26,85393,1,1,1,2,4,2,1
21,47900,0,2,0,2,2,4,0
37,73859,1,3,1,11,3,22,1
51,82526,1,3,0,9,3,16,0
35,51289,0,4,0,5,4,9,1
22,47575,1,4,0,3,3,6,0
19,72379,1,4,0,1,1,9,1
31,64353,1,3,0,8,3,10,0
36,82386,0,3,0,13,4,2,0
46,57233,2,2,0,6,4,2,0
34,103086,1,1,1,12,3,8,1
29,53471,2,3,0,2,1,1,1
30,65954,1,1,0,8,3,23,1
35,100726,1,4,1,11,3,6,0
38,81417,1,2,0,4,3,18,0
40,57125,0,1,1,8,2,20,1
60,104648,1,4,1,10,4,5,0
43,64309,2,2,0,19,3,2,0
55,44523,1,4,1,6,1,3,1
51,85413,2,1,1,15,4,4,0
42,54916,0,1,1,7,3,10,1
26,112584,2,3,0,6,4,25,0
44,39661,1,3,0,6,4,3,0
40,104135,1,4,1,8,3,9,0
45,76633,0,3,0,20,2,8,0
40,68099,1,4,0,14,3,6,1
47,69565,0,1,0,4,1,4,1
49,44845,1,3,0,8,2,6,1
43,32579,1,1,1,7,4,2,1
47,93978,1,2,1,13,1,16,0
38,60687,1,4,1,16,3,2,0
34,65131,1,3,0,13,3,7,0
33,80073,1,2,0,7,4,1,0
39,80807,1,2,0,19,3,1,1
29,113787,1,2,0,3,2,30,0
34,80772,1,4,1,3,2,1,0
39,105294,0,1,1,3,4,8,0
42,91272,1,1,0,3,2,8,0
42,109071,0,3,1,12,3,4,0
31,83701,0,1,0,6,3,2,0
23,77635,1,3,0,1,2,1,0
24,95173,1,2,0,5,3,10,1
32,47527,1,4,1,9,3,7,0
36,123912,1,3,1,13,3,1,0
36,70387,1,1,0,16,3,1,0
47,105770,1,3,0,20,4,5,0
41,66543,1,4,0,18,3,26,0
40,71332,1,4,0,14,3,1,0
29,68282,1,4,1,1,3,4,1
38,62853,1,2,1,8,3,13,1
30,73150,0,2,0,3,3,11,0
41,86644,1,2,1,19,4,6,0
33,83998,1,4,0,11,2,24,0
34,71032,1,2,1,4,4,18,0
43,88901,1,3,1,8,2,6,0
44,86318,1,2,1,1,1,3,0
60,85908,1,4,0,3,2,2,0
36,90987,0,2,1,11,2,2,1
20,99223,0,3,1,1,3,13,1
39,109393,1,2,0,2,2,9,0
44,64776,0,3,0,9,1,1,0
44,87760,0,3,1,4,3,4,0
30,59348,1,1,0,10,1,4,0
27,91901,1,1,0,4,3,9,0
25,54520,0,3,0,2,4,8,0
31,88003,1,3,0,2,4,17,1
23,87946,0,3,0,2,4,10,0
31,95196,1,2,1,6,3,1,0
32,69373,1,3,0,12,2,4,0
42,63392,0,4,0,14,3,3,0
40,103477,2,3,0,3,2,1,0
30,49131,1,3,0,4,2,7,1
36,71032,0,4,1,17,3,16,0
26,77879,2,3,1,4,1,5,0
37,62840,1,2,0,14,3,20,1
35,67649,0,4,1,13,4,8,0
44,96525,1,1,0,19,3,5,0
34,76075,1,1,0,8,3,16,1
50,96033,2,4,0,12,2,3,0
21,44310,1,4,1,1,2,4,1
19,88943,1,3,0,1,2,1,0
33,84281,1,3,0,9,1,2,0
40,78642,0,3,1,4,4,17,1
30,120136,1,4,0,7,3,4,0
32,70466,0,1,1,5,3,6,1
50,65605,1,1,0,8,2,1,0
32,71422,1,1,0,9,3,10,0
33,98275,0,1,1,9,3,5,1
30,90776,1,4,0,11,2,2,0
39,82716,1,3,1,18,1,3,0
52,73818,2,3,1,14,4,12,1
45,82180,1,1,0,9,3,8,0
39,100090,1,2,0,2,3,2,0
39,107951,1,3,0,18,1,25,1
39,41195,0,3,1,13,3,1,1
29,83982,0,3,1,6,1,15,1
27,64951,1,1,0,3,2,2,1
31,53494,1,1,1,7,3,4,1
45,77911,1,1,0,11,3,17,1
40,90730,0,2,1,5,2,2,1
36,106571,1,2,1,10,4,5,0
37,80117,0,2,1,12,4,1,0
41,78183,0,2,1,18,2,1,0
40,47039,1,3,0,7,2,5,0
36,79876,1,4,0,14,4,30,0
31,77273,0,3,1,8,2,3,1
45,137745,2,1,0,12,3,3,0
43,64526,1,3,0,17,4,9,0
40,76262,1,2,1,18,2,1,0
20,65887,0,1,1,1,2,1,1
43,101262,2,2,1,7,1,11,0
42,84165,0,4,1,14,3,1,0
35,69872,1,3,0,11,4,1,0
19,87318,1,2,0,1,3,17,1
40,69798,1,2,0,16,1,3,0
38,106555,0,4,0,15,3,10,0
37,65981,1,4,0,1,2,9,0
30,47036,0,2,0,7,2,9,1
37,79684,0,2,0,4,2,6,0
26,50776,2,4,0,3,3,7,1
57,36749,1,4,0,4,1,12,0
39,34095,1,1,1,2,4,4,1
39,39399,1,1,0,17,3,1,0
31,71157,1,3,0,6,3,16,0
37,65595,2,4,1,12,3,2,1
49,95488,1,2,1,6,3,6,0
49,106567,2,1,1,10,3,4,0
39,101427,1,2,1,6,3,11,0
34,37852,0,2,1,8,2,2,1
26,52675,1,1,1,5,3,20,1
41,49505,1,3,0,5,3,4,0
42,78915,0,3,1,13,4,1,0
32,93428,0,3,0,8,4,1,0
34,59931,1,4,1,8,3,10,0
38,57542,0,2,0,7,2,9,1
35,83825,2,3,0,2,2,30,0
55,81305,1,2,0,9,4,4,0
60,90148,0,3,1,1,1,1,0
30,68390,2,4,0,5,3,3,0
56,42781,1,4,1,7,2,14,1
40,81760,0,1,1,3,2,10,1
56,54768,0,3,1,20,3,18,0
46,67625,0,2,0,3,4,1,0
37,76120,1,2,1,8,3,3,0
57,79701,1,2,0,6,3,1,0
42,45291,1,3,1,20,3,2,0
34,87293,1,3,1,2,3,3,0
27,75967,1,2,1,7,3,6,0
49,60330,0,3,0,18,3,6,0
28,81092,1,4,1,5,1,7,1
30,81665,1,1,1,9,3,1,0
46,89213,1,3,0,4,3,4,0
38,83952,1,3,1,4,4,1,0
40,66023,0,4,0,19,3,4,0
44,120995,0,4,1,13,3,1,0
44,88867,0,2,0,5,3,22,0
44,78463,0,2,1,12,1,20,0
34,34931,1,4,1,1,1,26,1
34,95238,1,4,0,5,2,7,0
31,56751,1,1,0,5,1,18,1
33,44619,2,3,0,10,3,13,0
39,88588,1,2,0,6,2,6,0
35,68191,1,2,1,14,1,15,1
23,105187,1,1,0,1,3,20,1
45,85179,1,3,0,8,4,1,0
35,64684,0,2,0,11,3,13,1
24,58009,1,2,0,2,4,21,0
31,98141,1,1,0,5,2,25,0
44,93483,1,1,0,3,2,2,0
31,113504,2,3,0,8,3,2,0
48,88666,1,3,1,2,3,1,0
30,106444,1,3,0,7,3,13,0
45,105319,1,3,0,17,1,2,0
27,58624,1,4,1,8,4,1,0
36,50976,0,2,0,1,2,1,0
29,47220,1,3,1,6,3,7,1
32,89662,1,4,1,10,2,6,1
41,50536,1,2,1,6,3,1,1
43,59652,1,3,1,19,3,3,0
36,61839,1,3,0,5,3,12,0
38,75664,0,3,0,17,4,21,0
38,84003,0,3,1,16,3,14,1
38,62264,1,4,1,11,2,1,0
41,75065,1,2,1,13,3,11,1
51,74585,1,3,0,19,3,2,0
38,96238,1,3,0,18,4,10,0
36,94571,1,3,0,11,4,15,1
35,72657,0,1,1,3,2,10,0
32,61170,1,4,1,13,2,7,1
18,83010,2,4,1,1,1,5,1
29,60536,1,2,1,6,2,1,1
41,85414,0,2,0,17,3,23,0
24,92052,1,1,0,5,3,17,1
33,97582,0,4,1,12,4,16,0
31,76265,1,3,0,5,3,13,0
47,30153,0,3,0,9,2,4,0
28,84832,2,1,1,6,3,16,1
38,81628,1,3,0,6,3,2,0
46,82728,1,2,0,18,2,3,0
32,96716,0,4,1,10,3,4,0
18,73744,0,4,0,1,3,2,0
31,42966,1,1,1,12,3,4,1
33,52955,1,3,0,10,3,14,1
31,66672,1,1,0,7,1,27,1
45,101081,2,3,1,12,4,1,1
37,113645,1,3,0,8,3,26,0
51,86412,1,4,1,5,3,16,0
43,78561,2,2,0,10,1,2,0
28,115029,0,2,0,5,3,1,0
37,35900,2,2,0,6,1,1,0
41,61811,0,3,0,3,3,13,1
35,60888,1,1,0,8,2,14,0
27,81669,1,4,1,3,2,1,1
32,93755,1,2,0,11,3,2,0
55,54001,1,2,1,9,2,8,1
47,97562,1,4,1,2,3,15,0
40,62345,0,3,0,5,2,20,0
38,115596,1,3,1,15,3,6,0
34,79452,1,2,1,4,1,2,1
41,96875,1,2,0,12,3,3,0
29,97893,1,4,0,9,4,1,0
40,61285,1,1,1,17,2,9,0
31,71859,1,3,0,9,4,1,0
41,88217,1,4,1,11,2,1,0
32,58597,1,3,1,3,3,8,1
36,57690,0,1,1,6,3,5,1
36,89755,1,2,0,13,2,10,0
36,57471,0,2,1,7,3,1,1
37,45704,1,3,0,8,2,3,0
30,48485,1,2,1,4,3,1,0
40,86892,1,1,1,16,2,1,0
33,59521,0,1,0,11,3,4,1
44,66755,2,4,0,4,3,9,0
34,76777,1,4,0,1,1,10,1
42,75665,1,1,0,9,3,9,0
34,102114,1,3,0,4,4,13,0
44,75743,1,4,0,6,4,1,0
37,72732,1,4,1,6,3,8,0
28,91932,1,1,0,6,3,13,1
32,75053,0,2,1,6,2,2,1
33,87147,1,2,0,8,2,3,0
48,52766,0,3,0,18,3,8,1
45,63789,1,2,1,2,2,6,1
21,80147,0,1,1,1,1,10,1
43,75812,0,1,1,11,4,3,0
52,100900,1,4,0,10,2,13,0
41,88680,1,2,0,9,3,10,0
33,91626,1,3,1,5,4,1,0
41,74094,1,4,0,3,2,30,1
34,102450,0,4,0,11,2,4,0
37,49989,0,4,0,6,4,11,0
41,96118,0,3,0,12,2,8,0
28,88806,1,2,1,3,2,11,1
30,49615,0,2,0,10,3,2,0
40,58137,1,1,1,20,3,8,0
33,75882,1,4,0,6,2,30,0
36,80367,0,2,1,11,3,4,0
44,92199,1,2,0,11,3,9,0
39,84656,0,3,1,2,2,2,1
29,77945,0,1,0,7,3,3,0
38,56990,0,3,0,7,4,8,1
35,53740,0,3,1,4,4,9,1
34,85443,1,3,0,3,4,14,0
46,109564,2,3,0,19,4,6,0
34,79978,2,2,0,6,2,1,0
34,89847,1,2,1,4,4,12,0
36,59579,0,3,1,14,2,6,1
45,79280,1,4,0,12,2,4,0
34,52243,1,3,0,8,2,7,0
22,77763,1,1,1,1,3,8,0
51,79321,1,1,0,13,2,1,0
56,71715,0,2,0,18,2,2,1
19,87816,1,2,0,1,3,16,1
48,67180,1,4,1,12,2,5,0
54,69343,0,1,0,13,4,6,0
18,72363,1,2,0,1,2,15,1
46,82802,1,2,0,1,3,30,0
41,90348,0,4,0,3,3,3,0
26,77789,0,1,0,5,3,14,1
31,55305,1,2,0,1,3,2,1
34,55247,1,4,0,13,4,1,0
31,85974,0,3,1,10,3,30,0
36,93106,1,4,1,14,2,30,1
40,83260,1,2,0,17,4,1,0
43,91192,0,3,0,3,3,1,0
27,81921,1,2,1,8,4,3,1
43,68662,1,3,1,1,2,2,1
60,86562,1,3,0,6,3,4,0
33,83769,0,3,0,7,3,1,0
36,68752,0,3,0,7,2,1,0
45,54324,1,3,1,12,2,11,1
33,86836,1,4,0,4,2,1,0
49,83654,1,2,1,8,3,1,0
46,67189,0,3,1,16,4,1,0
53,96912,1,1,1,19,3,17,0
39,88576,0,4,1,17,3,29,1
29,63632,0,3,1,8,3,16,1
35,55111,0,3,0,16,4,17,0
40,78569,2,3,1,17,3,6,0
47,83959,1,3,0,4,3,11,0
33,45002,1,1,0,12,2,10,1
46,103134,0,3,1,6,1,17,0
25,60183,0,1,0,1,2,14,0
30,68465,0,4,0,1,1,1,0
37,46138,1,4,0,6,2,26,1
31,68249,1,4,0,5,3,3,0
35,89807,0,2,0,5,4,2,0
33,58343,1,1,0,13,3,2,1
30,82691,2,3,1,6,3,4,1
20,101866,1,1,0,1,2,2,0
27,91867,1,4,1,7,3,3,1
43,65891,1,3,0,18,2,13,0
22,50999,0,1,0,3,3,3,0
48,89080,0,4,0,3,2,11,0
40,71540,0,3,0,8,2,21,1
25,68038,0,1,0,6,4,1,0
31,67240,0,3,0,6,2,10,1
34,97052,1,1,0,13,4,1,0
35,83812,1,3,1,10,1,1,0
38,27886,1,2,0,8,3,1,0
33,113644,1,3,0,3,2,1,0
33,75774,1,2,0,7,3,16,1
34,100612,1,4,0,6,3,8,0
41,49915,1,2,0,1,2,2,0
34,78711,2,1,0,7,3,2,0
20,62353,1,2,1,1,3,9,1
33,36294,1,1,0,13,3,1,1
32,90647,2,4,0,5,1,19,0
49,59538,1,3,0,17,1,3,0
21,74799,1,1,0,2,4,1,0
45,103666,1,4,0,17,1,1,0
28,66562,2,4,0,9,1,9,0
35,70030,1,1,1,16,2,5,1
28,140754,2,4,0,4,3,5,0
36,58733,1,3,1,15,2,1,1
43,70366,0,3,0,15,3,2,0
32,88615,1,2,1,8,4,6,1
31,94541,0,1,0,11,2,3,0
39,33719,1,3,0,15,4,6,0
49,79929,0,4,0,1,3,1,0
36,70219,1,1,0,12,2,1,0
18,57217,1,3,1,1,3,30,1
33,92153,1,4,1,12,4,6,0
29,68343,1,2,0,6,2,1,1
23,60645,0,4,0,1,4,3,0
37,59969,1,4,1,6,2,1,0
44,65475,1,4,0,19,2,1,0
44,73242,1,3,1,1,2,3,1
37,66618,0,3,0,15,3,9,0
38,63164,0,4,0,1,3,7,0
45,98670,1,1,1,13,1,1,1
36,95162,1,2,1,13,1,1,0
49,115264,0,4,0,17,2,8,0
31,93048,2,3,0,10,3,2,0
25,68142,0,2,1,5,4,1,1
25,53798,2,3,0,5,3,24,1
47,99497,0,2,1,3,2,1,0
39,68025,1,4,1,4,3,13,1
42,53338,0,2,0,12,4,3,0
52,82860,0,1,0,1,3,3,1
19,51018,0,2,0,1,3,10,1
