ClaimAmount,CustomerAge,PolicyYears,AccidentSeverity,NumberOfClaims,VehicleAge,PremiumAmount,Fraudulent
2092,23,3,2,2,5,1768,1
4385,29,6,0,1,5,1484,0
5411,28,6,0,1,9,1353,0
7417,47,4,1,1,9,1722,0
8684,69,15,0,1,8,1995,0
1998,76,15,1,3,6,1781,0
1440,53,9,1,1,1,1267,0
13658,52,4,1,3,5,1752,0
6411,19,1,0,1,12,1829,0
2700,37,9,0,1,11,1702,0
16999,33,4,0,3,8,2072,1
5391,36,2,1,2,5,1643,0
12625,42,2,1,2,6,1631,0
5187,38,5,1,1,5,1545,0
25555,18,1,1,1,11,1572,1
20015,55,4,2,2,3,1938,1
4027,29,7,1,2,10,1964,0
10692,48,14,0,1,4,1250,0
8236,74,11,0,4,12,2010,0
14689,32,5,1,2,8,1853,0
2271,18,1,0,3,4,1806,0
8508,40,6,0,2,5,1710,0
11461,60,10,1,2,9,1731,0
1203,72,4,1,1,5,1591,0
1907,27,5,0,1,7,1526,0
961,51,12,1,3,4,1882,0
3961,38,2,1,1,14,1924,0
8725,43,13,0,1,14,2091,0
16348,80,10,0,1,12,1607,0
5214,23,1,0,1,6,1527,0
18085,48,10,1,3,5,1556,0
1629,51,15,1,3,3,2105,0
1258,60,7,2,1,13,1344,0
4701,46,4,1,1,10,1986,0
6682,49,3,0,2,10,1818,0
4787,39,10,0,2,6,1763,0
940,48,14,1,4,1,1796,0
4576,40,15,0,1,1,1386,0
1730,53,3,0,1,7,1677,0
8397,39,9,0,1,4,1142,0
6589,50,5,0,4,4,1789,0
2317,44,13,0,2,8,1570,0
3258,60,15,0,2,11,1919,0
2106,44,3,0,1,4,1470,0
4674,20,1,0,2,1,1653,0
10552,62,15,1,2,4,1652,0
2233,32,5,1,1,2,1621,0
7355,35,2,0,1,9,1471,0
3215,36,11,1,1,6,1541,0
2606,64,4,0,1,14,1991,0
4511,18,1,1,1,9,1801,0
2146,80,10,2,1,14,1474,0
3156,59,2,1,1,1,1175,0
1885,48,2,1,1,1,1363,0
23665,44,12,0,1,7,1513,0
5055,48,8,0,3,7,1846,0
2807,52,1,2,1,6,1689,0
5832,54,14,0,2,7,1767,0
4492,52,7,0,1,2,1479,0
4118,46,5,1,2,9,1904,0
8033,42,15,1,1,9,1834,0
9009,42,11,2,2,2,948,1
3215,42,8,0,1,5,1422,0
3100,60,1,2,2,5,1473,1
3944,53,11,0,1,4,1565,0
779,18,1,0,2,2,1467,0
1462,54,7,1,1,7,1575,0
14669,47,5,0,1,8,1760,0
18324,44,4,0,1,4,1349,1
4026,39,7,1,2,2,1632,0
7795,60,10,0,4,8,2350,0
6304,58,15,0,3,3,1906,0
57705,34,2,0,1,5,1182,1
12036,50,12,0,1,5,1441,0
4436,31,1,0,3,11,2051,0
2288,25,1,1,1,4,1580,0
1359,36,11,1,2,13,1839,0
5783,57,12,0,3,10,1822,0
2683,58,1,1,3,14,2083,0
1575,52,15,0,1,9,1402,0
2929,55,12,0,1,6,1749,0
2068,52,5,1,1,3,1813,0
18952,36,10,0,2,5,1728,0
9949,51,7,2,1,12,1663,0
4883,56,2,0,1,6,1718,0
16057,55,10,1,1,9,1774,0
5228,61,8,0,1,7,1504,0
2467,54,4,0,2,7,1700,0
16622,49,12,0,2,8,1618,0
7563,59,3,1,1,8,1622,0
2143,44,10,1,1,3,1499,0
4220,32,11,2,3,5,1643,0
2439,42,8,0,1,8,1375,0
1625,34,2,0,2,7,1444,0
10310,35,11,0,3,5,1883,0
22641,42,11,1,1,8,1587,1
1605,33,13,2,1,3,1423,0
7710,40,3,0,4,2,1952,1
2920,18,1,1,1,8,1409,0
3328,47,12,0,1,2,1195,0
3059,45,3,1,1,8,1638,1
2462,33,10,2,1,1,1034,1
5109,54,11,0,2,4,1568,0
2528,58,1,0,3,5,2293,1
6101,22,2,2,2,1,1260,1
4721,34,2,2,1,5,1414,1
4059,34,1,1,1,11,1255,0
2377,31,2,1,2,1,1483,0
3098,56,12,0,1,5,1893,0
8994,42,6,1,2,13,1983,0
7337,41,14,1,1,2,1287,0
2248,18,1,1,2,12,2296,0
5321,53,4,0,1,5,1151,0
8965,27,6,0,1,7,1650,0
1292,45,12,0,1,12,1722,0
7590,48,9,0,1,5,1450,0
2892,64,13,0,1,9,1781,0
7757,26,2,0,2,10,1563,0
2668,18,1,0,2,4,1682,0
1159,47,12,0,2,3,1627,0
1336,70,10,1,4,6,1805,0
5107,62,8,0,1,6,1919,0
6049,47,1,0,1,2,1373,0
2384,38,13,0,1,4,1442,0
8191,56,8,0,2,1,1324,0
1300,31,9,1,1,5,1467,0
4661,51,6,0,2,10,2266,0
1865,52,10,1,1,1,1329,0
2917,59,15,2,3,5,1903,0
5104,80,5,1,4,16,2470,1
2469,50,6,1,1,6,1493,0
3613,37,13,2,1,12,1628,0
10993,44,6,1,2,2,1654,0
3097,20,1,0,1,8,1541,0
9590,35,9,0,1,2,1343,0
1990,39,4,2,2,8,1927,0
7508,37,2,0,1,10,1636,0
15572,47,11,0,2,9,2012,0
680,33,11,1,2,5,1631,1
2597,60,9,1,1,8,1326,0
7798,45,2,0,1,8,904,0
4177,44,10,1,1,9,1252,0
6613,40,9,0,2,6,1346,0
3031,47,2,1,1,10,1703,0
5267,56,12,0,3,12,1815,0
4339,32,8,0,1,5,1105,0
12509,35,9,1,1,7,1533,0
6024,40,12,0,1,3,1223,0
6438,26,2,1,1,8,1682,1
3535,33,9,0,1,8,1677,0
3327,38,10,0,1,7,1668,0
3477,57,9,1,1,7,1048,0
6738,48,2,0,1,14,1779,0
3509,47,4,0,1,1,1355,0
6196,56,7,0,2,5,1405,0
25856,43,12,1,1,5,1072,0
9866,50,2,2,1,12,1688,1
3786,43,1,2,2,8,1952,0
12848,48,3,0,1,8,1073,0
3545,36,12,0,2,12,1693,0
962,18,1,0,1,6,1556,0
2194,43,4,1,1,9,1844,0
1100,64,8,0,4,4,1857,0
3710,57,6,2,1,2,1796,1
4987,58,11,0,2,14,1560,0
18791,62,2,2,1,8,1186,0
6383,46,15,1,2,9,1973,0
4124,47,9,1,3,2,1240,0
9542,36,14,0,1,9,1712,0
838,40,2,0,3,14,2011,0
5934,53,13,0,1,5,1319,0
9106,61,15,0,2,1,1444,0
1505,43,12,0,1,7,1302,0
12271,38,5,1,3,2,1646,1
6443,45,12,0,1,1,1383,0
3525,53,4,1,1,4,1386,0
8153,24,5,1,3,5,1683,0
30228,18,1,0,2,3,1640,1
5684,37,7,2,1,12,2041,1
5994,27,8,0,1,14,1716,0
3403,37,5,0,1,9,1783,0
2490,42,10,0,1,8,1396,0
9549,38,14,1,1,6,1263,0
2477,65,14,0,2,3,1680,0
5204,49,5,0,1,13,1693,0
3353,49,2,1,2,6,1905,0
7209,53,8,0,2,5,1915,0
6418,29,2,1,1,11,1847,0
11271,59,10,2,1,6,1693,0
3268,43,12,2,1,10,964,0
3960,54,6,0,1,5,1588,0
2246,29,8,0,2,11,2002,0
3444,23,2,0,1,10,1395,0
6646,56,4,0,2,12,1861,0
9005,50,13,0,1,4,1261,0
2350,32,4,0,1,6,1735,0
9854,32,6,2,1,14,1578,1
14537,60,14,2,1,6,1371,0
6841,28,4,0,1,10,1557,1
22058,67,8,0,1,16,2279,0
2646,32,9,0,3,1,1880,0
1815,53,1,0,2,5,1972,0
1184,40,13,1,1,7,1197,0
16266,53,4,1,1,1,1126,1
8295,37,4,2,1,5,1767,0
4701,42,2,1,1,3,1087,0
6148,45,6,1,1,10,1515,0
1997,30,3,1,1,1,1791,0
34773,55,7,0,1,14,1577,0
5450,37,13,1,1,9,1255,0
5364,41,11,0,1,2,1419,0
8783,31,11,0,1,11,1324,0
7221,18,1,0,2,9,2017,0
5878,42,5,0,1,6,1351,0
2611,78,4,2,1,4,1250,0
7166,55,5,0,1,9,1625,0
22150,44,8,0,3,7,1779,1
14419,41,3,0,3,4,1820,0
17580,45,14,1,2,1,1634,0
3265,52,7,0,1,3,1396,0
2226,28,6,2,1,4,1237,1
4444,60,12,2,2,11,1976,0
5138,55,1,1,1,10,1511,0
11794,55,13,1,1,5,1326,0
1269,51,7,0,3,5,1828,0
16707,45,14,0,1,10,1264,0
4331,54,13,1,1,8,1668,0
3492,53,7,0,1,8,1629,0
2187,40,14,0,1,4,1694,0
1307,36,15,1,1,6,1429,0
9495,46,12,0,2,7,1974,0
5211,66,1,2,2,6,1785,1
1751,27,1,0,1,9,1614,0
1744,24,4,1,3,10,2313,0
3756,47,2,1,1,3,1459,0
18680,45,5,1,1,4,1366,0
3993,47,13,0,2,4,1644,0
1476,48,11,1,2,12,1752,0
4037,41,4,2,2,16,2054,1
3951,65,7,0,3,5,2064,0
568,22,3,0,2,6,1678,0
4705,33,14,1,3,10,1968,0
4085,43,15,1,1,4,1629,0
8578,21,1,0,2,10,2037,0
21572,42,1,2,5,6,2039,1
12103,68,5,0,2,1,1564,0
3963,45,15,0,1,1,1540,0
2027,48,3,1,1,5,1565,0
38510,27,1,1,1,11,1307,1
5153,36,12,2,1,3,1636,0
4969,39,3,2,4,4,2024,1
4820,40,14,0,1,7,1678,0
5758,62,6,0,1,1,1141,0
4378,52,14,0,3,8,1920,0
3105,29,7,1,1,1,1548,0
3173,48,8,2,1,9,1443,1
4787,51,13,0,1,3,1315,0
3181,60,11,0,2,3,1762,0
2778,67,4,0,1,8,1456,0
5351,30,3,1,4,10,2058,0
4007,33,5,0,1,8,1383,0
16369,27,1,0,1,7,1923,1
589,41,13,1,1,7,1664,0
11768,51,6,1,2,8,1688,0
13317,58,15,1,1,8,1501,0
935,43,9,1,1,5,1254,1
3736,40,15,0,1,9,1597,0
3651,47,6,1,2,3,1723,0
1593,33,2,1,1,11,1518,0
2637,74,13,2,2,10,1821,0
2021,22,1,0,2,15,1876,0
19966,47,12,0,1,9,1896,0
10389,73,11,0,1,10,1522,0
13592,45,9,0,1,1,1535,0
8754,42,8,1,1,10,1928,0
1991,39,7,0,1,11,1604,0
3230,42,1,0,1,13,1622,0
7269,64,4,0,1,7,1744,0
1848,18,1,0,1,5,1143,0
8694,66,12,0,1,2,1496,0
4055,25,3,0,1,3,1124,1
3641,41,7,0,2,6,1924,0
8679,38,15,1,4,1,1779,0
7012,53,6,1,3,3,1721,1
3682,22,3,0,1,7,1415,0
12424,51,13,2,1,7,1243,0
2069,73,6,1,1,3,1693,1
8044,25,2,1,1,2,1375,0
7898,47,3,0,1,2,2051,0
3836,35,4,0,2,6,1517,0
6379,50,14,0,1,15,1670,0
1806,45,3,0,1,11,1500,0
10293,36,1,0,5,7,2124,1
4238,51,15,2,1,9,1935,0
3235,70,10,0,1,11,1882,0
11375,42,5,0,1,9,1319,0
2797,55,15,1,1,5,1740,0
1592,26,1,0,2,3,1726,0
1414,31,1,1,1,6,1626,0
7980,51,2,1,1,11,1543,0
1764,65,13,1,2,5,1528,0
20006,49,4,2,2,2,1587,1
929,40,6,0,4,1,1719,0
19094,44,8,1,3,6,2092,0
5818,27,5,2,1,2,1290,1
4548,53,3,1,1,5,1110,0
3178,57,1,0,1,12,1449,0
6763,38,3,2,1,6,1282,1
4769,38,12,0,2,3,1537,0
11880,48,3,2,2,8,1783,1
5385,38,5,0,1,14,1780,0
5542,44,11,1,1,6,1622,0
3674,74,12,2,1,1,1329,0
4695,41,12,0,4,9,2026,0
6287,39,4,0,1,8,1940,0
1251,35,13,0,2,7,1951,0
1671,55,4,2,2,6,1761,0
8907,42,9,1,4,3,2073,0
5634,35,7,1,2,13,1504,0
4242,63,4,1,2,1,1365,0
4987,64,3,1,1,5,1413,1
6490,36,6,0,1,5,1337,0
3191,18,1,0,1,10,1340,1
2636,59,3,1,1,11,1764,1
5748,35,6,0,4,6,2257,1
2246,56,11,0,1,7,1557,0
6813,18,1,0,3,8,2019,0
1258,57,13,0,1,11,1671,0
11196,28,9,2,1,11,1591,0
7172,55,6,0,4,4,2103,0
6031,45,12,1,1,8,1304,0
10787,31,4,0,1,8,1217,0
18627,39,15,0,1,6,1241,0
11064,54,5,0,2,8,1910,0
1126,46,13,1,1,7,1577,0
1765,53,6,1,1,7,1635,0
2981,72,11,2,1,1,1715,0
5018,23,3,1,2,3,1357,1
7436,67,8,1,2,10,2040,0
2750,46,4,1,1,2,1330,0
5706,32,8,2,1,8,1480,0
2685,26,2,1,3,6,1846,0
3013,42,10,0,1,11,1727,0
1595,57,3,1,1,9,1577,0
2348,43,10,1,1,5,1622,0
1666,66,7,1,3,6,1847,0
2251,24,3,0,1,1,1340,0
11417,44,13,2,1,6,1446,0
2299,27,4,2,2,1,1577,0
40372,50,9,0,2,6,1408,0
7292,57,4,2,1,4,1255,1
5697,39,8,0,1,3,1366,0
2473,18,1,0,2,11,1938,0
8606,47,3,0,5,1,2408,0
3101,51,7,0,2,3,1558,0
5418,50,3,1,1,4,1115,0
38103,62,12,0,1,5,1341,0
4551,30,7,0,3,3,1871,0
12325,54,14,0,2,5,1455,0
2800,61,11,0,1,8,1328,0
4779,20,1,0,1,9,1750,0
20264,49,10,1,2,9,1862,1
2976,37,10,0,1,1,1085,0
20951,43,11,2,1,8,1411,0
8657,49,11,1,1,8,1838,0
