ClaimAmount,CustomerAge,PolicyYears,AccidentSeverity,NumberOfClaims,VehicleAge,PremiumAmount,Fraudulent
40060,21,1,0,1,5,1346,0
9013,33,13,2,3,18,1985,0
28735,42,13,0,2,18,1892,0
6202,45,6,0,4,18,2265,0
11855,56,5,2,1,15,1858,0
14069,50,9,1,1,16,1665,0
28711,44,2,1,2,12,1964,1
6374,56,4,0,1,11,1713,1
11482,39,6,0,1,11,1423,0
5897,49,4,0,1,7,1796,0
13623,58,13,1,1,11,1673,0
4257,28,4,1,1,6,1613,0
5848,50,2,2,1,6,1600,1
22235,53,14,1,1,7,1318,0
10116,36,12,1,1,7,1922,0
21515,39,9,0,1,18,2030,0
18547,45,1,2,2,11,2106,1
14727,32,4,1,1,18,1998,1
8817,61,11,0,1,11,1556,0
29703,80,10,2,2,7,1658,0
2317,54,13,0,4,15,2224,0
53725,28,1,0,1,6,1533,0
1768,20,1,0,4,14,2302,1
11255,38,10,2,2,8,1379,0
6195,52,9,0,5,11,2375,0
6102,46,13,0,1,14,1576,0
4149,41,2,2,3,13,1819,1
7038,44,8,0,1,10,2107,0
47841,44,1,0,1,12,1600,1
13282,52,5,0,1,7,1551,0
10598,18,1,1,2,9,1783,1
12606,44,2,0,1,15,1772,0
10681,31,2,0,1,16,1289,0
32172,48,2,1,1,14,1436,1
11642,64,9,2,1,14,1958,0
14063,41,10,1,1,12,1553,0
20059,44,6,0,1,9,1438,0
6847,59,4,1,1,11,1958,0
5592,54,15,2,1,17,1946,0
8659,42,8,0,1,9,1824,0
5790,21,2,2,1,8,1177,1
4349,29,9,0,3,5,2000,0
4091,30,8,1,2,12,1687,1
35068,54,5,1,1,2,1350,0
4245,51,12,0,1,9,1518,0
8269,36,13,0,2,12,2089,0
5957,45,3,1,1,16,1634,0
10262,50,12,1,1,14,1621,0
9774,48,2,0,3,3,1575,0
12765,70,7,1,1,12,1675,0
40115,36,4,0,1,12,1811,0
9830,39,15,0,1,17,1721,0
24507,51,8,1,1,12,1787,0
7238,48,5,2,2,8,1565,1
39850,26,6,1,2,25,2329,1
38107,28,8,0,4,17,2444,0
24955,32,9,0,2,6,1814,0
24280,62,1,0,1,17,1743,1
9419,41,11,0,1,14,1504,0
11942,48,12,1,1,11,1831,0
13359,48,1,1,1,11,1594,1
8695,40,15,2,3,12,1867,0
6828,28,3,0,1,14,2064,0
12803,39,13,0,1,8,1713,0
3556,35,3,2,1,6,1556,0
14217,70,12,0,1,15,1777,0
16457,41,5,0,2,15,1934,0
12780,67,12,0,2,15,1801,0
4398,60,1,1,3,15,2400,1
15209,45,6,0,1,5,1353,0
17747,18,1,1,1,13,1710,1
23010,66,1,0,1,9,1372,0
8529,37,12,0,1,16,1975,0
7120,46,14,0,1,11,1214,0
16643,50,7,0,1,14,1591,0
23666,57,9,1,2,3,1684,1
2965,19,1,0,3,9,1976,0
25484,44,10,0,4,12,2250,0
23306,39,3,0,1,8,1310,0
6675,26,5,1,1,15,1849,0
8773,59,15,0,1,13,1652,0
10571,34,10,2,2,11,2106,1
13923,32,13,0,1,11,1660,0
3712,60,1,0,1,3,1237,0
15015,48,6,2,1,15,1709,0
12198,33,2,1,2,5,1676,1
7355,42,8,0,1,3,1511,0
18882,36,3,1,4,10,2078,1
6937,49,3,1,1,7,1803,0
4223,29,3,0,1,16,1839,0
4526,62,9,0,1,5,1240,0
3082,44,11,1,1,17,1912,0
6249,48,13,1,1,17,1791,0
20552,45,2,1,1,15,1656,1
4107,18,1,1,1,14,1739,0
21844,43,8,1,1,11,1503,0
10899,43,10,1,1,12,1596,0
9106,41,7,2,1,16,1631,1
1276,51,7,1,1,8,1748,0
3530,55,8,0,1,15,2182,0
9991,59,11,0,1,7,1132,1
6713,51,4,1,2,8,1814,1
12800,42,6,1,1,13,1669,0
3543,56,6,0,3,7,1621,0
21400,37,4,1,1,11,1712,1
4599,46,8,1,2,11,1863,1
2033,66,1,0,1,14,1956,0
27000,77,12,1,1,8,1393,1
9518,38,4,0,2,11,1803,0
10765,51,7,1,2,3,1914,0
7431,36,12,0,1,12,1788,0
7693,46,4,1,3,9,1890,0
7119,19,1,1,5,8,2257,1
45202,19,1,1,1,10,1818,1
23207,50,1,0,1,14,1978,0
5600,57,12,1,1,11,1827,0
5295,46,7,0,1,13,1488,0
9231,66,5,2,2,14,2025,1
50849,58,9,0,3,9,2138,1
20676,33,3,0,1,9,1623,1
6639,33,14,0,2,12,1990,0
36238,29,8,0,2,10,1851,1
19104,28,5,0,1,3,1162,0
6196,51,10,1,1,6,1403,0
32696,45,3,0,2,9,1534,1
9885,35,1,1,3,16,1708,1
9887,32,5,0,1,13,2020,0
12685,63,5,0,3,8,2183,1
13357,42,8,1,1,2,1381,0
5623,38,14,1,1,19,1793,0
13088,60,4,0,3,9,1996,0
7784,53,8,2,1,5,1382,1
18290,62,9,1,3,14,2036,1
29646,18,1,0,3,6,2157,1
10315,41,12,0,1,14,1937,0
8762,45,9,2,2,12,1876,1
5340,33,8,0,1,12,1603,0
12527,47,9,0,4,14,2349,1
8031,47,3,0,2,10,1602,0
2871,25,2,0,1,10,1655,0
4703,34,11,2,1,11,1734,0
21522,54,5,0,2,13,1793,0
21840,38,14,0,1,10,1424,0
15818,35,12,0,1,7,1903,0
26440,48,13,1,1,8,1535,0
7778,22,1,1,2,6,1533,0
32804,60,11,1,2,12,1568,0
14411,53,6,1,1,8,1612,0
21895,28,9,0,1,3,1484,0
2739,33,12,2,2,8,1798,0
5564,32,7,1,2,4,1541,0
10332,37,2,2,1,16,1753,1
3934,51,11,1,1,9,1561,0
12216,54,9,0,2,6,1265,0
9063,48,9,1,4,11,2332,0
17876,46,15,0,2,7,1651,0
12062,39,14,0,1,10,1267,0
26842,52,12,1,2,10,1682,0
9968,38,11,0,1,8,1617,0
10270,54,1,1,1,8,1776,0
2967,37,10,1,1,18,2213,0
22135,53,14,1,1,9,1585,0
14050,46,5,2,3,7,1998,1
6216,40,15,0,5,12,2311,0
8170,33,6,1,2,4,1687,0
75000,43,13,0,1,11,1738,1
17822,50,2,0,1,18,1735,0
24226,57,12,0,3,15,2473,0
15137,60,4,0,2,13,1775,0
9326,31,9,0,1,6,1471,0
38063,46,8,0,1,7,1423,0
6248,44,15,0,1,9,1574,0
4211,43,4,1,2,10,1617,1
6244,18,1,2,1,14,1531,1
14359,35,5,0,1,15,1965,0
21304,37,15,0,1,14,1940,0
1196,27,5,0,4,3,1859,0
7987,40,14,2,1,14,1616,0
16443,35,10,1,1,7,1773,0
41125,40,10,2,1,15,2035,1
28903,45,13,2,1,13,1595,1
12896,23,1,0,1,4,1221,1
4116,44,8,1,2,14,1685,1
19775,60,4,1,1,12,1908,0
7418,21,1,0,3,12,2121,1
9897,63,1,0,1,6,1487,0
12461,48,11,0,2,10,1928,0
10282,31,5,1,1,12,1496,0
2313,75,9,2,2,6,1827,1
2709,30,8,2,1,8,1555,0
3220,41,6,0,1,8,1706,0
1809,26,7,1,1,9,1639,0
32623,18,1,1,2,13,2126,1
3929,30,1,1,2,9,1666,1
23704,41,4,0,2,17,2034,0
11223,49,13,1,1,9,1867,0
16397,49,12,1,4,2,2009,0
6766,80,15,0,1,19,1978,0
6829,40,11,0,1,10,1451,0
18777,32,6,0,2,1,1579,0
4919,40,15,0,1,11,1860,0
15799,47,2,0,2,10,2196,0
4881,18,1,0,1,16,1253,0
17150,30,3,0,2,12,1969,1
2721,46,8,2,2,12,1979,0
15194,55,15,1,2,15,1679,1
64826,56,13,2,1,10,1400,1
14062,33,3,1,1,16,1707,0
21129,48,7,0,4,19,2431,0
3339,38,8,0,3,6,1579,0
9337,33,11,1,5,9,1662,1
5082,20,1,0,1,9,1532,1
16972,48,2,1,3,18,2303,0
15032,49,12,2,1,9,1929,0
11937,34,9,1,2,4,1935,1
20646,26,2,1,1,13,1616,1
26524,52,10,1,1,16,1782,0
3692,36,4,0,2,13,1628,0
8195,31,3,0,1,9,1804,0
14803,41,4,1,2,8,1373,1
32363,51,14,1,1,17,1596,0
22845,47,14,1,1,23,1769,0
6842,46,7,2,1,7,1585,0
8431,67,7,0,1,10,1578,0
11087,43,10,2,2,14,1753,1
6513,58,14,1,1,10,1581,0
2860,20,1,2,1,14,1831,1
42160,43,14,1,3,16,2356,0
6689,54,4,0,3,2,1442,0
17122,28,6,1,2,12,1916,0
14234,50,14,1,1,5,1410,0
20469,42,14,1,2,7,1993,0
14665,47,13,1,2,16,1619,0
10741,47,6,0,1,16,1908,0
3131,49,8,1,4,18,2210,0
8040,48,7,1,2,11,1806,0
15910,65,13,2,1,21,1929,1
5947,49,3,0,1,16,1941,0
3923,42,4,2,1,12,1663,1
3220,56,9,2,1,7,1533,0
6161,56,11,1,1,6,1383,0
12705,31,11,0,1,15,1900,0
37185,32,5,1,1,9,1702,1
22520,18,1,0,1,7,1879,0
74119,52,13,0,1,12,1665,1
30982,18,1,0,1,9,1548,1
7728,33,10,1,1,11,1987,1
34665,31,5,1,4,6,1885,0
60181,37,14,1,3,13,2396,1
27705,35,13,0,1,15,1819,0
13073,48,13,0,1,14,1551,0
1089,55,6,0,2,12,1803,0
9848,38,5,0,2,5,1882,0
11146,52,1,2,3,7,1907,1
11024,80,5,0,1,8,1082,0
22022,45,8,1,1,12,1784,0
26441,45,7,2,1,11,1982,1
13910,50,13,0,2,8,1778,0
9899,18,1,0,1,11,1791,0
7517,48,5,1,2,10,1748,1
5541,39,13,0,1,15,1939,0
20367,68,15,1,1,11,1698,1
6320,33,4,1,1,11,1720,0
8043,52,7,1,1,10,1471,0
20114,52,15,1,2,7,1692,0
19139,49,7,1,5,3,2038,1
14288,41,6,0,3,8,2308,0
4741,58,8,0,1,13,1448,0
9128,43,13,0,2,5,1375,0
20356,69,10,0,3,7,1865,0
3000,26,2,1,1,8,1644,1
14166,48,9,1,2,8,1729,0
13911,25,2,0,1,10,1341,0
4163,45,5,1,1,9,1364,1
4636,40,7,0,1,12,1868,0
10065,39,5,1,1,11,1654,0
7847,49,7,1,1,14,1446,0
75000,34,8,2,1,13,1959,1
2457,31,11,0,1,14,1788,0
6749,34,13,0,1,6,1358,0
13267,52,8,0,2,18,1928,0
2751,28,8,0,1,16,2115,0
6316,34,12,1,1,12,2136,0
9168,56,2,2,1,6,1535,1
15826,52,10,0,1,6,1362,0
11431,38,8,0,1,5,1353,0
25859,45,14,0,3,6,1934,0
11577,18,1,0,1,8,1862,1
13285,45,12,0,3,15,2106,0
3476,23,4,0,1,11,1579,1
4164,61,12,0,2,14,2050,0
26752,26,5,0,1,15,1757,1
9700,32,8,2,5,18,2896,0
15244,49,1,1,1,14,1788,0
14593,41,2,0,1,11,1606,0
3130,57,1,1,2,5,1716,1
17505,39,3,0,3,12,2226,0
4310,33,8,2,2,3,1625,1
12752,27,3,1,2,12,1959,1
12210,51,14,0,2,4,1771,0
4162,26,5,1,2,9,2118,1
17553,31,7,1,2,3,1402,1
3093,41,3,0,1,12,1598,0
11401,47,14,2,1,11,1623,0
6609,37,9,1,3,17,2090,0
12860,37,3,0,1,12,1687,0
11604,36,9,1,1,9,1443,0
6252,54,4,0,1,19,2141,0
10031,43,6,0,1,9,1569,0
4942,42,12,1,1,9,1780,0
24782,42,8,1,1,12,1620,1
9295,34,5,1,1,14,1646,0
1774,33,5,2,1,9,1887,0
3636,38,7,0,2,7,1633,0
4238,51,2,0,1,10,2060,0
9953,41,9,0,1,7,1364,1
2822,45,8,2,2,5,1949,0
2730,42,8,1,2,12,1656,0
5708,59,1,1,1,14,1808,1
7773,51,13,0,3,14,1943,0
5016,22,3,0,2,15,2064,0
15254,50,3,0,1,8,1801,0
9293,53,1,1,1,14,1779,1
8526,56,1,0,2,7,1622,0
31156,18,1,0,1,17,2215,0
33125,54,13,1,1,12,1436,0
14385,56,6,1,3,13,1748,1
10618,30,10,2,2,17,2012,1
797,35,5,0,2,12,1780,0
9247,18,1,0,2,7,1568,1
5311,33,1,0,3,11,2198,0
11328,23,1,0,1,2,1049,0
2956,50,8,0,3,19,2883,0
15544,48,14,0,5,12,2198,0
21956,60,3,0,1,12,1594,1
7398,63,9,2,2,8,1517,0
3482,50,15,1,3,11,1909,0
5745,31,11,1,1,9,1418,0
9224,44,6,2,2,9,1818,0
7052,47,14,0,2,19,1834,0
7614,57,14,0,5,13,2438,0
2843,59,14,0,1,15,1739,0
23513,25,1,0,1,17,1854,0
22501,42,5,1,1,8,1400,0
34846,50,8,2,1,5,1548,1
15932,56,2,2,1,6,1575,1
20707,42,14,0,2,18,2057,0
8939,55,11,2,5,7,2293,1
3523,60,5,1,3,11,1788,0
5083,46,9,2,2,1,1327,0
3169,35,11,0,1,16,1910,0
8350,35,3,1,2,1,1754,0
8572,58,1,0,1,12,1836,0
7049,54,12,2,1,9,1099,1
1103,80,6,0,1,8,1441,1
14280,66,11,1,1,12,1449,0
20181,40,7,0,1,7,1346,0
2377,44,13,0,1,9,1370,0
13686,50,9,1,1,10,1643,0
6727,18,1,1,1,8,1671,1
3779,65,4,1,2,4,1503,0
19111,25,1,1,1,15,1799,0
12579,38,5,1,1,5,1449,0
7472,45,4,0,2,11,1843,1
12960,42,10,0,1,10,1195,0
9418,46,2,1,1,13,1807,1
15907,44,2,1,1,5,1111,1
7992,52,15,0,1,10,1728,0
11305,43,11,0,1,9,1645,0
43261,27,3,1,1,15,1800,0
13660,48,1,1,3,12,1905,1
2831,51,9,0,1,12,1717,0
8607,53,8,0,1,9,1519,0
4685,47,11,2,1,10,1464,0
8590,18,1,1,1,13,1700,0
8261,41,8,2,1,8,1993,0
75000,33,7,0,1,9,2231,1
4168,34,13,0,1,19,1927,0
15431,57,5,0,1,1,1636,0
9877,58,6,2,1,16,1683,0
18429,39,6,0,2,16,2258,1
3856,55,11,0,1,12,1848,0
2985,38,5,0,1,13,1394,0
8906,47,6,1,1,10,1967,1
10145,37,12,1,1,14,2084,0
15294,41,2,0,2,6,1309,0
8086,39,11,0,1,14,1866,0
17324,30,5,1,3,11,2331,0
2991,52,2,2,2,8,1746,1
9347,32,13,0,1,13,1690,0
18625,40,7,0,2,3,1697,0
8818,41,4,0,3,6,1791,0
5024,53,13,0,1,10,1643,0
4743,48,1,2,2,14,2011,1
6913,53,5,1,1,19,1564,1
4683,46,10,1,1,9,1666,0
15788,55,14,1,3,16,2005,0
4668,35,7,0,3,9,2030,0
3318,34,12,0,2,12,1655,0
914,55,10,0,3,9,2126,0
14702,18,1,0,1,13,1961,0
14632,37,9,0,1,17,1899,0
4290,53,4,0,1,10,1401,0
5215,29,1,1,1,7,1383,0
13528,80,12,1,2,8,1677,1
4098,51,5,2,1,11,1956,0
15131,52,8,0,5,15,2351,0
5098,48,3,1,3,4,1858,0
17738,23,1,2,1,8,1259,1
9135,54,6,0,5,5,2308,0
6022,56,1,0,3,12,2105,0
2934,43,4,1,1,6,1551,0
20263,37,4,0,2,10,1413,0
11184,35,5,1,1,13,1866,1
27828,49,5,1,1,6,1367,0
20844,41,11,2,2,10,1146,1
21725,64,15,0,1,11,1750,0
9441,18,1,1,2,8,1831,1
7606,46,12,0,1,12,1633,0
13196,58,6,0,1,10,1465,0
5710,19,1,1,2,8,1462,1
9879,58,5,0,1,12,1491,0
14952,55,13,0,1,16,1903,0
10965,61,15,0,1,9,1561,0
15072,49,9,0,4,15,2077,0
11986,50,7,1,1,10,1821,0
7925,42,10,0,1,9,1880,0
13982,53,14,1,1,11,1766,0
4368,46,15,1,1,21,2165,0
8946,39,12,1,1,14,1842,0
13267,41,5,0,2,10,2075,1
9224,37,9,0,1,16,1851,0
12434,41,6,0,3,8,2056,0
13697,55,5,0,5,18,2416,1
8365,44,3,0,4,9,2145,0
5949,41,5,2,1,8,1555,0
2333,39,10,0,1,10,1649,0
7394,24,4,0,1,20,1522,0
12235,64,14,0,1,11,1517,0
8429,63,15,0,4,18,2421,0
3208,49,10,0,1,10,1736,0
5659,63,15,2,1,17,1772,0
4713,42,8,0,1,14,1931,0
13478,54,4,0,1,14,1534,1
25977,40,5,1,1,9,1733,1
5692,38,15,0,2,14,2131,0
15912,45,5,0,1,14,1796,0
37997,50,10,0,1,10,1803,0
18808,32,6,0,2,14,1926,0
3923,18,1,2,1,6,1594,1
6338,35,4,0,2,11,1673,0
6408,48,2,0,1,12,1348,0
8492,36,12,0,1,10,1899,0
22369,75,12,0,5,16,2371,0
6308,39,6,2,1,15,1601,0
7094,75,13,1,2,3,1421,0
27457,51,5,0,1,8,1884,1
13201,65,1,0,3,14,2216,0
17304,54,7,2,1,6,1083,1
11064,51,3,0,1,8,1770,0
7636,38,3,0,2,8,1567,0
4062,20,1,1,3,8,2058,1
13869,43,14,1,2,10,1292,0
10653,61,11,0,1,18,2002,0
2051,20,1,0,2,18,2426,1
12734,47,11,1,1,7,1355,0
1822,46,1,1,2,7,1823,0
21915,42,15,0,3,11,2001,0
6636,52,11,0,1,3,1324,0
19379,33,10,1,1,11,1594,0
47883,59,14,1,1,8,1620,1
9644,21,2,1,2,7,1849,1
7381,46,14,0,2,21,1925,0
8020,50,6,0,1,13,1763,0
10701,21,1,1,2,7,1495,0
8138,43,2,1,2,6,1751,1
4610,70,2,1,2,12,1786,1
4543,26,5,0,1,9,1672,0
16468,58,2,2,2,12,2176,0
12448,49,8,2,1,19,1939,1
9311,61,6,0,1,9,1586,0
6444,44,6,0,1,10,1861,0
2958,48,13,2,1,17,1762,0
8372,27,7,1,1,12,1920,0
18303,19,1,0,2,15,1663,0
4374,44,12,0,1,10,1516,0
10272,45,9,0,2,12,1512,0
27699,36,9,0,3,4,1632,1
3268,62,1,0,1,11,1440,0
10721,28,9,2,1,11,1804,0
9647,54,11,0,1,11,1840,0
4346,45,5,1,3,12,1923,0
5881,73,12,1,1,8,1323,0
8998,18,1,2,2,5,1790,1
2413,66,2,1,1,10,1632,1
5237,56,8,1,3,6,1854,0
3823,64,1,1,2,13,1827,1
18106,38,4,0,1,14,2043,0
8190,46,5,0,1,12,1843,0
4661,57,3,2,2,17,1916,0
6953,48,7,2,1,15,1798,0
4116,50,12,1,1,5,1281,0
19604,40,7,2,4,6,1857,1
4255,66,6,0,1,9,1554,0
26177,48,4,1,1,18,1966,1
13038,58,14,2,5,7,2100,0
5406,51,13,1,1,13,1678,0
18642,51,9,0,1,14,2131,0
17876,49,2,1,3,7,1729,1
6814,33,6,0,3,7,1715,0
6321,27,2,0,1,17,1819,0
4236,60,4,0,1,9,1599,0
51584,43,4,0,1,8,1719,1
3845,38,4,2,1,4,1131,0
2509,48,11,0,1,7,1552,0
11310,51,10,2,4,7,1815,0
7204,66,5,1,1,10,1850,0
5046,45,12,0,1,7,1815,0
10044,43,15,0,2,5,1841,0
6059,44,1,0,4,13,2571,1
12066,61,7,1,1,11,1692,0
12805,42,14,0,2,5,1818,0
13723,65,4,0,1,11,1317,0
23212,59,8,1,2,14,1747,0
11672,40,9,0,1,10,1878,0
45665,27,3,0,1,13,1549,1
3869,27,1,0,1,13,1561,0
9316,33,8,2,1,11,1822,0
4440,43,12,0,1,11,1417,0
8680,41,14,2,5,13,2421,1
5015,55,11,1,1,7,1575,0
9052,29,9,1,2,10,2216,0
42747,25,1,1,1,3,1563,1
13382,56,8,0,1,10,2146,0
5293,60,9,0,1,6,1744,0
30786,44,8,0,1,13,1986,0
1768,45,14,0,1,16,1727,0
8048,59,4,0,2,9,1958,0
8279,48,2,0,3,10,2060,0
13875,54,4,0,1,7,1476,0
10965,48,10,2,1,3,1430,1
10544,35,1,0,1,10,1710,0
3047,35,5,0,2,5,1675,0
1335,31,6,1,1,4,1691,0
7087,36,12,0,1,17,1878,0
4460,43,1,0,1,9,1683,0
16346,52,4,2,1,10,1756,0
2336,45,1,0,1,7,1796,0
5421,42,10,0,2,11,1530,0
5908,58,6,0,1,11,1696,0
20331,29,4,1,3,13,2064,0
33210,53,12,0,1,18,1578,0
23650,59,8,0,1,12,1554,0
4667,39,12,0,1,12,1626,0
8416,33,3,1,1,11,1362,1
5159,51,10,0,1,6,1475,0
14936,20,1,0,1,9,1419,0
31764,52,3,1,1,5,1168,0
3074,26,4,0,1,18,1736,0
10836,34,8,0,1,17,2039,0
30659,36,11,0,1,10,1469,0
11042,48,13,0,1,8,1412,0
8486,41,9,1,2,13,2086,0
22122,32,10,0,1,6,1365,0
1865,18,1,1,1,19,2020,0
9770,67,14,0,1,5,1809,0
10591,45,13,0,2,9,1360,0
7342,38,5,1,1,12,1725,0
8556,28,7,1,1,19,1839,0
19941,23,3,2,2,12,2041,1
4906,30,1,0,1,11,1403,0
3660,57,8,0,3,12,2298,0
17264,18,1,0,2,17,1998,1
3378,42,9,0,2,12,1880,0
11863,40,14,0,2,11,1790,0
4551,71,13,0,1,12,1771,0
16666,48,14,0,1,16,1666,0
26892,34,7,0,1,10,1882,0
16605,69,5,0,1,9,1420,0
5307,34,4,1,1,18,1834,0
13104,54,10,1,1,12,1648,0
8932,46,10,0,1,15,1884,0
5429,45,8,0,2,15,2370,0
15400,36,5,1,1,9,1726,1
4755,42,15,2,2,14,2012,0
12348,50,8,1,3,10,1918,0
22420,23,1,1,3,17,2171,1
20439,19,1,0,1,9,1158,0
6837,34,3,1,2,11,1830,1
13389,55,5,0,4,10,1936,0
46856,30,5,1,1,10,1775,1
11987,38,14,1,1,12,1558,0
5270,55,6,1,1,10,1833,0
4441,75,9,0,5,13,2335,0
4528,45,14,1,3,7,2017,0
11499,41,10,2,1,9,1838,0
896,18,1,1,1,8,1333,0
12087,38,4,1,1,12,1820,0
5660,47,8,1,3,16,2009,0
16970,46,2,0,1,14,1909,0
12102,50,5,1,1,1,1601,1
12599,37,5,0,1,8,1833,0
26176,45,11,0,1,15,2074,0
21469,25,3,0,1,7,1784,0
16524,55,3,1,1,4,1813,0
13170,29,4,1,1,6,2093,0
4506,52,3,1,1,14,2055,0
3351,46,1,0,4,10,2032,1
9767,48,5,0,1,14,2119,0
9520,41,13,1,1,10,1605,0
6977,48,5,0,4,12,2114,0
6106,45,12,1,2,13,2045,0
37363,31,1,1,1,14,1518,1
17260,33,3,0,1,4,1279,0
40272,60,13,0,2,10,1575,0
10648,18,1,2,1,8,1418,1
22686,42,2,0,5,18,2349,1
2161,49,6,0,2,12,1779,0
10360,38,7,1,1,13,1794,1
3280,53,14,1,1,17,1678,0
13348,50,1,0,1,16,1869,0
12398,18,1,0,5,12,2235,0
1951,50,11,0,4,5,1824,0
5538,53,2,1,2,7,1871,0
19140,42,14,0,1,8,1606,0
15100,48,2,2,1,7,1422,1
2210,38,4,2,1,11,1733,0
10553,57,1,0,2,7,1808,0
11501,39,13,0,2,6,1798,0
14419,48,13,0,4,3,2240,0
7109,49,8,2,1,12,1572,1
21931,18,1,1,1,8,1558,1
8343,39,11,2,2,8,1706,0
7260,71,9,0,1,5,1276,0
4603,47,11,1,3,12,2311,0
5427,44,13,0,1,10,1691,0
2571,45,8,0,1,17,1941,0
1730,34,7,0,1,15,2119,0
2184,33,6,1,1,7,1614,0
6152,71,5,1,1,10,1588,0
6420,70,14,2,2,8,2016,0
13382,69,5,0,2,16,2295,0
1303,50,2,1,1,13,1691,0
19934,21,1,0,3,11,1915,1
15745,67,7,0,1,9,1460,0
14732,27,8,0,2,14,1637,0
25399,51,11,1,1,13,2024,1
10553,19,1,1,3,12,1991,1
19775,51,11,0,4,11,2237,0
11402,41,10,1,1,9,1206,0
17221,55,3,0,1,11,1802,1
6307,41,4,0,1,13,1327,0
12431,46,6,1,1,11,1531,0
1995,57,4,2,2,15,2064,1
12763,37,13,1,1,9,1664,0
25692,44,2,0,1,7,1148,0
8594,46,2,1,1,4,1425,1
7836,41,12,2,4,20,2713,1
12516,64,11,1,1,10,1532,1
9100,37,8,1,1,12,1490,0
7676,39,5,2,1,17,2083,0
4162,80,11,1,2,9,1563,0
15663,68,11,0,2,11,1824,0
18671,48,10,2,2,2,1950,0
3092,55,10,0,2,18,2173,0
25230,57,9,0,2,16,1528,0
13401,73,13,1,1,12,1928,0
6975,38,2,0,1,10,1589,0
5967,44,9,0,1,7,1388,0
6949,41,3,0,1,7,1646,0
35944,38,5,2,1,10,1599,1
8027,73,10,0,1,9,1388,0
11240,39,9,1,3,7,1821,0
2983,41,12,0,1,10,1416,0
7771,80,9,1,1,9,1408,0
7879,54,7,0,5,7,2355,0
7595,30,5,0,2,12,2449,0
9237,42,8,0,1,13,1922,0
5845,67,15,2,1,12,1813,0
2168,26,7,0,2,14,1933,1
