ClaimAmount,CustomerAge,PolicyYears,AccidentSeverity,NumberOfClaims,VehicleAge,PremiumAmount,Fraudulent
5355,52,3,0,1,7,1762,0
17820,40,7,2,3,9,2019,1
11932,21,2,1,1,7,1545,1
7525,68,8,0,1,1,1348,0
7196,26,6,1,1,8,1486,0
15412,42,9,1,1,9,1841,0
5265,66,8,0,2,10,1696,0
5823,45,14,0,1,6,1326,0
1121,53,1,1,1,15,1975,0
6113,25,1,1,2,12,2029,1
6330,35,14,0,2,6,1496,0
1530,50,10,0,1,4,1778,0
21176,33,4,1,2,1,1680,1
5743,37,6,1,2,9,1695,1
2269,21,1,0,1,7,1617,0
3091,33,13,1,1,8,1460,0
1728,39,1,0,3,4,2005,0
17002,49,11,1,1,1,1500,0
29737,37,12,1,1,12,1564,0
5657,57,7,1,3,8,1932,0
1678,18,1,0,1,13,1993,0
3405,57,11,1,3,8,2023,0
9778,59,15,0,3,12,1991,0
6514,52,11,0,1,9,1544,0
5470,55,14,1,1,7,1373,0
12448,48,1,1,1,8,1699,1
1888,56,2,0,1,10,1453,0
5157,53,1,1,2,5,1797,1
5809,62,12,0,1,6,1309,0
2809,41,14,1,1,9,1728,0
4346,32,11,0,1,4,1360,0
8125,49,11,0,1,8,1424,0
5336,35,13,1,2,1,1532,0
7564,33,2,2,1,12,1343,1
8012,58,10,2,1,15,1591,0
5098,64,12,1,1,11,1776,0
4325,39,15,0,3,5,1956,0
13423,25,1,1,1,6,1744,1
3691,46,10,1,3,10,2052,1
2429,18,1,0,1,7,1241,0
5987,46,7,0,5,12,2312,1
5822,46,10,2,3,5,1921,0
1353,61,4,0,1,8,1572,0
5761,76,10,0,3,8,2074,0
9137,41,5,0,2,3,1675,0
10376,51,2,1,1,9,1990,0
3294,40,2,1,1,3,1312,0
5354,60,15,1,5,2,2106,0
9807,44,13,1,1,1,1714,0
2275,43,4,1,1,11,1719,0
10593,23,2,1,1,1,939,1
2450,63,12,2,3,4,1724,0
750,41,1,0,1,8,1249,0
19475,64,6,0,3,6,1558,1
3168,44,9,0,3,10,1931,1
10928,54,13,0,2,8,1676,0
10689,61,12,1,1,8,1789,0
2440,26,5,0,2,6,2248,0
15902,34,13,1,1,13,1710,0
4922,24,4,1,3,2,1911,0
1487,30,1,1,1,2,1248,0
2516,45,4,2,2,2,1529,1
4993,20,1,0,3,7,1570,0
2992,30,2,0,1,4,1247,0
4785,33,5,0,2,8,1775,0
3390,80,11,0,3,4,1865,0
1406,38,15,1,2,5,1889,1
14111,42,14,2,4,4,2183,0
5404,47,3,1,1,7,1662,1
14276,64,5,0,1,8,1513,0
6772,43,15,1,2,2,1925,0
2598,64,9,0,5,5,2161,0
5906,33,14,0,3,6,1770,0
10844,60,13,1,2,6,1628,1
2939,36,3,0,1,1,1185,0
4439,26,4,1,1,3,1251,1
4776,57,11,1,4,4,2045,0
5767,33,2,1,1,2,947,0
1906,48,9,2,2,9,1869,1
1569,40,14,1,1,16,1607,0
5579,44,11,0,1,7,1600,0
3514,53,10,1,1,7,1066,1
7871,53,10,1,1,12,1363,1
2170,38,5,0,2,5,1679,0
8671,50,11,0,1,13,1741,0
9560,75,14,1,1,7,1910,1
15308,50,6,0,2,4,1786,0
8604,39,14,0,1,6,1607,0
6434,26,5,1,1,4,1451,0
3803,53,3,1,4,3,1754,1
2108,38,15,0,2,8,1705,0
10387,18,1,1,1,7,1097,0
4963,31,12,2,1,4,1192,0
1461,53,10,1,1,8,1681,0
8895,36,15,0,1,7,1499,0
11759,42,12,1,1,7,1714,0
2082,56,12,0,4,6,1794,0
4613,44,11,0,1,1,1580,0
2789,59,12,1,1,6,1245,0
10520,67,6,1,1,1,1528,0
2630,34,5,2,1,9,1338,0
13659,48,2,0,5,8,2214,1
5654,38,6,1,5,4,2257,1
4091,44,10,0,2,1,1587,0
2512,59,3,2,1,8,1580,1
6677,53,5,0,1,10,1761,0
2035,35,4,2,2,6,1632,0
4863,43,9,1,5,7,2330,0
3833,41,11,0,2,13,2050,0
8355,49,3,1,1,6,1603,1
15686,52,14,2,2,11,2008,0
2773,31,1,1,1,11,1690,1
13022,24,1,1,2,11,1720,0
8217,25,5,1,2,8,2032,0
7417,36,5,0,3,5,1942,0
5843,51,6,1,2,10,1640,1
4874,62,6,0,1,6,1148,0
20643,22,3,0,1,8,1407,1
4154,33,1,1,1,1,1591,1
500,65,14,0,3,8,2177,0
6433,49,13,0,1,12,1703,0
6295,47,3,0,1,9,1738,0
10470,55,6,0,1,5,1792,0
2897,31,4,0,1,5,1625,0
11636,57,8,1,1,9,1407,1
4175,33,5,0,2,11,2003,0
11406,64,4,1,1,7,1923,0
17726,30,2,0,1,8,1966,1
2254,57,11,0,1,9,1169,0
5061,37,6,0,2,1,1502,0
14719,51,15,0,1,6,1336,0
18065,41,6,0,3,7,1911,0
3065,32,9,0,3,4,1809,0
4001,48,15,0,1,5,1574,0
9753,44,11,0,1,8,1355,0
2342,50,3,2,3,3,2287,0
3282,43,11,2,1,9,1808,0
6471,64,5,1,2,1,1821,0
4535,61,14,1,3,7,1420,0
6503,49,9,0,1,8,1864,0
2781,55,15,0,2,3,1724,0
3350,19,1,2,1,4,1409,0
8866,55,2,2,1,6,1628,1
2620,35,2,1,1,5,1283,1
3771,50,10,1,1,15,1826,0
4686,57,5,0,2,11,1686,0
3244,39,15,1,3,6,2333,0
4155,34,11,0,1,6,1203,0
3963,31,3,0,2,12,2010,0
12165,24,1,2,1,7,1445,1
4646,52,1,0,2,6,2057,0
9867,32,4,0,3,9,1941,1
14018,35,15,2,1,6,1539,1
26927,44,8,1,2,8,1818,0
5081,56,8,1,1,4,1520,0
12752,62,14,0,1,6,1403,0
11521,41,3,0,2,13,1638,0
3146,68,8,0,1,6,1479,0
5600,55,8,0,1,4,1389,0
2679,48,7,1,2,4,1594,1
3395,43,1,1,1,8,1537,1
1699,64,10,1,2,8,1761,0
18893,41,10,0,4,3,2041,0
4009,20,1,0,2,6,1701,1
7120,20,1,0,1,12,1461,0
2973,24,1,1,2,6,1729,1
7019,57,8,1,1,4,1594,0
1652,38,12,1,1,9,1872,0
1404,37,15,0,2,11,1877,0
689,51,8,0,1,9,1344,0
4220,62,9,0,2,7,1734,0
9291,38,10,1,1,10,1482,0
5170,33,10,0,2,5,1713,0
3780,42,15,0,1,8,1761,0
2905,52,5,1,1,6,1348,0
8065,47,9,0,2,9,1513,0
11582,18,1,0,1,8,1656,0
5717,74,1,0,1,3,1542,0
5593,62,10,1,2,7,1790,0
10168,32,10,0,1,11,2025,0
2791,43,14,0,1,5,1088,0
849,36,1,1,3,4,1734,0
2494,45,12,0,1,1,1565,0
4750,47,6,1,1,7,1652,0
3382,68,14,1,2,9,1582,0
4284,57,3,1,3,5,2016,0
19256,51,8,0,1,6,1363,0
2349,23,4,2,4,1,1928,0
3429,45,12,0,4,2,2150,0
8275,39,14,0,1,10,1628,0
2369,59,15,1,1,5,1294,0
3354,32,9,0,1,1,1365,0
658,36,5,1,1,7,1385,0
5089,40,14,2,2,2,1506,0
7367,50,6,1,2,5,1561,1
10677,55,13,0,4,11,2053,0
13218,38,12,0,1,3,1143,0
5434,37,6,1,1,9,1668,0
12218,31,5,0,2,12,1837,0
4229,29,7,0,1,1,1067,0
16488,53,3,0,1,4,1594,0
4750,65,8,1,1,10,1453,0
5700,32,12,0,2,6,1705,0
21606,26,7,0,1,10,1283,0
2972,48,13,1,1,1,1516,0
3036,45,2,2,1,4,1345,0
4279,56,5,1,1,13,1677,0
2246,38,15,0,5,12,2159,0
4143,53,5,0,2,8,1851,0
1726,59,9,1,1,1,1688,0
8039,26,5,1,4,4,2212,1
2657,36,5,1,2,1,1503,0
7937,41,5,0,3,6,1968,0
7955,61,10,0,1,3,1357,0
4834,69,9,1,1,4,1360,0
7478,45,4,2,1,6,1523,1
9352,48,1,1,3,3,1806,0
791,56,10,0,4,12,2368,0
2453,54,13,0,1,2,1319,0
5890,51,6,0,1,4,1706,0
17594,65,14,1,3,1,1726,0
1056,39,9,2,1,4,1478,0
27929,29,9,0,2,13,1790,0
3415,44,13,0,1,12,1497,0
875,19,1,0,4,4,2116,0
1776,44,5,1,1,8,1419,0
1864,36,15,1,1,11,1749,0
2476,51,9,2,1,6,1390,0
1366,21,1,1,2,5,1616,1
6743,38,10,1,1,15,1433,0
3780,80,10,0,2,1,1588,0
13595,24,3,0,3,6,1908,0
3857,52,11,0,1,4,1783,0
4181,33,8,2,2,10,1739,1
3816,77,1,1,5,4,2146,0
7735,49,15,0,5,1,1903,0
11116,33,1,0,1,4,1703,0
8749,63,6,2,2,5,1876,0
1338,50,3,0,4,6,1998,0
16311,56,2,0,1,14,1430,0
4799,51,11,1,2,8,1809,0
7797,39,2,0,1,9,1634,1
4831,42,11,0,1,5,1797,0
10769,36,11,2,2,2,1891,1
5362,50,8,0,2,4,1640,0
8690,55,3,1,3,13,1876,0
2137,40,14,0,3,8,2004,0
6502,19,1,0,1,10,1387,0
6269,52,9,2,1,3,1549,0
10561,51,7,0,4,8,2202,0
9622,39,5,0,2,8,2251,0
4734,70,1,2,1,11,1652,1
7540,47,7,1,1,13,1656,0
6109,54,3,0,2,1,1426,0
10364,18,1,1,2,7,1688,1
6812,32,3,1,1,11,1648,0
7018,52,7,1,2,5,1974,0
15925,47,5,0,5,6,1919,0
1568,57,13,1,2,1,1572,0
2045,29,4,2,3,2,1523,1
1437,44,13,0,1,2,1479,0
4487,28,2,1,1,9,1714,1
9447,35,2,1,3,13,1869,0
4971,47,14,2,1,6,1480,0
2387,58,11,0,4,9,1658,0
4067,29,6,0,1,7,1630,0
5110,46,6,1,1,9,1530,1
6737,29,2,0,1,5,1520,0
10441,53,14,0,1,3,1383,0
2445,31,5,0,1,10,1061,0
4632,18,1,1,1,4,1346,0
11510,56,5,1,1,5,1244,1
11556,52,13,0,1,5,1033,0
6261,72,2,2,1,7,1467,1
4556,32,4,0,5,7,2093,1
11927,59,15,1,1,4,1516,1
11877,20,1,0,3,7,1977,0
6692,36,8,0,1,9,2048,0
3374,33,3,0,1,3,1363,0
7482,61,15,2,2,8,1685,0
1422,58,10,1,2,12,1812,0
1312,71,2,2,4,4,1782,1
12699,37,9,1,1,1,1463,0
3844,46,3,1,2,6,1648,0
8061,46,2,0,4,6,1766,1
2439,43,1,1,2,2,1417,0
12393,68,12,0,3,3,2088,0
3610,50,14,0,1,3,1249,0
999,62,3,1,2,7,1770,0
8312,38,10,0,2,2,1571,0
14110,46,10,0,1,8,1740,0
4073,18,1,2,1,1,1282,1
3706,53,13,0,1,1,1218,0
3214,40,8,1,1,10,1512,1
2881,60,1,0,2,9,1828,0
2618,56,12,0,1,8,1503,0
2933,75,1,0,1,6,1803,0
4698,53,11,1,1,13,1668,0
7397,57,10,0,3,12,2111,0
4262,52,5,0,1,5,1062,0
1880,43,9,2,1,9,1453,0
4914,20,1,0,1,9,1878,0
9324,29,4,0,1,16,1921,0
6788,47,10,0,1,7,1812,0
8958,36,15,1,1,4,1441,0
5044,47,5,2,1,5,1639,1
3921,50,3,0,1,8,1316,0
2704,35,9,0,4,4,1721,0
2919,39,11,0,1,7,2117,0
3292,33,12,0,1,14,1523,0
8217,61,7,0,1,1,1614,0
2791,42,3,1,1,1,1061,0
21501,69,7,1,4,1,1755,1
4960,53,15,2,4,8,1857,1
14192,56,9,2,1,6,1364,0
3242,46,13,0,1,5,1354,0
8479,38,7,1,1,8,1526,1
7158,19,1,0,3,9,1861,0
6528,57,8,1,3,6,1728,1
14199,42,13,1,1,11,1480,0
2003,41,7,1,1,12,1793,0
1682,45,13,2,1,7,1183,0
22039,24,3,1,1,7,1539,1
3072,36,10,1,1,6,1656,0
9106,50,15,1,1,9,1548,0
4962,24,2,0,1,11,1830,0
12255,45,2,1,1,6,1566,1
5838,80,5,1,1,7,1853,0
1285,45,3,1,5,8,2262,1
4057,51,5,2,3,4,1472,1
2804,29,8,2,1,4,1373,1
8058,58,2,0,5,4,2039,1
2377,25,2,0,1,12,1370,1
4286,66,7,1,2,8,1516,1
19726,41,3,1,1,18,1988,0
8088,50,1,0,1,8,1433,0
4992,42,4,1,4,1,1554,0
7703,44,8,2,1,7,1645,1
5995,58,3,1,1,5,1367,1
6369,22,2,0,1,9,1608,1
1157,49,5,1,2,7,1353,0
3322,43,15,0,1,6,1044,0
7346,52,10,0,1,12,1844,1
2474,56,4,0,1,5,1627,0
14384,55,13,0,1,2,1139,0
27653,44,3,1,1,7,1188,1
500,67,8,2,2,9,1824,0
3079,38,13,0,1,5,1489,0
4737,39,15,1,3,1,1760,0
1283,18,1,1,1,13,2110,0
7937,66,1,2,2,8,1514,1
6405,62,14,2,1,6,1727,0
12466,45,13,1,2,5,1701,0
2360,50,10,0,1,3,1478,0
1269,18,1,1,4,1,1920,1
9162,48,4,2,1,1,1191,0
18014,40,15,0,1,1,1109,0
2782,41,15,2,3,9,2087,0
5514,66,5,0,2,7,1790,0
2252,34,3,0,2,7,2012,0
3985,46,13,1,1,13,1704,0
7647,42,7,0,1,6,1667,0
4407,34,1,0,1,14,1509,0
1424,52,10,0,4,4,2028,0
3409,46,3,0,1,7,1375,0
11544,52,5,0,1,7,1601,0
3899,18,1,0,3,12,2275,1
6031,35,4,0,4,6,1897,1
4844,18,1,1,1,11,1848,0
3013,69,10,1,1,5,1569,0
17479,18,1,0,1,10,1811,0
1903,47,1,1,3,6,1949,0
2963,18,1,0,1,5,1722,0
35284,18,1,0,3,6,1996,1
620,18,1,0,1,12,1597,0
4021,48,9,2,1,8,1551,0
3100,48,4,0,2,6,1705,1
3794,24,2,0,1,6,1337,1
6398,39,11,2,3,5,1833,0
6580,48,1,0,2,8,1595,0
14200,54,3,0,1,7,1487,0
9969,55,6,1,1,7,1436,0
7033,50,6,1,2,7,1655,1
6488,43,6,1,2,2,1494,0
2801,27,6,0,1,9,1876,0
2540,42,2,0,3,8,1518,0
5463,26,5,0,2,10,1926,1
6628,41,15,0,5,9,2111,0
11803,57,13,0,1,7,1416,0
9614,60,5,2,2,7,1786,1
6058,25,3,0,1,4,1561,0
7621,62,3,1,5,6,2223,1
3460,18,1,2,1,11,1950,1
6360,40,4,1,3,1,1550,0
14261,18,1,1,1,6,1568,0
4616,40,14,1,1,9,1535,0
6692,57,3,0,1,10,1674,0
5064,52,1,0,1,10,1949,0
4497,43,12,0,3,11,1873,0
7393,57,14,0,2,9,1427,0
15018,64,11,1,1,7,1399,0
4311,31,12,1,1,9,1204,0
3002,55,3,1,2,7,1622,0
4824,63,1,2,1,5,1209,1
15101,62,1,0,2,5,1274,0
6511,35,13,0,2,9,1734,0
2631,48,8,0,5,9,2541,0
2155,40,11,0,2,1,1241,0
2050,61,15,0,3,10,1572,0
1701,49,3,1,2,9,1812,0
3862,46,5,0,1,14,1843,0
3106,55,6,2,5,10,2229,1
2780,26,2,0,4,12,2137,1
8398,38,7,1,2,10,1777,0
4125,42,3,2,1,1,1667,0
9369,80,11,1,3,2,1671,0
2238,43,15,0,1,11,1672,0
3907,40,7,2,1,10,1680,0
2631,62,11,1,3,6,2102,0
1751,45,10,1,1,9,1473,0
13366,60,9,1,1,3,1619,0
2638,38,2,1,2,7,1692,0
2095,45,4,0,1,11,1426,0
18273,48,4,2,1,2,1530,0
2737,53,3,2,1,6,1487,0
19314,38,5,0,4,11,2181,1
7972,38,9,1,1,4,1554,0
2576,40,15,0,1,1,1538,0
5052,57,12,0,2,10,1547,0
9076,70,7,0,1,8,1477,0
5112,59,9,0,2,10,1761,0
11561,46,10,2,1,11,1243,1
3643,48,6,2,1,4,1289,0
2911,49,12,0,1,3,1078,0
3692,42,12,0,1,7,1874,0
3485,57,6,0,2,6,1725,0
5078,44,14,0,2,16,1821,0
11941,30,11,1,1,11,1858,0
2682,40,2,2,1,8,1858,0
18637,74,7,2,3,7,1733,0
